[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1578615527.358000 1/9/2020, 6:18:47 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082

INFO, NAME, MC7-4r
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: FC-ZFC LTSIRM and RTSIRM LTD 10K.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1578615527.358,,0.000000e+000,9.998156e+000,8.076592e-004,0.000000e+000,3,9.810846e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.127357e-003,0.000000e+000,0,,0,
1578615607.898,,0.000000e+000,1.547779e+001,6.941971e-004,0.000000e+000,3,9.809032e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.539204e-001,0.000000e+000,0,,0,
1578615682.528,,0.000000e+000,2.164312e+001,5.719264e-004,0.000000e+000,3,9.807902e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.566517e-001,0.000000e+000,0,,0,
1578615731.308,,0.000000e+000,2.567071e+001,5.071859e-004,0.000000e+000,3,9.803701e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.168396e-001,0.000000e+000,0,,0,
1578615790.898,,0.000000e+000,3.058740e+001,4.392118e-004,0.000000e+000,3,9.794302e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,8.876991e-001,0.000000e+000,0,,0,
1578615850.618,,0.000000e+000,3.547122e+001,3.856202e-004,0.000000e+000,3,9.791062e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.414787e-001,0.000000e+000,0,,0,
1578615913.518,,0.000000e+000,4.062308e+001,3.536541e-004,0.000000e+000,3,9.786997e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.852104e-001,0.000000e+000,0,,0,
1578615972.558,,0.000000e+000,4.556464e+001,3.360933e-004,0.000000e+000,3,9.783116e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.273720e-001,0.000000e+000,0,,0,
1578616033.279,,0.000000e+000,5.060775e+001,3.244532e-004,0.000000e+000,3,9.781958e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.064713e-001,0.000000e+000,0,,0,
1578616105.909,,0.000000e+000,5.661414e+001,3.173917e-004,0.000000e+000,3,9.782392e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.681015e-001,0.000000e+000,0,,0,
