tab 	specimens
analysts	citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
	This study	mt	5.2	212.1	35.2	2.1	1	9	-1	AX12-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:12:54	u	Anorthosite	858	833	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX12-4	pmagpy-4.2.24-1: demag_gui	AX12-4b
	This study	mt	5.2	282.2	38.9	2.1	1	9	0	AX12-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:12:54	u	Anorthosite	858	833	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX12-4	pmagpy-4.2.24-1: demag_gui	AX12-4b
	This study	mt	5.2	275.8	50.2	2.1	1	9	100	AX12-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:12:54	u	Anorthosite	858	833	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX12-4	pmagpy-4.2.24-1: demag_gui	AX12-4b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX12-5		AX12-5b
	This study	mt	0.7	211.6	44.8	1.7	1	14	-1	AX12-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:14:27	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX12-5	pmagpy-4.2.24-1: demag_gui	AX12-5b
	This study	mt	0.7	289.6	33.6	1.7	1	14	0	AX12-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:14:27	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX12-5	pmagpy-4.2.24-1: demag_gui	AX12-5b
	This study	mt	0.7	285.7	45.7	1.7	1	14	100	AX12-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:14:27	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX12-5	pmagpy-4.2.24-1: demag_gui	AX12-5b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX12-5		AX12-5b
	This study	mt	0.6	190.8	70.8	1.2	1	16	-1	AX12-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:15:58	u	Anorthosite	873	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX12-6	pmagpy-4.2.24-1: demag_gui	AX12-6b
	This study	mt	0.6	301.3	42.8	1.2	1	16	0	AX12-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:15:58	u	Anorthosite	873	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX12-6	pmagpy-4.2.24-1: demag_gui	AX12-6b
	This study	mt	0.6	299	55.5	1.2	1	16	100	AX12-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:15:58	u	Anorthosite	873	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX12-6	pmagpy-4.2.24-1: demag_gui	AX12-6b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX12-6		AX12-6b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX12-6		AX12-6b
	This study	mt	1.1	310.3	60	1.6	1	14	100	AX12-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:17:25	u	Anorthosite	888	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX12-7	pmagpy-4.2.24-1: demag_gui	AX12-7b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX12-7		AX12-7b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX12-7		AX12-7b
	This study	mt	1.1	309.8	47.1	1.6	1	14	0	AX12-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:17:25	u	Anorthosite	888	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX12-7	pmagpy-4.2.24-1: demag_gui	AX12-7b
	This study	mt	1.1	198.1	37.4	1.6	1	14	-1	AX12-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:17:25	u	Anorthosite	888	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX12-7	pmagpy-4.2.24-1: demag_gui	AX12-7b
	This study	mt	2.7	136.9	-36.2	3	1	17	-1	AX13-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:18:53	u	Anorthosite	918	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-1	pmagpy-4.2.24-1: demag_gui	AX13-1b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-1		AX13-1b
	This study	mt	2.7	284.6	38.9	3	1	17	100	AX13-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:18:53	u	Anorthosite	918	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-1	pmagpy-4.2.24-1: demag_gui	AX13-1b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-1		AX13-1b
	This study	mt	2.7	287.8	26.9	3	1	17	0	AX13-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:18:53	u	Anorthosite	918	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-1	pmagpy-4.2.24-1: demag_gui	AX13-1b
	This study	mt	2.5	288.2	22.3	1.9	1	12	0	AX13-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:20:28	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-2	pmagpy-4.2.24-1: demag_gui	AX13-2b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-2		AX13-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-2		AX13-2b
	This study	mt	2.5	285.6	34.3	1.9	1	12	100	AX13-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:20:28	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-2	pmagpy-4.2.24-1: demag_gui	AX13-2b
	This study	mt	2.5	119.5	-41.5	1.9	1	12	-1	AX13-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:20:28	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-2	pmagpy-4.2.24-1: demag_gui	AX13-2b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-3		AX13-3b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-3		AX13-3b
	This study	mt	3.8	285.5	28	2.6	1	13	100	AX13-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:22:00	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-3	pmagpy-4.2.24-1: demag_gui	AX13-3b
	This study	mt	3.8	287.5	16	2.6	1	13	0	AX13-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:22:00	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-3	pmagpy-4.2.24-1: demag_gui	AX13-3b
	This study	mt	3.8	126.1	-46.3	2.6	1	13	-1	AX13-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:22:00	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-3	pmagpy-4.2.24-1: demag_gui	AX13-3b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-4		AX13-4b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-4		AX13-4b
	This study	mt	3	116.8	-43.4	3.5	1	13	-1	AX13-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:23:31	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-4	pmagpy-4.2.24-1: demag_gui	AX13-4b
	This study	mt	3	282.1	36.6	3.5	1	13	100	AX13-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:23:31	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-4	pmagpy-4.2.24-1: demag_gui	AX13-4b
	This study	mt	3	285.4	24.9	3.5	1	13	0	AX13-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:23:31	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-4	pmagpy-4.2.24-1: demag_gui	AX13-4b
	This study	mt	2.1	287.2	36	2.2	1	17	100	AX13-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:24:59	u	Anorthosite	918	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-5	pmagpy-4.2.24-1: demag_gui	AX13-5b
	This study	mt	2.1	289.8	23.8	2.2	1	17	0	AX13-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:24:59	u	Anorthosite	918	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-5	pmagpy-4.2.24-1: demag_gui	AX13-5b
	This study	mt	2.1	132.9	-42.4	2.2	1	17	-1	AX13-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:24:59	u	Anorthosite	918	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-5	pmagpy-4.2.24-1: demag_gui	AX13-5b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-5		AX13-5b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-5		AX13-5b
	This study	mt	1.9	289.3	35.8	1.1	1	13	100	AX13-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:26:30	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-6	pmagpy-4.2.24-1: demag_gui	AX13-6b
	This study	mt	1.9	291.6	23.5	1.1	1	13	0	AX13-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:26:30	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-6	pmagpy-4.2.24-1: demag_gui	AX13-6b
	This study	mt	1.9	122.8	-46.2	1.1	1	13	-1	AX13-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:26:30	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-6	pmagpy-4.2.24-1: demag_gui	AX13-6b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-6		AX13-6b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-6		AX13-6b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-7		AX13-7b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-7		AX13-7b
	This study	mt	1.8	117.2	-47	1.9	1	18	-1	AX13-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:29:18	u	Anorthosite	918	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-7	pmagpy-4.2.24-1: demag_gui	AX13-7b
	This study	mt	1.8	291.3	24.3	1.9	1	18	0	AX13-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:29:18	u	Anorthosite	918	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-7	pmagpy-4.2.24-1: demag_gui	AX13-7b
	This study	mt	1.8	288.9	36.5	1.9	1	18	100	AX13-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:29:18	u	Anorthosite	918	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-7	pmagpy-4.2.24-1: demag_gui	AX13-7b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-8		AX13-8b
	This study	mt	1	166.9	-38.7	1.3	1	14	-1	AX13-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:30:51	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-8	pmagpy-4.2.24-1: demag_gui	AX13-8b
	This study	mt	1	293	22.2	1.3	1	14	0	AX13-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:30:51	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-8	pmagpy-4.2.24-1: demag_gui	AX13-8b
	This study	mt	1	290.9	34.6	1.3	1	14	100	AX13-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:30:51	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-8	pmagpy-4.2.24-1: demag_gui	AX13-8b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-8		AX13-8b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX13-9		AX13-9b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX13-9		AX13-9b
	This study	mt	1.9	141.2	-60.1	1.2	1	15	-1	AX13-9b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:05:38	u	Anorthosite	858	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX13-9	pmagpy-4.2.24-1: demag_gui	AX13-9b
	This study	mt	1.9	293.2	22.8	1.2	1	15	0	AX13-9b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:05:38	u	Anorthosite	858	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX13-9	pmagpy-4.2.24-1: demag_gui	AX13-9b
	This study	mt	1.9	291.2	35.2	1.2	1	15	100	AX13-9b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:05:38	u	Anorthosite	858	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX13-9	pmagpy-4.2.24-1: demag_gui	AX13-9b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-1		AX14-1b
	This study	mt	2.4	218.9	49.8	1.7	1	16	-1	AX14-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:33:56	u	Anorthosite	858	748	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-1	pmagpy-4.2.24-1: demag_gui	AX14-1b
	This study	mt	2.4	296.3	34.5	1.7	1	16	0	AX14-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:33:56	u	Anorthosite	858	748	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-1	pmagpy-4.2.24-1: demag_gui	AX14-1b
	This study	mt	2.4	293.6	47.1	1.7	1	16	100	AX14-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:33:56	u	Anorthosite	858	748	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-1	pmagpy-4.2.24-1: demag_gui	AX14-1b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-1		AX14-1b
	This study	mt	3.6	297	36.6	1.8	1	15	0	AX14-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:07:13	u	Anorthosite	903	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-2	pmagpy-4.2.24-1: demag_gui	AX14-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-2		AX14-2b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-2		AX14-2b
	This study	mt	3.6	203.2	35.6	1.8	1	15	-1	AX14-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:07:13	u	Anorthosite	903	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-2	pmagpy-4.2.24-1: demag_gui	AX14-2b
	This study	mt	3.6	294.3	49.2	1.8	1	15	100	AX14-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:07:13	u	Anorthosite	903	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-2	pmagpy-4.2.24-1: demag_gui	AX14-2b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-3		AX14-3b
	This study	mt	5.3	224.2	59.2	5.6	1	13	-1	AX14-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:37:10	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-3	pmagpy-4.2.24-1: demag_gui	AX14-3b
	This study	mt	5.3	304.6	34.3	5.6	1	13	0	AX14-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:37:10	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-3	pmagpy-4.2.24-1: demag_gui	AX14-3b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-3		AX14-3b
	This study	mt	5.3	303.8	47.2	5.6	1	13	100	AX14-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:37:10	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-3	pmagpy-4.2.24-1: demag_gui	AX14-3b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-4		AX14-4b
	This study	mt	1	285.5	53.1	2.3	1	14	100	AX14-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:08:50	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-4	pmagpy-4.2.24-1: demag_gui	AX14-4b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-4		AX14-4b
	This study	mt	1	219.8	39.6	2.3	1	14	-1	AX14-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:08:50	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-4	pmagpy-4.2.24-1: demag_gui	AX14-4b
	This study	mt	1	290.4	41	2.3	1	14	0	AX14-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 16:08:50	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-4	pmagpy-4.2.24-1: demag_gui	AX14-4b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-5		AX14-5b
	This study	mt	4.1	288.9	55	3.3	1	15	100	AX14-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:40:19	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-5	pmagpy-4.2.24-1: demag_gui	AX14-5b
	This study	mt	4.1	293.4	42.7	3.3	1	15	0	AX14-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:40:19	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-5	pmagpy-4.2.24-1: demag_gui	AX14-5b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-5		AX14-5b
	This study	mt	4.1	225.8	-0.6	3.3	1	15	-1	AX14-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:40:19	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-5	pmagpy-4.2.24-1: demag_gui	AX14-5b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-6		AX14-6b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-6		AX14-6b
	This study	mt	1.4	299.9	52.8	3.5	1	14	100	AX14-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:41:49	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-6	pmagpy-4.2.24-1: demag_gui	AX14-6b
	This study	mt	1.4	301.8	40	3.5	1	14	0	AX14-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:41:49	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-6	pmagpy-4.2.24-1: demag_gui	AX14-6b
	This study	mt	1.4	226.9	3.4	3.5	1	14	-1	AX14-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:41:49	u	Anorthosite	858	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-6	pmagpy-4.2.24-1: demag_gui	AX14-6b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-7		AX14-7b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-7		AX14-7b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX14-8		AX14-8b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX14-8		AX14-8b
	This study	mt	4.7	231.1	-10.9	2.6	1	13	-1	AX14-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:46:14	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX14-8	pmagpy-4.2.24-1: demag_gui	AX14-8b
	This study	mt	4.7	293.9	38	2.6	1	13	0	AX14-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:46:14	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX14-8	pmagpy-4.2.24-1: demag_gui	AX14-8b
	This study	mt	4.7	290.3	50.4	2.6	1	13	100	AX14-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-06 15:46:14	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX14-8	pmagpy-4.2.24-1: demag_gui	AX14-8b
	This study	mt	1	278.7	44.6	2.1	1	12	0	AX15-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 14:58:35	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX15-1	pmagpy-4.2.24-1: demag_gui	AX15-1b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX15-1		AX15-1b
	This study	mt	1	270	55.3	2.1	1	12	100	AX15-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 14:58:35	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX15-1	pmagpy-4.2.24-1: demag_gui	AX15-1b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX15-1		AX15-1b
	This study	mt	1	205.4	44.6	2.1	1	12	-1	AX15-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 14:58:35	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX15-1	pmagpy-4.2.24-1: demag_gui	AX15-1b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX15-2		AX15-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX15-2		AX15-2b
	This study	mt	5.1	265.6	53.9	8.6	1	9	100	AX15-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:00:09	u	Anorthosite	858	838	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX15-2	pmagpy-4.2.24-1: demag_gui	AX15-2b
	This study	mt	5.1	274.8	43.8	8.6	1	9	0	AX15-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:00:09	u	Anorthosite	858	838	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX15-2	pmagpy-4.2.24-1: demag_gui	AX15-2b
	This study	mt	5.1	208.5	42.7	8.6	1	9	-1	AX15-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:00:09	u	Anorthosite	858	838	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX15-2	pmagpy-4.2.24-1: demag_gui	AX15-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX15-3		AX15-3b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX15-3		AX15-3b
	This study	mt	1.4	279.5	46	1.9	1	13	0	AX15-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:01:46	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX15-3	pmagpy-4.2.24-1: demag_gui	AX15-3b
	This study	mt	1.4	270.4	56.7	1.9	1	13	100	AX15-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:01:46	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX15-3	pmagpy-4.2.24-1: demag_gui	AX15-3b
	This study	mt	1.4	204.5	51.3	1.9	1	13	-1	AX15-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:01:46	u	Anorthosite	858	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX15-3	pmagpy-4.2.24-1: demag_gui	AX15-3b
	This study	mt	1.3	214	69	1	1	14	-1	AX15-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 15:03:27	u	Anorthosite	858	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX15-4	pmagpy-4.2.24-1: demag_gui	AX15-4b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX15-4		AX15-4b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX15-4		AX15-4b
