#RUN ON SOFTWARE VERSION:
1.3
#FIELD CONFIGURATIONS
Magnet: EM7-CSB
Power supply: LS648
Magnet mode: High field
Head amplitude: 100%
Gap settings: Gap 2 - RT B
Coil set name: LC-86
Coil set serial number: A13AK
Coil set balance number: 0
Moment X calibration value: -0.0235710883128946 A·m²/volt
Moment X calibration field: 0.5 T
Moment X calibration expected moment: 0.00692 A·m²
Moment X calibration standard ID: 
Moment X calibration comments: 
#SAMPLE SETTINGS
ID: AX8-1r
Volume: 1.00000 cm³
Area: 1.00000 cm²
Mass: 79.6000E-3 g
Demagnetization factor: 0.00000 in SI µ0H
#HYSTERESIS MEASUREMENT
#ACQUISITION SETUP
Max field: 1 T
Field step size: 5 mT
Include initial curve: False
Averaging time: 0.5 s
#ADVANCED ACQUISITION SETUP
Acquisition mode: Continuous
Pause at +/- max fields: 1 s
Moment meter range mode: Auto
Gaussmeter range mode: Manual
Gaussmeter fixed range: F0 (3.5 T)
#DISPLAY SETUP
X axis: Field (µ0H)
Left Y axis: Moment (m)
Right Y axis: None
START TIME: 01/08/2020 09:29:08.795 AM
FINISH TIME: 01/08/2020 09:35:52.275 AM
#DATA: 1
##DATA TABLE Moment (m) [A·m²] vs Field (µ0H) [T]
Step,Iteration,Segment,Field (µ0H) [T],Moment (m) [A·m²],Time Stamp [s],Field Status,Moment (m) Status
1,0,0,1.0011616073439904,6.4494792602942228E-07,0,GOOD,GOOD
1,0,0,0.99561093367898135,6.4195946692097414E-07,0.97,GOOD,GOOD
1,0,0,0.99049242493686429,6.4022465574022336E-07,1.47,GOOD,GOOD
1,0,0,0.98540580844189973,6.3880905824778071E-07,1.97,GOOD,GOOD
1,0,0,0.98034407904085852,6.3714508606704888E-07,2.47,GOOD,GOOD
1,0,0,0.97530688783706831,6.3440011040301975E-07,2.97,GOOD,GOOD
1,0,0,0.97028051516764247,6.3273099487012601E-07,3.47,GOOD,GOOD
1,0,0,0.96526186227788491,6.3148470610352512E-07,3.97,GOOD,GOOD
1,0,0,0.96024291077237445,6.3019647989430295E-07,4.47,GOOD,GOOD
1,0,0,0.95523320595338934,6.2784523735666073E-07,4.97,GOOD,GOOD
1,0,0,0.95022650813216081,6.2591076927127999E-07,5.47,GOOD,GOOD
1,0,0,0.94521697845735941,6.245278258052352E-07,5.97,GOOD,GOOD
1,0,0,0.94020848771218557,6.2246057125342218E-07,6.47,GOOD,GOOD
1,0,0,0.93520417397755284,6.2031495818589976E-07,6.97,GOOD,GOOD
1,0,0,0.93019789858076019,6.1858568309743943E-07,7.47,GOOD,GOOD
1,0,0,0.92519340217328117,6.1628738501614848E-07,7.97,GOOD,GOOD
1,0,0,0.92018784685758015,6.1424076475627902E-07,8.47,GOOD,GOOD
1,0,0,0.91518399520873972,6.1319387649845997E-07,8.97,GOOD,GOOD
1,0,0,0.91017828301388859,6.1115445247255938E-07,9.47,GOOD,GOOD
1,0,0,0.90517751165576699,6.0857115539973746E-07,9.97,GOOD,GOOD
1,0,0,0.90017217937972638,6.0676733257532895E-07,10.47,GOOD,GOOD
1,0,0,0.89516206985265923,6.052296169132613E-07,10.97,GOOD,GOOD
1,0,0,0.89016220695200099,6.0379346830746117E-07,11.47,GOOD,GOOD
1,0,0,0.88515921287411403,6.0168035748685474E-07,11.97,GOOD,GOOD
1,0,0,0.88015399943300543,5.9944733401542288E-07,12.47,GOOD,GOOD
1,0,0,0.87514929217344906,5.9708292868090012E-07,12.97,GOOD,GOOD
1,0,0,0.87014461499811202,5.9512405754186312E-07,13.47,GOOD,GOOD
1,0,0,0.86514445764407488,5.9399152449569015E-07,13.97,GOOD,GOOD
1,0,0,0.86014635787893401,5.9166886109123551E-07,14.47,GOOD,GOOD
1,0,0,0.8551388428785931,5.8935363230886269E-07,14.97,GOOD,GOOD
1,0,0,0.85013449344081415,5.8753531068512817E-07,15.47,GOOD,GOOD
1,0,0,0.84512735508124426,5.8558879456742373E-07,15.97,GOOD,GOOD
1,0,0,0.84012654115146101,5.8408243980486816E-07,16.47,GOOD,GOOD
1,0,0,0.83512440255299802,5.8259653411183743E-07,16.97,GOOD,GOOD
1,0,0,0.83011868098172892,5.8009205346570436E-07,17.47,GOOD,GOOD
1,0,0,0.8251149086164451,5.7750891674747621E-07,17.97,GOOD,GOOD
1,0,0,0.82011366131271934,5.7596594625679064E-07,18.47,GOOD,GOOD
1,0,0,0.81510738107201308,5.7459815158355968E-07,18.97,GOOD,GOOD
1,0,0,0.81010483209503614,5.7336147122992581E-07,19.47,GOOD,GOOD
1,0,0,0.80510401811366938,5.7127235014257852E-07,19.97,GOOD,GOOD
1,0,0,0.80009912746663348,5.6906633741635433E-07,20.47,GOOD,GOOD
1,0,0,0.79509343027126655,5.6761413534342718E-07,20.97,GOOD,GOOD
1,0,0,0.79009239329917447,5.6616983180613959E-07,21.47,GOOD,GOOD
1,0,0,0.78508828685698884,5.6416152171652635E-07,21.97,GOOD,GOOD
1,0,0,0.78008504099898823,5.6216311673875453E-07,22.47,GOOD,GOOD
1,0,0,0.77507947145591072,5.6004568406171308E-07,22.97,GOOD,GOOD
1,0,0,0.77008058710033545,5.5827006049303198E-07,23.47,GOOD,GOOD
1,0,0,0.76507848890840857,5.5701686961880311E-07,23.97,GOOD,GOOD
1,0,0,0.76007157917193435,5.5540849246153386E-07,24.47,GOOD,GOOD
1,0,0,0.75506873218571757,5.5378823877418049E-07,24.97,GOOD,GOOD
1,0,0,0.75006441120963663,5.5135471632212301E-07,25.47,GOOD,GOOD
1,0,0,0.74506535352366376,5.4958355009664608E-07,25.97,GOOD,GOOD
1,0,0,0.74005956412784224,5.471877958677679E-07,26.47,GOOD,GOOD
1,0,0,0.73505742805281238,5.4569256731299885E-07,26.97,GOOD,GOOD
1,0,0,0.73005339939994318,5.4321996035807389E-07,27.47,GOOD,GOOD
1,0,0,0.72505322004521044,5.4123850666165283E-07,27.97,GOOD,GOOD
1,0,0,0.72004502351305055,5.3985530937229363E-07,28.47,GOOD,GOOD
1,0,0,0.71504600995725665,5.378024258506382E-07,28.97,GOOD,GOOD
1,0,0,0.71003763280349419,5.3561846573987816E-07,29.47,GOOD,GOOD
1,0,0,0.70503513078829028,5.3376174819476794E-07,29.97,GOOD,GOOD
1,0,0,0.70003272806963435,5.3110817636429468E-07,30.47,GOOD,GOOD
1,0,0,0.69503293608803374,5.2984809453008335E-07,30.97,GOOD,GOOD
1,0,0,0.69002713753919132,5.2725871856038279E-07,31.47,GOOD,GOOD
1,0,0,0.68502038838870605,5.2553408346501162E-07,31.97,GOOD,GOOD
1,0,0,0.68002289975975805,5.2260223638830631E-07,32.47,GOOD,GOOD
1,0,0,0.67501839343435965,5.211641386595544E-07,32.97,GOOD,GOOD
