#RUN ON SOFTWARE VERSION:
1.3
#FIELD CONFIGURATIONS
Magnet: EM7-CSB
Power supply: LS648
Magnet mode: High field
Head amplitude: 100%
Gap settings: Gap 2 - RT B
Coil set name: LC-86
Coil set serial number: A13AK
Coil set balance number: 0
Moment X calibration value: -0.0235710883128946 A·m²/volt
Moment X calibration field: 0.5 T
Moment X calibration expected moment: 0.00692 A·m²
Moment X calibration standard ID: 
Moment X calibration comments: 
#SAMPLE SETTINGS
ID: AX4-5r
Volume: 1.00000 cm³
Area: 1.00000 cm²
Mass: 166.400E-3 g
Demagnetization factor: 0.00000 in SI µ0H
#REMANENCE CURVES MEASUREMENT
#ACQUISITION SETUP
IRM: False
DCD: True
Saturation field: 1 T
Repeat saturation: False
Sequence: Nonlinear
First non-zero field: 100 µT
Number of points: 100
Final field: 1 T
Averaging time: 10 s
#ADVANCED ACQUISITION SETUP
Measure moment at applied fields: False
Pause at saturation: 3 s
Pause at applied field: 2 s
Pause at zero field: 3 s
Moment meter range mode: Manual
Moment meter manual X range: X5 (240 nA·m²)
#DISPLAY SETUP
X axis: Field (µ0H)
Left Y axis: Moment (m)
Right Y axis: None
START TIME: 01/07/2020 01:43:54.887 PM
FINISH TIME: 01/07/2020 02:13:09.917 PM
#DATA: 2
##DATA TABLE Moment (m) [A·m²] vs Field (µ0H) [T]
Step,Iteration,Segment,Field (µ0H) [T],Moment (m) [A·m²],Time Stamp [s],Field Status,Moment (m) Status
2,0,0,-0.00027669320983648234,1.9735858256451834E-09,0,GOOD,GOOD
2,0,0,-9.881938849624081E-05,2.0009632375954468E-09,17.26,GOOD,GOOD
2,0,0,-0.00020801232808549024,1.9721915511371331E-09,34.52,GOOD,GOOD
2,0,0,-0.00031999090428062405,1.9706037203258292E-09,51.78,GOOD,GOOD
2,0,0,-0.00044427387325046832,1.9685571568756564E-09,69.04,GOOD,GOOD
2,0,0,-0.00057567463157486389,1.9565057535237598E-09,86.3,GOOD,GOOD
2,0,0,-0.00071537489676324619,1.9756496071497805E-09,103.56,GOOD,GOOD
2,0,0,-0.00086366621616716037,2.0240210060380873E-09,120.82,GOOD,GOOD
2,0,0,-0.0010232795944883813,2.0036964808514096E-09,138.08,GOOD,GOOD
2,0,0,-0.0011889226970404219,2.0198638565687646E-09,155.34,GOOD,GOOD
2,0,0,-0.0013788817153097242,1.9948950630507394E-09,172.6,GOOD,GOOD
2,0,0,-0.0015642823116739451,1.9591056470512712E-09,189.86,GOOD,GOOD
2,0,0,-0.0017749298563333308,2.0018485600833999E-09,207.12,GOOD,GOOD
2,0,0,-0.0019923364128407572,2.0240119470791894E-09,224.38,GOOD,GOOD
2,0,0,-0.0022317118977086266,2.0148687621470155E-09,241.65,GOOD,GOOD
2,0,0,-0.0024828802997346193,2.0008535874072977E-09,258.92,GOOD,GOOD
2,0,0,-0.0027532374776485066,1.9563900759436242E-09,276.2,GOOD,GOOD
2,0,0,-0.0030412943077932257,2.0104037152012168E-09,293.48,GOOD,GOOD
2,0,0,-0.0033473263342329077,1.993001516224551E-09,310.75,GOOD,GOOD
