#RUN ON SOFTWARE VERSION:
1.3
#FIELD CONFIGURATIONS
Magnet: EM7-CSB
Power supply: LS648
Magnet mode: High field
Head amplitude: 100%
Gap settings: Gap 3 - SSVT
Coil set name: LC-86
Coil set serial number: A13AK
Coil set balance number: 0
Moment X calibration value: -0.0832866947933444 A·m²/volt
Moment X calibration field: 0.5 T
Moment X calibration expected moment: 0.00692 A·m²
Moment X calibration standard ID: 
Moment X calibration comments: 
#SAMPLE SETTINGS
ID: AX19-3r
Volume: 1.00000 cm³
Area: 1.00000 cm²
Mass: 155.900E-3 g
Demagnetization factor: 0.00000 in SI µ0H
#HYSTERESIS MEASUREMENT
#ACQUISITION SETUP
Max field: 1 T
Field step size: 5 mT
Include initial curve: False
Averaging time: 0.5 s
#ADVANCED ACQUISITION SETUP
Acquisition mode: Continuous
Pause at +/- max fields: 1 s
Moment meter range mode: Auto
Gaussmeter range mode: Manual
Gaussmeter fixed range: F0 (3.5 T)
#DISPLAY SETUP
X axis: Field (µ0H)
Left Y axis: Moment (m)
Right Y axis: None
START TIME: 01/09/2020 11:23:46.560 AM
FINISH TIME: 01/09/2020 11:30:30.050 AM
#DATA: 2
##DATA TABLE Moment (m) [A·m²] vs Field (µ0H) [T]
Step,Iteration,Segment,Field (µ0H) [T],Moment (m) [A·m²],Time Stamp [s],Field Status,Moment (m) Status
2,0,0,1.001784469661638,7.7675836031214346E-07,0,GOOD,GOOD
2,0,0,0.99575387968015383,7.7170083815728547E-07,0.97,GOOD,GOOD
2,0,0,0.99056598215746239,7.6758695525866054E-07,1.47,GOOD,GOOD
2,0,0,0.98544113395267707,7.6390141520251759E-07,1.97,GOOD,GOOD
2,0,0,0.98035966861839385,7.6188639996074729E-07,2.47,GOOD,GOOD
2,0,0,0.97530869917280893,7.5847449186738061E-07,2.97,GOOD,GOOD
2,0,0,0.97026851440541795,7.5587566844529864E-07,3.47,GOOD,GOOD
2,0,0,0.96524489885895493,7.5143690497059859E-07,3.97,GOOD,GOOD
2,0,0,0.96022300681307593,7.4567322819127665E-07,4.47,GOOD,GOOD
2,0,0,0.9552076097721367,7.4441610249461408E-07,4.97,GOOD,GOOD
2,0,0,0.95019702058030941,7.4050465979939053E-07,5.47,GOOD,GOOD
2,0,0,0.94518305503424127,7.3765232178286596E-07,5.97,GOOD,GOOD
2,0,0,0.94017643984125499,7.3603183057091755E-07,6.47,GOOD,GOOD
2,0,0,0.9351678287929075,7.3202723653698337E-07,6.97,GOOD,GOOD
2,0,0,0.93016290362499698,7.2737746415376147E-07,7.47,GOOD,GOOD
2,0,0,0.92515693630371898,7.2430822700143284E-07,7.97,GOOD,GOOD
2,0,0,0.92014902518646557,7.2103188048919973E-07,8.47,GOOD,GOOD
2,0,0,0.91514640212263898,7.1867392312566004E-07,8.97,GOOD,GOOD
2,0,0,0.91014421341874951,7.1495344468947998E-07,9.47,GOOD,GOOD
2,0,0,0.9051379477045981,7.1129040051423072E-07,9.97,GOOD,GOOD
2,0,0,0.90013502829357717,7.0765959503151416E-07,10.47,GOOD,GOOD
2,0,0,0.8951287605649686,7.049420701979038E-07,10.97,GOOD,GOOD
2,0,0,0.89012544899914359,7.0066953293664716E-07,11.47,GOOD,GOOD
2,0,0,0.88512333608991689,6.9740102491102903E-07,11.97,GOOD,GOOD
2,0,0,0.88011924783531337,6.9494295489335641E-07,12.47,GOOD,GOOD
2,0,0,0.87511790882382978,6.921143838227179E-07,12.97,GOOD,GOOD
2,0,0,0.87011439072174712,6.8847514446775848E-07,13.47,GOOD,GOOD
2,0,0,0.86510966718479776,6.8467720984581131E-07,13.97,GOOD,GOOD
2,0,0,0.86010675032411887,6.8170927308891945E-07,14.47,GOOD,GOOD
2,0,0,0.85510352172075799,6.777954049168751E-07,14.97,GOOD,GOOD
2,0,0,0.85009916397299345,6.7546708351683754E-07,15.47,GOOD,GOOD
2,0,0,0.8450975900477995,6.7206667030503075E-07,15.97,GOOD,GOOD
2,0,0,0.84009493030545257,6.6826414151790015E-07,16.47,GOOD,GOOD
2,0,0,0.83509173141838344,6.6389376633920424E-07,16.97,GOOD,GOOD
2,0,0,0.83008946110857562,6.6208759737749748E-07,17.47,GOOD,GOOD
2,0,0,0.82508666290020771,6.5752257048780223E-07,17.97,GOOD,GOOD
2,0,0,0.82008055799179602,6.5415075548083276E-07,18.47,GOOD,GOOD
2,0,0,0.81508198773033191,6.5180866976495847E-07,18.97,GOOD,GOOD
2,0,0,0.81007857077316514,6.4699679796333357E-07,19.47,GOOD,GOOD
2,0,0,0.80507422427601627,6.441489942704345E-07,19.97,GOOD,GOOD
2,0,0,0.80007189250582433,6.4095269985560633E-07,20.47,GOOD,GOOD
2,0,0,0.79507288179290081,6.3752441184007486E-07,20.97,GOOD,GOOD
2,0,0,0.79006832290185891,6.338985822965326E-07,21.47,GOOD,GOOD
2,0,0,0.78506560734509545,6.3095688341163181E-07,21.97,GOOD,GOOD
2,0,0,0.78006048178222254,6.284560744017112E-07,22.47,GOOD,GOOD
2,0,0,0.77505922609642863,6.2384576941973539E-07,22.97,GOOD,GOOD
2,0,0,0.77005680249189001,6.2092391369248489E-07,23.47,GOOD,GOOD
2,0,0,0.76505516361422365,6.1793950384239479E-07,23.97,GOOD,GOOD
2,0,0,0.76005237347443599,6.1454055939996807E-07,24.47,GOOD,GOOD
2,0,0,0.75504826780250656,6.11482686083762E-07,24.97,GOOD,GOOD
2,0,0,0.75004405567378885,6.0938524326197912E-07,25.47,GOOD,GOOD
2,0,0,0.74504419150452827,6.0461657933772167E-07,25.97,GOOD,GOOD
2,0,0,0.74004032851167145,6.0196215250338951E-07,26.47,GOOD,GOOD
2,0,0,0.73503728227613496,5.9748337775100466E-07,26.97,GOOD,GOOD
2,0,0,0.73003733584746588,5.9353040652947912E-07,27.47,GOOD,GOOD
2,0,0,0.72503510308536523,5.9038053022648622E-07,27.97,GOOD,GOOD
2,0,0,0.72002937331415906,5.8788227470887106E-07,28.47,GOOD,GOOD
2,0,0,0.71502866747078553,5.8531032393378839E-07,28.97,GOOD,GOOD
2,0,0,0.7100266322650326,5.8152231392061873E-07,29.47,GOOD,GOOD
2,0,0,0.70502463425978867,5.7857351888741802E-07,29.97,GOOD,GOOD
2,0,0,0.70002117378276041,5.7554284015064376E-07,30.47,GOOD,GOOD
2,0,0,0.69501964758744683,5.7072892994860512E-07,30.97,GOOD,GOOD
2,0,0,0.69001790018741782,5.678641039836526E-07,31.47,GOOD,GOOD
2,0,0,0.68501252403398682,5.6482650104837169E-07,31.97,GOOD,GOOD
2,0,0,0.68000912455201079,5.6106768008073895E-07,32.47,GOOD,GOOD
2,0,0,0.67500866619177469,5.5778754385565945E-07,32.97,GOOD,GOOD
2,0,0,0.67000592100660128,5.5563429082738158E-07,33.47,GOOD,GOOD
2,0,0,0.66500458862845191,5.508897165389306E-07,33.97,GOOD,GOOD
2,0,0,0.66000196752721607,5.4848499186155236E-07,34.47,GOOD,GOOD
2,0,0,0.65499980903865196,5.4428537191750895E-07,34.97,GOOD,GOOD
2,0,0,0.64999650484484794,5.4167518162935216E-07,35.47,GOOD,GOOD
2,0,0,0.64499418574872514,5.381955798565474E-07,35.97,GOOD,GOOD
2,0,0,0.63998890519019291,5.3470262735639561E-07,36.47,GOOD,GOOD
2,0,0,0.63498975016158621,5.3168533873634829E-07,36.97,GOOD,GOOD
2,0,0,0.62998689251440942,5.276437497422496E-07,37.47,GOOD,GOOD
2,0,0,0.62498432442661944,5.2396649281822237E-07,37.97,GOOD,GOOD
2,0,0,0.61998535378128627,5.2128073476207298E-07,38.47,GOOD,GOOD
2,0,0,0.61498014359648701,5.1633905677371912E-07,38.97,GOOD,GOOD
2,0,0,0.60997716665488633,5.1369904115004105E-07,39.47,GOOD,GOOD
2,0,0,0.60497550400895339,5.1041369492197189E-07,39.97,GOOD,GOOD
2,0,0,0.59997051036377946,5.0691620961317086E-07,40.47,GOOD,GOOD
2,0,0,0.59496852056502436,5.0375403624874517E-07,40.97,GOOD,GOOD
2,0,0,0.5899671506288966,5.011291999286307E-07,41.47,GOOD,GOOD
2,0,0,0.58496356036862651,4.9749242316740774E-07,41.97,GOOD,GOOD
2,0,0,0.57996114256722608,4.9475829343767391E-07,42.47,GOOD,GOOD
2,0,0,0.57495759721982986,4.9006793181336477E-07,42.97,GOOD,GOOD
2,0,0,0.5699578820606096,4.8661007752323433E-07,43.47,GOOD,GOOD
2,0,0,0.56495410011080416,4.8328352470129558E-07,43.97,GOOD,GOOD
2,0,0,0.5599542391117599,4.8039264872139467E-07,44.47,GOOD,GOOD
2,0,0,0.55494810822966334,4.7686470708950473E-07,44.97,GOOD,GOOD
2,0,0,0.5499489741204614,4.7406884132405399E-07,45.47,GOOD,GOOD
2,0,0,0.54494679950405611,4.7014572725254888E-07,45.97,GOOD,GOOD
2,0,0,0.5399408566478624,4.6745688016002384E-07,46.47,GOOD,GOOD
2,0,0,0.53494339924092182,4.6281980251947486E-07,46.97,GOOD,GOOD
2,0,0,0.52994127222657039,4.5905777510481473E-07,47.47,GOOD,GOOD
2,0,0,0.52493485532807216,4.565078058762219E-07,47.97,GOOD,GOOD
2,0,0,0.51993341229445356,4.5323842446685147E-07,48.47,GOOD,GOOD
2,0,0,0.51493258644784923,4.5007828117047081E-07,48.97,GOOD,GOOD
2,0,0,0.50992598568318104,4.4707059295430408E-07,49.47,GOOD,GOOD
2,0,0,0.50492523182567861,4.4300284865441442E-07,49.97,GOOD,GOOD
2,0,0,0.49992594550489439,4.3928362613346499E-07,50.47,GOOD,GOOD
2,0,0,0.49492256950707181,4.3637187681213017E-07,50.97,GOOD,GOOD
2,0,0,0.48991967158125288,4.3281553013486222E-07,51.47,GOOD,GOOD
2,0,0,0.48491821299997562,4.2895197735080649E-07,51.97,GOOD,GOOD
2,0,0,0.47991190530070316,4.2618865478809525E-07,52.47,GOOD,GOOD
2,0,0,0.47491355476070601,4.2235089523053001E-07,52.97,GOOD,GOOD
2,0,0,0.4699102664777064,4.1913029984072191E-07,53.47,GOOD,GOOD
2,0,0,0.46490595988978012,4.1591272228341029E-07,53.97,GOOD,GOOD
2,0,0,0.4599046920173458,4.1249688661436729E-07,54.47,GOOD,GOOD
2,0,0,0.45490349424376808,4.0910396950456474E-07,54.97,GOOD,GOOD
2,0,0,0.44989952867956479,4.0518349755147008E-07,55.47,GOOD,GOOD
2,0,0,0.44489585201342763,4.0272784998066593E-07,55.97,GOOD,GOOD
2,0,0,0.43989269316743229,3.9789571310053232E-07,56.47,GOOD,GOOD
2,0,0,0.43489051927698091,3.946984672806801E-07,56.97,GOOD,GOOD
2,0,0,0.4298907661231039,3.9145995654037641E-07,57.47,GOOD,GOOD
2,0,0,0.42488528087904714,3.8830536790406017E-07,57.97,GOOD,GOOD
2,0,0,0.41988431934497494,3.8483653079430955E-07,58.47,GOOD,GOOD
2,0,0,0.41488202292505527,3.8146158660409634E-07,58.97,GOOD,GOOD
2,0,0,0.4098809443036911,3.7806540017575593E-07,59.47,GOOD,GOOD
2,0,0,0.40487666134081418,3.7480171204676798E-07,59.97,GOOD,GOOD
2,0,0,0.39987404465081988,3.7045920106696352E-07,60.47,GOOD,GOOD
2,0,0,0.39487075354146162,3.6741261205063185E-07,60.97,GOOD,GOOD
2,0,0,0.38987107241821889,3.6515925697305416E-07,61.47,GOOD,GOOD
2,0,0,0.38486708184425245,3.6004520878546893E-07,61.97,GOOD,GOOD
2,0,0,0.37986425130040213,3.5745272402361046E-07,62.47,GOOD,GOOD
2,0,0,0.37486256765234954,3.5375192588514397E-07,62.97,GOOD,GOOD
2,0,0,0.36986120167984193,3.5099776817066942E-07,63.47,GOOD,GOOD
2,0,0,0.36486006719583264,3.4775105080454575E-07,63.97,GOOD,GOOD
2,0,0,0.35985838366296657,3.4379539504527727E-07,64.47,GOOD,GOOD
2,0,0,0.35485460026664412,3.4009611036798754E-07,64.97,GOOD,GOOD
2,0,0,0.34985107254488673,3.3625950673722691E-07,65.47,GOOD,GOOD
2,0,0,0.34484838946528579,3.3279315683957526E-07,65.97,GOOD,GOOD
2,0,0,0.33984670095886393,3.2927577913639913E-07,66.47,GOOD,GOOD
2,0,0,0.33484522576453413,3.2716405842186368E-07,66.97,GOOD,GOOD
2,0,0,0.329842991303746,3.223790675996069E-07,67.47,GOOD,GOOD
2,0,0,0.32484083774610456,3.196716794714352E-07,67.97,GOOD,GOOD
2,0,0,0.31983650284166393,3.1551715052011729E-07,68.47,GOOD,GOOD
2,0,0,0.31483588510366456,3.1183398140165354E-07,68.97,GOOD,GOOD
2,0,0,0.30983265153511214,3.0819009902352957E-07,69.47,GOOD,GOOD
2,0,0,0.30483080123137496,3.0557084842049062E-07,69.97,GOOD,GOOD
2,0,0,0.29982616009978152,3.0136768949215419E-07,70.47,GOOD,GOOD
2,0,0,0.29482422782183021,2.9821841766464633E-07,70.97,GOOD,GOOD
2,0,0,0.28982274066635871,2.9477865938591764E-07,71.47,GOOD,GOOD
2,0,0,0.28481890094842865,2.9125288113997393E-07,71.97,GOOD,GOOD
2,0,0,0.27981799520940992,2.8625250918801819E-07,72.47,GOOD,GOOD
2,0,0,0.27481249092122867,2.8319515740235267E-07,72.97,GOOD,GOOD
2,0,0,0.26981336724379335,2.8107570614325324E-07,73.47,GOOD,GOOD
