specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,correction,s_tensor,aniso_type,NLT_beta
BD8-9b,BD8-9,BD8,3.25e-06,2.1689095888186876e-06,-6.552859509027029e-07,-7.892957428787655e-07,3.0838470378446137e-06,-4.906489484461601e-08,-2.8706517142214565e-07,-2.1492684866995816e-06,2.0841434740130286e-08,2.3201925510333934e-08,3e-05,ZI,813.0,1,,,
BD8-9b,BD8-9,BD8,1.21e-06,3.1339605807527206e-06,-2.709386216274932e-07,-2.634762967634797e-07,1.1494661823448296e-06,-4.809639966821811e-07,-3.6076528400096515e-07,-3.075748846292092e-06,7.759426472479276e-09,1.58768324529482e-08,3e-05,IZ,823.0,1,,,
BD8-9b,BD8-9,BD8,7.890000000000001e-07,5.810129210454188e-06,-1.926205535283131e-07,-1.815164271688349e-07,7.432833302491772e-07,-6.292163865721127e-08,-3.447519466186752e-07,-5.7995507071551954e-06,5.059659079988553e-09,3.3030713849968086e-08,3e-05,ZI,826.0,1,,,
BD8-9b,BD8-9,BD8,3.23e-07,6.05406118314243e-06,-1.378945312013995e-07,-8.954975562259986e-08,2.7801967472227376e-07,-1.2860924070259563e-07,-4.872172511535802e-07,-6.033053606807764e-06,2.07131797571141e-09,3.718754780725895e-08,3e-05,IZ,829.0,1,,,
BD8-9b,BD8-9,BD8,3.04e-07,7.093706794042252e-06,-1.0233928577375392e-07,-9.118097759474888e-08,2.713460888094462e-07,-2.6746618373223987e-08,-4.043874409296008e-07,-7.082120550785987e-06,1.949475741846033e-09,4.3842440345434135e-08,3e-05,ZI,832.0,1,,,
BD8-9b,BD8-9,BD8,1.71e-07,7.164043663560958e-06,-5.7146103732267895e-08,-7.666737982469167e-08,1.4176542490691212e-07,5.0946548038418206e-08,-6.337313385349949e-07,-7.135776807973293e-06,1.0965801047883937e-09,4.5094961343078055e-08,3e-05,IZ,835.0,1,,,
BD8-9b,BD8-9,BD8,1.87e-07,7.352483823099505e-06,-4.798648885156606e-08,-8.447149667577387e-08,1.5978380123483498e-07,-2.2242916935380533e-07,-4.1150590560317923e-07,-7.337588604113356e-06,1.1991840912013425e-09,4.618736399839127e-08,3e-05,ZI,838.0,1,,,
BD8-9b,BD8-9,BD8,9.33e-08,7.312102883763315e-06,-4.0704793264750944e-08,-7.720351015162218e-08,-3.2979202924604686e-08,-1.8725447492300742e-07,-3.240773717336466e-07,-7.302517251023192e-06,5.983094957705094e-10,4.713750353922486e-08,3e-05,IZ,843.0,1,,,
BD8-9b,BD8-9,BD8,1.06e-07,7.13937748071078e-06,-5.4878349749665324e-08,-4.889482607904153e-08,7.637841783811502e-08,-3.055905032193786e-07,-5.679736843752201e-07,-7.110185029257648e-06,6.797514099857877e-10,4.534323194181712e-08,3e-05,ZI,848.0,1,,,
BD8-9b,BD8-9,BD8,6.03e-08,7.236605658970393e-06,1.1662492449633932e-08,-2.829532759699877e-08,-5.1956238374624007e-08,-1.7133540991149874e-07,-4.5451097251183045e-07,-7.2202856880194935e-06,3.8668877379380193e-10,4.6750540550431045e-08,3e-05,IZ,853.0,1,,,
BD8-9b,BD8-9,BD8,5.12e-08,7.17241252561222e-06,-2.6480730314075053e-08,-4.109005017031119e-08,-1.5225593552782644e-08,-8.784998882752637e-08,-3.3054776054860617e-07,-7.16425306609268e-06,3.2833275652143714e-10,4.6108835408507324e-08,3e-05,ZI,858.0,1,,,
BD8-9b,BD8-9,BD8,1.09e-05,4.4092706326788953e-07,-1.974973499573358e-06,-2.312396865059231e-06,1.0467201173878681e-05,2.2062698331262813e-07,-7.313505736117602e-08,-3.746887678343084e-07,6.989896574382157e-08,1.0249710726043562e-07,3e-05,P,373.0,1,,,
BD8-9b,BD8-9,BD8,9.97e-06,6.769526182645757e-07,-1.7077711665404212e-06,-2.1316468632431102e-06,9.588560856205637e-06,2.72427626384405e-07,-1.2804602003524496e-07,-6.06343345400077e-07,6.39351090335689e-08,9.159543370405977e-08,3e-05,P,573.0,1,,,
BD8-9b,BD8-9,BD8,9.17e-06,3.6044770141529157e-07,-1.641527185004934e-06,-1.901727547583573e-06,8.819167808566269e-06,4.204643648249949e-08,-1.9796182621608197e-08,-3.5743916096071824e-07,5.8804909712921457e-08,5.450836778187922e-08,3e-05,P,723.0,1,,,
BD8-9b,BD8-9,BD8,5.44e-06,2.798219631597724e-07,-8.11302055601087e-07,-1.451654102572921e-06,5.179583896517234e-06,-1.9905747790147013e-07,-1.9028723271503706e-07,-4.967112464750586e-08,3.488535538040269e-08,4.001555470105015e-08,3e-05,P,773.0,1,,,
BD8-9b,BD8-9,BD8,3.06e-06,1.5097262204065084e-06,-5.425058595070146e-07,-9.472686298433684e-07,2.8586656914223497e-06,-5.499893010029948e-08,-2.1387556886193048e-07,-1.4934877365799592e-06,1.9623012401476514e-08,2.577925158625346e-08,3e-05,P,793.0,1,,,
BD8-9b,BD8-9,BD8,3.25e-06,4.446263323771257e-06,-6.552859509027029e-07,-7.892957428787655e-07,3.0838470378446137e-06,-2.4031977556590314e-07,-4.121929565940873e-07,-4.420588299798976e-06,2.0841434740130286e-08,2.4047809315534947e-08,3e-05,P,813.0,1,,,
BD8-9b,BD8-9,BD8,7.890000000000001e-07,6.644671417896709e-06,-1.926205535283131e-07,-1.815164271688349e-07,7.432833302491772e-07,-8.94546101746832e-08,-2.47813585846022e-07,-6.639446102740957e-06,5.059659079988553e-09,4.091333958216345e-08,3e-05,P,826.0,1,,,
BD8-9b,BD8-9,BD8,3.04e-07,7.234540835389499e-06,-1.0233928577375392e-07,-9.118097759474888e-08,2.713460888094462e-07,-1.868125300470088e-07,-2.63632364188339e-07,-7.227321782935093e-06,1.949475741846033e-09,4.5402263987729977e-08,3e-05,P,832.0,1,,,
BD8-9b,BD8-9,BD8,1.87e-07,7.031327204999779e-06,-4.798648885156606e-08,-8.447149667577387e-08,1.5978380123483498e-07,-6.211581510916827e-08,-5.58647257967465e-07,-7.008824233097072e-06,1.1991840912013425e-09,4.463273408963286e-08,3e-05,P,838.0,1,,,
BD8-9b,BD8-9,BD8,1.06e-07,6.861282760667662e-06,-5.4878349749665324e-08,-4.889482607904153e-08,7.637841783811502e-08,9.404058155244547e-09,-5.702642614513058e-07,-6.837536936473313e-06,6.797514099857877e-10,4.4119714157568115e-08,3e-05,P,848.0,1,,,
BD9-1b,BD9-1,BD9,1.41e-06,0.0,-6.468612715521685e-07,-1.196344894797977e-06,3.7206100045117584e-07,0.0,0.0,0.0,1.808395260528228e-08,0.0,3e-05,ZI,273.0,1,,,
BD9-1b,BD9-1,BD9,1.41e-06,1.562397841174687e-07,-6.321306541270993e-07,-1.1989424698863332e-06,3.8864867170196884e-07,9.238245059398465e-08,1.068449688251787e-07,-6.678701670287276e-08,9.04197630264114e-09,1.2126201737177641e-08,3e-05,ZI,373.0,1,,,
BD9-1b,BD9-1,BD9,1.18e-06,8.171384199039962e-08,-5.665471825073861e-07,-9.852557474669646e-07,3.173253883260135e-07,6.423057088422871e-08,-4.9224484797190114e-08,-1.1337364471925003e-08,7.567043997954996e-09,1.0746856897185383e-08,3e-05,IZ,473.0,1,,,
BD9-1b,BD9-1,BD9,1.16e-06,1.1074845627414198e-07,-5.538293110008875e-07,-9.709661447180655e-07,3.0999651625077793e-07,9.221299660879717e-08,2.8690011677112322e-08,-5.4211318499909763e-08,7.438789014938809e-09,1.0163752230257709e-08,3e-05,ZI,573.0,1,,,
BD9-1b,BD9-1,BD9,9.46e-07,7.717922440132736e-08,-4.0274357799111e-07,-8.221019263071419e-07,2.384576128979855e-07,-6.504906419683188e-08,-3.2338815742128506e-08,-2.6066317781833885e-08,6.066460696665616e-09,8.813564945896304e-09,3e-05,IZ,673.0,1,,,
BD9-1b,BD9-1,BD9,8.77e-07,7.786584514547255e-08,-4.404801401015549e-07,-7.187982597714483e-07,2.417339610515083e-07,-1.2094912153082067e-09,5.651259680370294e-08,-5.3553276031638876e-08,5.623981005259773e-09,7.690629617343858e-09,3e-05,ZI,723.0,1,,,
BD9-1b,BD9-1,BD9,6.38e-07,1.2578766979438144e-07,-2.3089501044409028e-07,-5.657909516589307e-07,1.8333601166411622e-07,-1.1161896325007688e-07,-4.4561770981395823e-08,-3.71213345972361e-08,4.091333958216345e-09,6.145103661921931e-09,3e-05,IZ,748.0,1,,,
BD9-1b,BD9-1,BD9,5.78e-07,1.682797904337144e-07,-2.89431553451185e-07,-4.631873087819217e-07,1.8913194560992208e-07,-4.548062174485672e-08,-2.4112929940646724e-08,-1.6021288189091902e-07,3.7065690091677863e-09,5.3057429394779835e-09,3e-05,ZI,773.0,1,,,
BD9-1b,BD9-1,BD9,3.95e-07,2.218502996569302e-07,-1.5654765477506315e-07,-3.4833432930512824e-07,1.0090107438463727e-07,-1.464713119973797e-07,-1.2366621935344558e-07,-1.1167083957086318e-07,2.5330359145696807e-09,4.399846963908332e-09,3e-05,IZ,783.0,1,,,
BD9-1b,BD9-1,BD9,3.54e-07,3.070077276414771e-07,-1.6329384641316306e-07,-2.995021009124765e-07,9.460238513170293e-08,-1.3316807675413715e-07,-1.51818043944357e-07,-2.3123859906619597e-07,2.270113199386499e-09,4.232244401103118e-09,3e-05,ZI,793.0,1,,,
BD9-1b,BD9-1,BD9,2.45e-07,3.9255187083069745e-07,-1.26503059235299e-07,-1.993369248695097e-07,6.547340213917292e-08,-1.2957547773905136e-07,-2.1854526772955646e-07,-2.9924092770607713e-07,1.571123541948283e-09,3.820158151303088e-09,3e-05,IZ,803.0,1,,,
BD9-1b,BD9-1,BD9,1.2199999999999998e-07,6.123472021311844e-07,-4.61962636328638e-08,-1.052380259758774e-07,4.0925091509531104e-08,-1.2256862163651036e-07,-2.5178684905094994e-07,-5.44563505564787e-07,7.823553963987368e-10,4.178062327299589e-09,3e-05,ZI,813.0,1,,,
BD9-1b,BD9-1,BD9,8.5e-08,8.952477960049668e-07,-3.333631096959005e-08,-7.11654035095493e-08,3.239098198977329e-08,-1.5891016673860863e-07,-1.6539383427745124e-07,-8.653675835977803e-07,5.45083677818792e-10,5.714166123488821e-09,3e-05,IZ,823.0,1,,,
BD9-1b,BD9-1,BD9,8.880000000000001e-08,1.4255405001013442e-06,-4.129103037578289e-08,-7.327977362945098e-08,2.8470433564008057e-08,-1.1619671861463092e-07,-1.2975220897030705e-07,-1.4148598532291842e-06,5.694521245918676e-10,9.059890241041892e-09,3e-05,ZI,826.0,1,,,
BD9-1b,BD9-1,BD9,6.63e-08,1.668427312366717e-06,-3.9082666132690106e-08,-5.320460271830136e-08,6.124169947707033e-09,-8.961628285222215e-08,-1.3335514443843377e-07,-1.6606730635350178e-06,4.2516526869865786e-10,1.0717727416832966e-08,3e-05,IZ,829.0,1,,,
BD9-1b,BD9-1,BD9,4.64e-08,2.2342088767313496e-06,-2.9680640786410188e-08,-3.462899779145447e-08,8.535342668430215e-09,-1.1092622011081551e-07,-1.5128659817632912e-07,-2.2263191693396794e-06,2.9755156059755237e-10,1.4303525875005523e-08,3e-05,ZI,832.0,1,,,
BD9-1b,BD9-1,BD9,7.389999999999999e-08,2.328834000117916e-06,-3.238839776424216e-08,-5.678290600746307e-08,-3.4465972721117956e-08,-9.978573401421342e-08,-1.907572459149944e-07,-2.318862281491375e-06,4.739021622448086e-10,1.520560216700987e-08,3e-05,IZ,835.0,1,,,
BD9-1b,BD9-1,BD9,4.58e-08,2.7021319494536265e-06,3.096288082919747e-09,-4.5417992231759505e-08,-5.025831447969874e-09,-2.2746149542289578e-07,-1.6380594841717215e-07,-2.687553897435582e-06,2.937039111070668e-10,1.738103187373813e-08,3e-05,ZI,838.0,1,,,
BD9-1b,BD9-1,BD9,6.04e-08,2.7602648965940587e-06,-2.15978277095792e-08,-3.226244984976557e-08,-4.626908436438627e-08,-1.5401048814494667e-07,-1.9089591369963486e-07,-2.749345707444509e-06,3.8733004870888285e-10,1.8023987397289193e-08,3e-05,IZ,843.0,1,,,
BD9-1b,BD9-1,BD9,4.09e-08,2.9383130014173136e-06,-6.279947537168012e-09,-2.7866324891572048e-08,-2.9271832808482795e-08,-2.8824486592402423e-07,-1.997683193431658e-07,-2.917308830095516e-06,2.6228144026810113e-10,1.904767083688835e-08,3e-05,ZI,848.0,1,,,
BD9-1b,BD9-1,BD9,4.15e-08,2.949561968151113e-06,-7.433214944825686e-09,-1.1446147262040023e-08,-3.9191619364855464e-08,-2.3065014236253434e-07,-2.29143559250973e-07,-2.931588229108141e-06,2.6612908975858674e-10,1.917596675446016e-08,3e-05,IZ,853.0,1,,,
BD9-1b,BD9-1,BD9,4.17e-08,3.0325893043045318e-06,-2.0204287695016023e-08,-2.6909584693943985e-08,-2.462825633975089e-08,-1.9017834629699215e-07,-1.6185595682834072e-07,-3.0222893201050703e-06,2.674116395887486e-10,1.9624834386396455e-08,3e-05,ZI,858.0,1,,,
BD9-1b,BD9-1,BD9,1.41e-06,3.921336297791295e-08,-6.321306541270993e-07,-1.1989424698863332e-06,3.8864867170196884e-07,2.511508114824564e-08,1.3201969581787738e-08,-2.7067111669259097e-08,9.04197630264114e-09,1.449281308082906e-08,3e-05,P,373.0,1,,,
BD9-1b,BD9-1,BD9,1.16e-06,1.0888365745939566e-07,-5.538293110008875e-07,-9.709661447180655e-07,3.0999651625077793e-07,9.821962911371626e-08,-3.571084880475915e-08,-3.054980517356312e-08,7.438789014938809e-09,1.2793434555864593e-08,3e-05,P,573.0,1,,,
BD9-1b,BD9-1,BD9,8.77e-07,1.0866421605655417e-07,-4.404801401015549e-07,-7.187982597714483e-07,2.417339610515083e-07,7.507847316683834e-09,-7.152858000717914e-08,-8.145677578944199e-08,5.623981005259773e-09,9.187331950059485e-09,3e-05,P,723.0,1,,,
BD9-1b,BD9-1,BD9,5.78e-07,2.6652953650633126e-07,-2.89431553451185e-07,-4.631873087819217e-07,1.8913194560992208e-07,-1.106335723195553e-07,-1.6553437524225406e-07,-1.7719079298668462e-07,3.7065690091677863e-09,8.169842418131074e-09,3e-05,P,773.0,1,,,
BD9-1b,BD9-1,BD9,3.54e-07,4.6746977203127506e-07,-1.6329384641316306e-07,-2.995021009124765e-07,9.460238513170293e-08,-1.1339152044523176e-07,-2.565959174074626e-07,-3.7393700809616786e-07,2.270113199386499e-09,3.315391310968418e-09,3e-05,P,793.0,1,,,
BD9-1b,BD9-1,BD9,1.2199999999999998e-07,1.119254630817208e-06,-4.61962636328638e-08,-1.052380259758774e-07,4.0925091509531104e-08,-9.180888914876922e-08,-1.813168905693442e-07,-1.1006481007448739e-06,7.823553963987368e-10,7.118151557398344e-09,3e-05,P,813.0,1,,,
BD9-1b,BD9-1,BD9,8.880000000000001e-08,2.0335449149799144e-06,-4.129103037578289e-08,-7.327977362945098e-08,2.8470433564008057e-08,-1.1124599544215415e-07,-1.644088281650508e-07,-2.0238327467852046e-06,5.694521245918676e-10,1.3017880776142918e-08,3e-05,P,826.0,1,,,
BD9-1b,BD9-1,BD9,4.64e-08,2.60309996359666e-06,-2.9680640786410188e-08,-3.462899779145447e-08,8.535342668430215e-09,-2.0130405693800104e-07,-9.964816516217429e-08,-2.593390896166069e-06,2.9755156059755237e-10,1.673727528361232e-08,3e-05,P,832.0,1,,,
BD9-1b,BD9-1,BD9,4.58e-08,2.8282659981242396e-06,3.096288082919747e-09,-4.5417992231759505e-08,-5.025831447969874e-09,-1.8082895997114249e-07,-2.1162215558247903e-07,-2.8145346874124827e-06,2.937039111070668e-10,2.4453950095086207e-08,3e-05,P,838.0,1,,,
BD9-1b,BD9-1,BD9,4.09e-08,2.982024487788798e-06,-6.279947537168012e-09,-2.7866324891572048e-08,-2.9271832808482795e-08,-1.384136662365828e-07,-2.6281203560721836e-07,-2.96719421958034e-06,2.6228144026810113e-10,1.930237494393605e-08,3e-05,P,848.0,1,,,
BD9-2b,BD9-2,BD9,1.73e-06,0.0,-1.051578232347778e-06,-1.2893623003921417e-06,4.739494483379081e-07,0.0,0.0,0.0,1.4792074707866832e-08,0.0,3e-05,ZI,273.0,1,,,
BD9-2b,BD9-2,BD9,1.73e-06,1.822436793383808e-07,-1.0341885934119282e-06,-1.3001532514954334e-06,4.826546134478666e-07,1.283519105980686e-07,1.239003450956447e-07,-3.7245807680813084e-08,1.109405603090012e-08,1.4895533948362607e-08,3e-05,ZI,373.0,1,,,
BD9-2b,BD9-2,BD9,1.42e-06,1.0045970407882806e-07,-8.956001566799356e-07,-1.0158589717116428e-06,4.270022352960678e-07,6.968871005345793e-08,-7.223917581274402e-08,-4.1397237330811114e-09,9.106103794149233e-09,1.2923400022527643e-08,3e-05,IZ,473.0,1,,,
BD9-2b,BD9-2,BD9,1.41e-06,1.388058133307534e-07,-9.067619999257232e-07,-9.930310997728999e-07,4.239951773010251e-07,1.0318709405595299e-07,6.208061110656362e-08,-6.903242107398148e-08,9.04197630264114e-09,1.2212036473726537e-08,3e-05,ZI,573.0,1,,,
BD9-2b,BD9-2,BD9,1.12e-06,1.1147696651419197e-07,-6.292171629437345e-07,-8.660431271259205e-07,3.293251642601805e-07,-1.0974598321955e-07,1.8953768694077416e-08,-4.8670198963984535e-09,7.182279048906437e-09,1.0386476228205298e-08,3e-05,IZ,673.0,1,,,
BD9-2b,BD9-2,BD9,1.06e-06,7.279780318894945e-08,-6.450412649242215e-07,-7.76955958974035e-07,3.222750445810197e-07,1.0622709999211052e-08,5.73493621752494e-08,-4.356292964782963e-08,6.797514099857878e-09,9.340628674183637e-09,3e-05,ZI,723.0,1,,,
BD9-2b,BD9-2,BD9,8.32e-07,1.0389317525548882e-07,-5.292782445998775e-07,-5.857638398323e-07,2.6261999873998926e-07,-5.784998665468654e-08,-8.490733585330339e-08,-1.5424500867601693e-08,5.335407293473353e-09,7.978266651405177e-09,3e-05,IZ,748.0,1,,,
BD9-2b,BD9-2,BD9,8.109999999999999e-07,9.116293951279221e-08,-5.151728192106228e-07,-5.641862266788154e-07,2.720512230674568e-07,-7.87086042924075e-09,9.145756440791623e-09,-9.036086672803743e-08,5.200739561306357e-09,7.233561144370982e-09,3e-05,ZI,773.0,1,,,
BD9-2b,BD9-2,BD9,5.979999999999999e-07,1.8091351718688665e-07,-3.656314339972255e-07,-4.37290288693049e-07,1.808171946687658e-07,-1.2700988087295865e-07,-1.1758497837758921e-07,-5.26494417967433e-08,3.834823992183972e-09,6.166294313343181e-09,3e-05,IZ,783.0,1,,,
BD9-2b,BD9-2,BD9,5.629999999999999e-07,3.1510627928103486e-07,-3.201693461649916e-07,-4.248790728698446e-07,1.8422367712523548e-07,-1.5861450020664558e-07,-5.22364127416808e-08,-2.672166999841408e-07,3.610377771905646e-09,5.666236347899756e-09,3e-05,ZI,793.0,1,,,
BD9-2b,BD9-2,BD9,4.33e-07,3.6377289443544063e-07,-2.744091320722645e-07,-3.079900580895786e-07,1.316463153807373e-07,-1.1834138015546239e-07,-1.584161691372586e-07,-3.0533646003173947e-07,2.776720382300435e-09,4.923408781102155e-09,3e-05,IZ,803.0,1,,,
BD9-2b,BD9-2,BD9,2.54e-07,6.662847230026282e-07,-1.5422888027559158e-07,-1.7432403759036002e-07,1.0168865426945133e-07,-2.238792654463602e-07,-1.8448719508603864e-07,-5.998148726558662e-07,1.628838284305567e-09,4.9021136678509105e-09,3e-05,ZI,813.0,1,,,
BD9-2b,BD9-2,BD9,1.0900000000000001e-07,9.500704101867733e-07,-6.255136357417044e-08,-7.892017960351224e-08,4.171249412779479e-08,-2.8302514444633605e-07,-2.0292514295214072e-07,-8.839411396023197e-07,6.989896574382158e-10,6.1511937572441654e-09,3e-05,IZ,823.0,1,,,
BD9-2b,BD9-2,BD9,1.48e-07,1.6929074928521173e-06,-1.1727545297785755e-07,-8.583265640091821e-08,2.7986125562503913e-08,-1.428933442850297e-07,-1.6717044380116177e-07,-1.6785622759472477e-06,9.49086874319779e-10,1.0879024340589394e-08,3e-05,ZI,826.0,1,,,
BD9-2b,BD9-2,BD9,1.6300000000000004e-07,1.9644548412262954e-06,-9.184387258860122e-08,-1.3263939672173645e-07,2.3248516193998404e-08,-1.3471026547379066e-07,-8.386044013746465e-08,-1.9580355957370544e-06,1.0452781115819192e-09,1.2612377813507484e-08,3e-05,IZ,829.0,1,,,
BD9-2b,BD9-2,BD9,1.16e-07,2.7799560494972437e-06,-7.749749572423141e-08,-7.615657694652211e-08,4.0624056226098225e-08,-1.4658522619562606e-07,-1.5346951969256626e-07,-2.7718433424569346e-06,7.43878901493881e-10,1.765074227429488e-08,3e-05,ZI,832.0,1,,,
BD9-2b,BD9-2,BD9,1.51e-07,2.8150647112141574e-06,-8.157517016454881e-08,-1.2706638625528163e-07,-7.906305385443564e-10,-9.909357361325747e-08,-1.6094426951566448e-07,-2.808712647121786e-06,9.68325121772207e-10,1.817389514498678e-08,3e-05,IZ,835.0,1,,,
BD9-2b,BD9-2,BD9,8.800000000000002e-08,3.23396660398021e-06,-6.497773558847752e-08,-5.933282601756095e-08,1.2286718698447842e-09,-2.2045879287807031e-07,-8.925602572599976e-08,-3.225208718544218e-06,5.643219252712202e-10,2.078496946687654e-08,3e-05,ZI,838.0,1,,,
BD9-2b,BD9-2,BD9,8.81e-08,3.323298341680215e-06,-5.964992257919188e-08,-6.091249542068918e-08,-2.2207310461218315e-08,-1.1625229587490989e-07,-7.455044898278791e-08,-3.3204276083171492e-06,5.64963200186301e-10,2.149013721565477e-08,3e-05,IZ,843.0,1,,,
BD9-2b,BD9-2,BD9,9.75e-08,3.5020806080119917e-06,-5.873604657208153e-08,-7.599556393644184e-08,1.6763087277242434e-08,-1.806785901440278e-07,-1.3517900776130179e-08,-3.497390612790601e-06,6.252430422039086e-10,2.2389226528673922e-08,3e-05,ZI,848.0,1,,,
BD9-2b,BD9-2,BD9,6.259999999999999e-08,3.5305515540344128e-06,-1.5324444717464625e-08,-5.800069529416514e-08,-1.7884091799551343e-08,-1.7347245870743467e-07,-2.0201542638470586e-08,-3.526229357180249e-06,4.014380968406633e-10,2.2768798650389178e-08,3e-05,IZ,853.0,1,,,
BD9-2b,BD9-2,BD9,2.33e-08,3.5792580007182868e-06,9.17936751534774e-09,-1.8172058989745063e-08,-1.133161436386733e-08,-2.0957857044080376e-07,1.8172058989744887e-08,-3.5730707290494444e-06,1.4941705521385713e-10,2.302225432337273e-08,3e-05,ZI,858.0,1,,,
BD9-2b,BD9-2,BD9,1.73e-06,1.2812787507665674e-07,-1.0341885934119282e-06,-1.3001532514954334e-06,4.826546134478666e-07,1.2805958139970702e-07,-8.490775962440603e-11,-4.181958161378872e-09,1.109405603090012e-08,1.1371941827435194e-08,3e-05,P,373.0,1,,,
BD9-2b,BD9-2,BD9,1.41e-06,4.562940932752322e-08,-9.067619999257232e-07,-9.930310997728999e-07,4.239951773010251e-07,-4.0970150806711794e-08,1.7732081651954227e-08,-9.437320527691338e-09,9.04197630264114e-09,9.14885545515463e-09,3e-05,P,573.0,1,,,
BD9-2b,BD9-2,BD9,1.06e-06,9.590372726395869e-08,-6.450412649242215e-07,-7.76955958974035e-07,3.222750445810197e-07,3.834479641861399e-08,-1.0155902824451413e-08,-8.731585840244097e-08,6.797514099857878e-09,6.575205462629823e-09,3e-05,P,723.0,1,,,
BD9-2b,BD9-2,BD9,8.109999999999999e-07,3.0116667015000745e-07,-5.151728192106228e-07,-5.641862266788154e-07,2.720512230674568e-07,-2.3833288327513e-07,-7.098240987720326e-08,-1.698831876526673e-07,5.200739561306357e-09,7.983872692757603e-09,3e-05,P,773.0,1,,,
BD9-2b,BD9-2,BD9,5.629999999999999e-07,5.186445918781352e-07,-3.201693461649916e-07,-4.248790728698446e-07,1.8422367712523548e-07,-2.0820062408820055e-07,-2.2398078703643112e-07,-4.189001311198914e-07,3.610377771905646e-09,6.679947032093042e-09,3e-05,P,793.0,1,,,
BD9-2b,BD9-2,BD9,2.54e-07,1.3465632774707852e-06,-1.5422888027559158e-07,-1.7432403759036002e-07,1.0168865426945133e-07,-1.344583656423518e-07,-1.7575748579030854e-07,-1.3282555907393426e-06,1.628838284305567e-09,1.1542948471456776e-08,3e-05,P,813.0,1,,,
BD9-2b,BD9-2,BD9,1.48e-07,2.480518262677213e-06,-1.1727545297785755e-07,-8.583265640091821e-08,2.7986125562503913e-08,-1.4620649862159228e-07,-9.487804137869549e-08,-2.4743873319470695e-06,9.49086874319779e-10,1.571123541948283e-08,3e-05,P,826.0,1,,,
BD9-2b,BD9-2,BD9,1.16e-07,3.1166093746762574e-06,-7.749749572423141e-08,-7.615657694652211e-08,4.0624056226098225e-08,-1.757930643447476e-07,1.514311505604326e-08,-3.1116107531172043e-06,7.43878901493881e-10,2.0007777350525075e-08,3e-05,P,832.0,1,,,
BD9-2b,BD9-2,BD9,8.800000000000002e-08,3.3622477624709715e-06,-6.497773558847752e-08,-5.933282601756095e-08,1.2286718698447842e-09,-1.038071009290285e-07,-5.751888265857577e-08,-3.360152627511952e-06,5.643219252712202e-10,2.8643612873614962e-08,3e-05,P,838.0,1,,,
BD9-2b,BD9-2,BD9,9.75e-08,3.5183278723708706e-06,-5.873604657208153e-08,-7.599556393644184e-08,1.6763087277242434e-08,-6.121848166877969e-08,-8.666005669015916e-08,-3.516727647910535e-06,6.252430422039086e-10,2.2637004502356895e-08,3e-05,P,848.0,1,,,
BD9-4b,BD9-4,BD9,3.56e-06,0.0,-1.310145059967356e-06,-2.4849112186715908e-06,2.1868553123522377e-06,0.0,0.0,0.0,4.5658773953762344e-08,0.0,3e-05,ZI,273.0,1,,,
BD9-4b,BD9-4,BD9,3.56e-06,5.352170242943897e-07,-1.4574164628403507e-06,-2.3970289781055826e-06,2.1917548521593435e-06,3.159179268091742e-07,2.9465020799354865e-07,-3.159657917314675e-07,2.2829386976881172e-08,3.002043431639199e-08,3e-05,ZI,373.0,1,,,
BD9-4b,BD9-4,BD9,2.74e-06,1.4780076774925084e-07,-8.538677363810825e-07,-1.9637613498415234e-06,1.7094300949837182e-06,1.292928445663131e-07,-7.108134725732794e-08,8.710302136111538e-09,1.7570932673217532e-08,2.493990614852669e-08,3e-05,IZ,473.0,1,,,
BD9-4b,BD9-4,BD9,2.74e-06,4.7264540179042773e-07,-9.547953119041458e-07,-1.9066821794153593e-06,1.7206187779591855e-06,3.7299270343678214e-07,6.144005039890865e-08,-2.8371682929205155e-07,1.7570932673217532e-08,2.340056011825941e-08,3e-05,ZI,573.0,1,,,
BD9-4b,BD9-4,BD9,2.18e-06,6.062913893799784e-08,-6.028589398033185e-07,-1.62103883780489e-06,1.3270999152390109e-06,-4.248260961137826e-08,-4.27510045059732e-08,-6.593328651033345e-09,1.3979793148764314e-08,1.9952617443799386e-08,3e-05,IZ,673.0,1,,,
BD9-4b,BD9-4,BD9,2.13e-06,2.315026408344339e-07,-4.823239729816482e-07,-1.6076695273470427e-06,1.3113589424436521e-06,-9.844446179378853e-08,1.257231496166535e-07,-1.676181681856617e-07,1.3659155691223849e-08,1.8562112002064756e-08,3e-05,ZI,723.0,1,,,
BD9-4b,BD9-4,BD9,1.69e-06,1.818873456090466e-07,-4.31373190906928e-07,-1.259937987830306e-06,1.0404678933003625e-06,-1.6427077950316835e-07,-7.164078575734009e-08,3.1075960326225045e-08,1.0837546064867749e-08,1.5880069808353085e-08,3e-05,IZ,748.0,1,,,
BD9-4b,BD9-4,BD9,1.61e-06,1.6672327590749394e-07,-4.990781401175443e-07,-1.1588464761407047e-06,1.0000479262480796e-06,-6.356345199520441e-08,1.5407777745511006e-08,-1.5335885590576316e-07,1.0324526132803003e-08,1.4242945404446982e-08,3e-05,ZI,773.0,1,,,
