tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
AX13-8	AX13	0	47.36889	268.83304	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	124.0	0.0	0	90.0	-62	This study	SO-CMD-NORTH	g	i
AX13-9	AX13	0	47.36889	268.83304	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	133.0	0.0	0	90.0	-90	This study	SO-CMD-NORTH	g	i
AX15-6	AX15	0	47.2887	268.73625	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	304.5	0.0	0	90.0	-84	This study	SO-CMD-NORTH	g	i
AX15-7	AX15	0	47.2887	268.73625	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	305.3	0.0	0	90.0	-88	This study	SO-CMD-NORTH	g	i
AX15-8	AX15	0	47.2887	268.73625	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	306.2	0.0	0	90.0	-85	This study	SO-CMD-NORTH	g	i
AX16-5	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	341.1	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-6	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	327.1	0.0	0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX16-7	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	336.1	0.0	0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX16-8	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	331.1	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-9	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	327.3	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-10	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	328.3	0.0	0	90.0	-59	This study	SO-CMD-NORTH	g	i
AX16-11	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	326.3	0.0	0	90.0	-63	This study	SO-CMD-NORTH	g	i
AX16-12	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	326.3	0.0	0	90.0	-62	This study	SO-CMD-NORTH	g	i
AX16-13	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	314.3	0.0	0	90.0	-48	This study	SO-CMD-NORTH	g	i
AX16-14	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	327.3	0.0	0	90.0	-45	This study	SO-CMD-NORTH	g	i
AX16-15	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	324.3	0.0	0	90.0	-48	This study	SO-CMD-NORTH	g	i
AX16-16	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	320.3	0.0	0	90.0	-52	This study	SO-CMD-NORTH	g	i
AX22-1	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	11.2	0.0	0	90.0	-49	This study	SO-CMD-NORTH	g	i
AX22-2	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	324.3	0.0	0	90.0	-13	This study	SO-CMD-NORTH	g	i
AX22-3	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	55.2	0.0	0	90.0	-7	This study	SO-CMD-NORTH	g	i
AX22-4	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	42.2	0.0	0	90.0	-13	This study	SO-CMD-NORTH	g	i
AX22-5	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	341.2	0.0	0	90.0	-40	This study	SO-CMD-NORTH	g	i
AX22-6	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	17.2	0.0	0	90.0	-46	This study	SO-CMD-NORTH	g	i
AX22-7	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	289.2	0.0	0	90.0	-5	This study	SO-CMD-NORTH	g	i
AX22-8	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	323.2	0.0	0	90.0	-41	This study	SO-CMD-NORTH	g	i
AX22-9	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	356.2	0.0	0	90.0	-47	This study	SO-CMD-NORTH	g	i
AX22-10	AX22	0	47.4113	268.84081000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	353.2	0.0	0	90.0	-68	This study	SO-CMD-NORTH	g	i
BD1-1	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	358.2	0.0	0	90.0	-25	This study	SO-CMD-NORTH	g	i
BD1-2	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	352.0	0.0	0	90.0	-47	This study	SO-CMD-NORTH	g	i
BD1-3	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	328.7	0.0	0	90.0	-49	This study	SO-CMD-NORTH	g	i
BD1-8	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	13.2	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD1-9	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	349.2	0.0	0	90.0	-16	This study	SO-CMD-NORTH	g	i
BD1-10	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	191.2	0.0	0	90.0	-55	This study	SO-CMD-NORTH	g	i
BD1-14	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	228.2	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD1-15	BD1	0	47.20044	268.620784	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	238.2	0.0	0	90.0	-58	This study	SO-CMD-NORTH	g	i
BD2-1	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	319.7	0.0	0	90.0	-62	This study	SO-CMD-NORTH	g	i
BD2-2	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	355.7	0.0	0	90.0	-71	This study	SO-CMD-NORTH	g	i
BD2-3	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	359.7	0.0	0	90.0	-81	This study	SO-CMD-NORTH	g	i
BD2-4	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	334.7	0.0	0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD5-1	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	302.5	0.0	0	90.0	-63	This study	SO-CMD-NORTH	g	i
BD5-2	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	308.4	0.0	0	90.0	-51	This study	SO-CMD-NORTH	g	i
BD5-3	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	294.4	0.0	0	90.0	-57	This study	SO-CMD-NORTH	g	i
BD5-4	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	293.9	0.0	0	90.0	-59	This study	SO-CMD-NORTH	g	i
BD6-1	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	313.1	0.0	0	90.0	-82	This study	SO-CMD-NORTH	g	i
BD6-2	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	317.1	0.0	0	90.0	-87	This study	SO-CMD-NORTH	g	i
BD6-3	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	312.1	0.0	0	90.0	-91	This study	SO-CMD-NORTH	g	i
BD6-4	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	315.1	0.0	0	90.0	-87	This study	SO-CMD-NORTH	g	i
BD7-2	BD7	0	47.26661	268.71162	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	301.1	0.0	0	90.0	-89	This study	SO-CMD-NORTH	g	i
BD7-3	BD7	0	47.26661	268.71162	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	291.1	0.0	0	90.0	-88	This study	SO-CMD-NORTH	g	i
BD7-4	BD7	0	47.26661	268.71162	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	294.1	0.0	0	90.0	-90	This study	SO-CMD-NORTH	g	i
AX1-1	AX1	0	47.20047	268.62063	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	341.1	0.0	0	90.0	-93	This study	SO-CMD-NORTH	g	i
AX1-2	AX1	0	47.20047	268.62063	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	12.1	0.0	0	90.0	-82	This study	SO-CMD-NORTH	g	i
AX1-3	AX1	0	47.20047	268.62063	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	8.1	0.0	0	90.0	-84	This study	SO-CMD-NORTH	g	i
AX3-3	AX3	0	47.5845	269.1442	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	339.7	0.0	0	90.0	-62	This study	SO-CMD-NORTH	g	i
AX3-4	AX3	0	47.5845	269.1442	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	340.7	0.0	0	90.0	-83	This study	SO-CMD-NORTH	g	i
AX3-6	AX3	0	47.5845	269.1442	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	342.7	0.0	0	90.0	-75	This study	SO-CMD-NORTH	g	i
AX5-2	AX5	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	59.6	0.0	0	90.0	-65	This study	SO-CMD-NORTH	g	i
AX5-3	AX5	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	66.9	0.0	0	90.0	-64	This study	SO-CMD-NORTH	g	i
AX7-1	AX7	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	53.6	0.0	0	90.0	-55	This study	SO-CMD-NORTH	g	i
AX7-2	AX7	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	46.2	0.0	0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX7-3	AX7	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	13.3	0.0	0	90.0	-30	This study	SO-CMD-NORTH	g	i
AX9-1	AX9	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	335.7	0.0	0	90.0	-29	This study	SO-CMD-NORTH	g	i
AX10-1	AX10	0	47.582679	269.14384	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	2.2	0.0	0	90.0	-35	This study	SO-CMD-NORTH	g	i
AX11-1	AX11	0	47.36999	268.83351	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	275.7	0.0	0	90.0	-68	This study	SO-CMD-NORTH	g	i
AX11-2	AX11	0	47.36999	268.83351	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	295.7	0.0	0	90.0	-86	This study	SO-CMD-NORTH	g	i
AX11-3	AX11	0	47.36999	268.83351	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	295.1	0.0	0	90.0	-72	This study	SO-CMD-NORTH	g	i
AX12-1	AX12	0	47.29207	268.73990000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	331.1	0.0	0	90.0	-88	This study	SO-CMD-NORTH	g	i
AX12-2	AX12	0	47.29207	268.73990000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	322.1	0.0	0	90.0	-72	This study	SO-CMD-NORTH	g	i
AX12-4	AX12	0	47.29207	268.73990000000003	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	316.1	0.0	0	90.0	-96	This study	SO-CMD-NORTH	g	i
AX13-2	AX13	0	47.36889	268.83304	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	153.0	0.0	0	90.0	-91	This study	SO-CMD-NORTH	g	i
AX13-3	AX13	0	47.36889	268.83304	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	143.0	0.0	0	90.0	-80	This study	SO-CMD-NORTH	g	i
AX13-4	AX13	0	47.36889	268.83304	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	151.0	0.0	0	90.0	-98	This study	SO-CMD-NORTH	g	i
AX15-1	AX15	0	47.2887	268.73625	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	304.0	0.0	0	90.0	-85	This study	SO-CMD-NORTH	g	i
AX15-2	AX15	0	47.2887	268.73625	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	303.9	0.0	0	90.0	-86	This study	SO-CMD-NORTH	g	i
AX15-3	AX15	0	47.2887	268.73625	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	301.4	0.0	0	90.0	-78	This study	SO-CMD-NORTH	g	i
AX16-1	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	325.6	0.0	0	90.0	-67	This study	SO-CMD-NORTH	g	i
AX16-2	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	317.4	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-4	AX16	0	47.28888	268.73629	Igneous:Intrusive	Sill:Diabase	Anorthosite	Yiming Zhang	331.1	0.0	0	90.0	-63	This study	SO-CMD-NORTH	g	i
BD1-4	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	312.3	0.0	0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD1-5	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	315.2	0.0	0	90.0	-55	This study	SO-CMD-NORTH	g	i
BD1-6	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	270.2	0.0	0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD1-7	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	263.2	0.0	0	90.0	-75	This study	SO-CMD-NORTH	g	i
BD1-11	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	197.2	0.0	0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD1-12	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	224.2	0.0	0	90.0	-56	This study	SO-CMD-NORTH	g	i
BD1-13	BD1	0	47.20044	268.62080000000003	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	228.2	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD2-5	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	336.7	0.0	0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD2-6	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	342.7	0.0	0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD2-7	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	345.7	0.0	0	90.0	-71	This study	SO-CMD-NORTH	g	i
BD2-8	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	344.7	0.0	0	90.0	-71	This study	SO-CMD-NORTH	g	i
BD2-9	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	344.3	0.0	0	90.0	-77	This study	SO-CMD-NORTH	g	i
BD2-10	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	345.2	0.0	0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD2-11	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	329.5	0.0	0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD2-12	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	333.1	0.0	0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD2-13	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	331.7	0.0	0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD2-14	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	18.9	0.0	0	90.0	-88	This study	SO-CMD-NORTH	g	i
BD2-15	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	19.9	0.0	0	90.0	-91	This study	SO-CMD-NORTH	g	i
BD2-16	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	15.9	0.0	0	90.0	-88	This study	SO-CMD-NORTH	g	i
BD2-18	BD2	0	47.5827	269.14371	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	11.9	0.0	0	90.0	-88	This study	SO-CMD-NORTH	g	i
BD5-5	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	285.3	0.0	0	90.0	-84	This study	SO-CMD-NORTH	g	i
BD5-6	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	290.2	0.0	0	90.0	-59	This study	SO-CMD-NORTH	g	i
BD5-7	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	292.7	0.0	0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD5-8	BD5	0	47.28866	268.73635	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	273.5	0.0	0	90.0	-76	This study	SO-CMD-NORTH	g	i
BD6-5	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	324.1	0.0	0	90.0	-68	This study	SO-CMD-NORTH	g	i
BD6-6	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	316.1	0.0	0	90.0	-62	This study	SO-CMD-NORTH	g	i
BD6-7	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	264.1	0.0	0	90.0	-50	This study	SO-CMD-NORTH	g	i
BD6-8	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	255.1	0.0	0	90.0	-46	This study	SO-CMD-NORTH	g	i
BD6-9	BD6	0	47.26341	268.70707	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	255.1	0.0	0	90.0	-43	This study	SO-CMD-NORTH	g	i
BD7-5	BD7	0	47.26661	268.71162	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	295.1	0.0	0	90.0	-90	This study	SO-CMD-NORTH	g	i
BD7-6	BD7	0	47.26661	268.71162	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	295.1	0.0	0	90.0	-90	This study	SO-CMD-NORTH	g	i
BD7-7	BD7	0	47.26661	268.71162	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	288.8	0.0	0	90.0	-67	This study	SO-CMD-NORTH	g	i
BD8-1	BD8	0	47.21255	268.6438	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	329.6	0.0	0	90.0	-56	This study	SO-CMD-NORTH	g	i
BD8-2	BD8	0	47.21255	268.6438	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	327.1	0.0	0	90.0	-61	This study	SO-CMD-NORTH	g	i
BD8-4	BD8	0	47.21255	268.6438	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	318.9	0.0	0	90.0	-19	This study	SO-CMD-NORTH	g	i
BD8-5	BD8	0	47.21255	268.6438	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	315.6	0.0	0	90.0	-38	This study	SO-CMD-NORTH	g	i
BD8-6	BD8	0	47.21255	268.6438	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	303.9	0.0	0	90.0	-66	This study	SO-CMD-NORTH	g	i
BD8-7	BD8	0	47.21255	268.6438	Igneous:Intrusive	Sill:Diabase	Diabase	Yiming Zhang	311.2	0.0	0	90.0	-58	This study	SO-CMD-NORTH	g	i
