,AX6,AX8,AX10,AX12,AX16,AX11,AX13
0,46.706592919942686,80.75544257501639,34.75947180753031,29.954867671604323,59.7506676502376,54.772163065383566,56.01935019000402
1,91.8024560028136,24.755242264280316,34.85471969711353,33.77405496335864,64.26987070127011,51.79188230368745,52.67621619801773
2,62.495253571486984,67.30724487268866,36.30930187446802,28.750616679156796,58.29384040858479,52.354279350323814,52.3623952955251
3,67.60282522454496,130.13982451117582,34.81554577544264,33.36337892161646,60.56960857404475,50.082900913342186,55.776354710018296
4,51.5562605828882,12.436226861694626,34.088955059483276,38.40489451424642,55.678154358428436,53.48146034584,55.57131025379525
5,61.72931033353779,60.65098924510573,34.6926088369877,38.47648820920111,61.63720408912678,51.1325593511365,57.06284715114339
6,23.438186293621897,87.33370802125648,34.38377223119974,27.02725596945195,60.188259685639686,53.259319542522725,57.55951378367223
7,51.02943481170629,130.19461310797638,36.69673967960281,29.063865235030296,61.95186068998395,52.00946444757246,54.8974243646397
8,38.1016604947218,67.8632559921301,40.33776078412347,34.4679962223835,52.73933680847813,52.36771269178877,58.97464208355292
9,57.981360956371816,156.22721094092623,35.31738070839409,32.003163004842385,61.708771251450734,52.38125401438061,56.29995964104626
10,50.36564402638479,117.33059822323628,38.70345494935785,28.60698158921182,57.49550005959171,52.16580109156377,56.337243617742054
11,59.651500691064314,69.85752757861717,37.71760808209495,34.303026741018364,56.92914578526262,51.98739999682893,55.66092585814174
12,60.76123191993235,155.99123212858476,32.097278791624674,32.682887682083404,55.4985390916143,52.40223020173913,55.94378392994773
13,48.46136692352713,157.21827302432123,37.67746921077794,31.874860993323523,62.24589368343706,53.3570392139628,52.52108982882299
14,86.18592060928012,37.341133094369994,37.38808360147408,36.309744441849375,58.36662757955731,49.223267829910526,56.475758130216576
15,43.87815567630202,11.208666808947015,41.951133268599456,33.14302685596063,59.47537355657363,52.06941702953262,57.654180820916324
16,46.59190290321751,28.638403516031268,38.08441087006846,30.891600120900822,54.02929130083194,52.74695448657959,54.663371758322214
17,56.41675620062832,84.93077122502234,34.36241148002178,32.11526491002008,59.17876930027059,50.8389415799216,55.76927997741702
18,56.03319679176287,34.86640604955244,43.486711672959075,31.603023404198524,58.678194673592344,54.51680282884949,54.4982191753435
19,42.07401924758876,8.824093576497859,33.399135198412324,27.34331976379128,58.0215676032707,52.571742958147944,56.4802553378911
20,36.5335485386868,150.74268409164972,37.25274866801174,36.80408310549376,56.19565531437017,51.69688095851045,57.246431573343635
21,75.8251672191732,129.00066454489195,37.08469879564243,34.69745252619372,59.88333851844518,49.91401130970176,55.75244119156299
22,71.42480621601581,68.12317610534758,36.34791458443057,31.05386926061412,56.486435544065124,55.02197609256847,55.38705953728527
23,49.95638117645557,73.84245640407782,37.939182752215224,28.38897458902747,56.722968741488685,51.94477270135263,57.97229800128896
24,57.47419750799284,49.14007130767513,38.88537555866161,38.98471550907874,58.861748874233086,49.34787988486927,52.59053643075997
25,50.51344492760139,2.129049923100936,37.19718151563565,32.206909729976296,61.370408654427074,55.173130280118414,54.48309229177319
26,46.911138952540654,101.71342071255613,32.53771439493997,30.995381444953935,61.59560320362134,56.42113867085673,54.92079882963879
27,97.33279561771984,27.430962385718964,33.34397138048525,35.494150597391325,53.668294702021086,48.39738567559234,57.965113598436126
28,64.17714206144639,73.47663564680663,36.12610715354259,36.463606725918055,59.77382052057629,52.773688353009874,58.69227975204164
29,49.794785451218196,151.5549156472648,34.63616081141745,30.308375637098003,57.577796184934115,51.65203634907595,55.57229285583596
30,46.27588539686162,97.80358646286263,35.420201927388845,33.03042446192765,65.20415903414323,51.612003507006904,55.64732692451484
31,59.18701896366452,75.84045227952211,33.73635937758208,33.03336646420036,59.744018116710876,58.66727871940531,56.38854589487166
32,87.37056914086835,76.25969777567921,34.79342592911479,29.400170187524473,55.306100252973934,52.32875357982733,56.866219965056246
33,60.59233526417416,63.32475762921415,35.6169501288941,27.396230592996623,60.214086750103355,52.03696054250414,54.412273458827826
