tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_int_n	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_mad	specimen_int_dang	specimen_scat
AX10-2a	200	560	30	1.00	-1.00	-	80.1	1.300e+01	6.503e-01	6.000e+00	9.988e-02	8.920e+00	4.631e+00	t
AX10-2a	200	562	30	1.00	-1.00	-	69.0	1.400e+01	6.574e-01	7.000e+00	1.083e-01	8.214e+00	4.494e+00	t
AX10-2a	200	564	30	1.00	-1.00	-	66.7	1.500e+01	7.240e-01	7.000e+00	9.361e-02	7.501e+00	3.986e+00	t
AX10-2a	300	564	30	1.00	-1.00	-	60.9	1.400e+01	6.508e-01	7.000e+00	8.681e-02	8.280e+00	3.436e+00	t
AX10-2a	300	566	30	1.00	-1.00	-	56.6	1.500e+01	6.562e-01	8.000e+00	8.280e-02	7.620e+00	3.173e+00	t
AX10-2a	300	570	30	1.00	-1.00	-	55.5	1.600e+01	7.824e-01	8.000e+00	6.875e-02	6.627e+00	2.843e+00	t
AX10-2a	300	575	30	1.00	-1.00	-	54.1	1.700e+01	8.075e-01	9.000e+00	5.968e-02	5.994e+00	2.364e+00	t
AX10-2a	300	580	30	1.00	-1.00	-	52.9	1.800e+01	8.218e-01	9.000e+00	5.362e-02	5.522e+00	2.088e+00	t
AX10-2a	400	570	30	1.00	-1.00	-	51.4	1.500e+01	6.556e-01	8.000e+00	5.890e-02	6.581e+00	3.245e+00	t
AX10-2a	400	575	30	1.00	-1.00	-	50.7	1.600e+01	6.806e-01	9.000e+00	4.991e-02	5.905e+00	2.614e+00	t
AX10-2a	400	580	30	1.00	-1.00	-	49.8	1.700e+01	6.950e-01	9.000e+00	4.417e-02	5.414e+00	2.244e+00	t
AX10-2a	400	585	30	1.00	-1.00	-	48.5	1.800e+01	7.036e-01	1.000e+01	4.168e-02	5.041e+00	2.044e+00	t
AX10-2a	425	570	30	1.00	-1.00	-	51.3	1.400e+01	6.215e-01	8.000e+00	6.641e-02	7.072e+00	3.103e+00	t
AX10-2a	425	575	30	1.00	-1.00	-	50.5	1.500e+01	6.465e-01	9.000e+00	5.563e-02	6.278e+00	2.472e+00	t
AX10-2a	425	580	30	1.00	-1.00	-	49.6	1.600e+01	6.609e-01	9.000e+00	4.881e-02	5.720e+00	2.116e+00	t
AX10-2a	425	585	30	1.00	-1.00	-	48.2	1.700e+01	6.695e-01	1.000e+01	4.570e-02	5.305e+00	1.934e+00	t
AX10-2a	450	580	30	1.00	-1.00	-	47.8	1.500e+01	6.109e-01	9.000e+00	4.550e-02	5.736e+00	2.475e+00	t
AX10-2a	450	585	30	1.00	-1.00	-	46.6	1.600e+01	6.195e-01	1.000e+01	4.252e-02	5.318e+00	2.235e+00	t
AX10-3a	400	570	30	1.00	-1.00	-	51.9	1.500e+01	6.526e-01	8.000e+00	5.821e-02	5.182e+00	2.841e+00	t
AX10-3a	400	575	30	1.00	-1.00	-	50.7	1.600e+01	6.823e-01	9.000e+00	4.874e-02	4.609e+00	2.194e+00	t
AX10-3a	400	580	30	1.00	-1.00	-	50.1	1.700e+01	7.029e-01	9.000e+00	4.216e-02	4.169e+00	1.898e+00	t
AX10-3a	400	585	30	1.00	-1.00	-	48.9	1.800e+01	7.156e-01	1.000e+01	3.892e-02	3.870e+00	1.636e+00	t
AX10-3a	425	570	30	1.00	-1.00	-	50.5	1.400e+01	6.319e-01	8.000e+00	6.006e-02	5.509e+00	2.725e+00	t
AX10-3a	425	575	30	1.00	-1.00	-	49.5	1.500e+01	6.616e-01	9.000e+00	4.955e-02	4.842e+00	2.081e+00	t
AX10-3a	425	580	30	1.00	-1.00	-	49.1	1.600e+01	6.822e-01	9.000e+00	4.250e-02	4.352e+00	1.806e+00	t
AX10-3a	425	585	30	1.00	-1.00	-	48.0	1.700e+01	6.949e-01	1.000e+01	3.898e-02	4.021e+00	1.557e+00	t
AX10-3a	450	575	30	1.00	-1.00	-	48.0	1.400e+01	6.167e-01	9.000e+00	4.826e-02	4.599e+00	1.808e+00	t
AX10-3a	450	580	30	1.00	-1.00	-	47.8	1.500e+01	6.373e-01	9.000e+00	4.097e-02	4.095e+00	1.613e+00	t
AX10-3a	450	585	30	1.00	-1.00	-	46.8	1.600e+01	6.500e-01	1.000e+01	3.734e-02	3.763e+00	1.413e+00	t
AX10-3a	475	580	30	1.00	-1.00	-	47.6	1.400e+01	6.150e-01	9.000e+00	4.565e-02	3.751e+00	1.746e+00	t
AX10-3a	475	585	30	1.00	-1.00	-	46.6	1.500e+01	6.278e-01	1.000e+01	4.128e-02	3.447e+00	1.543e+00	t
AX11-1a	0	550	30	1.00	-1.00	-	71.6	1.300e+01	6.367e-01	5.000e+00	7.802e-02	8.682e+00	9.308e-01	t
AX11-1a	0	555	30	1.00	-1.00	-	69.2	1.400e+01	6.910e-01	6.000e+00	6.063e-02	7.068e+00	5.008e-01	t
AX11-1a	0	560	30	1.00	-1.00	-	71.4	1.500e+01	8.037e-01	6.000e+00	4.985e-02	5.789e+00	5.940e-01	t
AX11-1a	0	562	30	1.00	-1.00	-	67.3	1.600e+01	8.061e-01	7.000e+00	4.864e-02	5.095e+00	7.078e-01	t
AX11-1a	0	564	30	1.00	-1.00	-	68.4	1.700e+01	8.662e-01	7.000e+00	4.303e-02	4.540e+00	7.743e-01	t
AX11-1a	0	566	30	1.00	-1.00	-	67.7	1.800e+01	8.669e-01	8.000e+00	3.848e-02	4.174e+00	8.243e-01	t
AX11-1a	0	570	30	1.00	-1.00	-	67.9	1.900e+01	9.253e-01	8.000e+00	3.446e-02	3.845e+00	8.310e-01	t
AX11-1a	0	575	30	1.00	-1.00	-	67.6	2.000e+01	9.294e-01	9.000e+00	3.143e-02	3.602e+00	8.482e-01	t
AX11-1a	0	580	30	1.00	-1.00	-	67.8	2.100e+01	9.497e-01	9.000e+00	2.899e-02	3.407e+00	8.144e-01	t
AX11-1a	0	585	30	1.00	-1.00	-	67.6	2.200e+01	9.520e-01	1.000e+01	2.698e-02	3.251e+00	8.127e-01	t
AX11-1a	100	550	30	1.00	-1.00	-	72.6	1.200e+01	6.179e-01	5.000e+00	8.467e-02	8.523e+00	1.259e+00	t
AX11-1a	100	555	30	1.00	-1.00	-	69.8	1.300e+01	6.723e-01	6.000e+00	6.548e-02	6.918e+00	9.443e-01	t
AX11-1a	100	560	30	1.00	-1.00	-	72.0	1.400e+01	7.849e-01	6.000e+00	5.332e-02	5.646e+00	9.776e-01	t
AX11-1a	100	562	30	1.00	-1.00	-	67.6	1.500e+01	7.873e-01	7.000e+00	5.223e-02	4.969e+00	1.024e+00	t
AX11-1a	100	564	30	1.00	-1.00	-	68.7	1.600e+01	8.474e-01	7.000e+00	4.603e-02	4.429e+00	1.034e+00	t
AX11-1a	100	566	30	1.00	-1.00	-	68.0	1.700e+01	8.481e-01	8.000e+00	4.111e-02	4.075e+00	1.052e+00	t
AX11-1a	100	570	30	1.00	-1.00	-	68.1	1.800e+01	9.065e-01	8.000e+00	3.674e-02	3.755e+00	1.035e+00	t
AX11-1a	100	575	30	1.00	-1.00	-	67.8	1.900e+01	9.106e-01	9.000e+00	3.347e-02	3.521e+00	1.037e+00	t
AX11-1a	100	580	30	1.00	-1.00	-	68.0	2.000e+01	9.309e-01	9.000e+00	3.083e-02	3.333e+00	9.900e-01	t
AX11-1a	100	585	30	1.00	-1.00	-	67.8	2.100e+01	9.333e-01	1.000e+01	2.867e-02	3.184e+00	9.793e-01	t
AX11-1a	200	555	30	1.00	-1.00	-	69.5	1.200e+01	6.377e-01	6.000e+00	7.170e-02	6.270e+00	1.640e+00	t
AX11-1a	200	560	30	1.00	-1.00	-	71.8	1.300e+01	7.504e-01	6.000e+00	5.807e-02	5.090e+00	1.571e+00	t
AX11-1a	200	562	30	1.00	-1.00	-	67.2	1.400e+01	7.527e-01	7.000e+00	5.641e-02	4.478e+00	1.547e+00	t
AX11-1a	200	564	30	1.00	-1.00	-	68.4	1.500e+01	8.129e-01	7.000e+00	4.963e-02	3.994e+00	1.485e+00	t
AX11-1a	200	566	30	1.00	-1.00	-	67.7	1.600e+01	8.136e-01	8.000e+00	4.419e-02	3.680e+00	1.461e+00	t
AX11-1a	200	570	30	1.00	-1.00	-	67.9	1.700e+01	8.720e-01	8.000e+00	3.941e-02	3.398e+00	1.396e+00	t
AX11-1a	200	575	30	1.00	-1.00	-	67.6	1.800e+01	8.761e-01	9.000e+00	3.584e-02	3.191e+00	1.368e+00	t
AX11-1a	200	580	30	1.00	-1.00	-	67.8	1.900e+01	8.964e-01	9.000e+00	3.298e-02	3.030e+00	1.293e+00	t
AX11-1a	200	585	30	1.00	-1.00	-	67.6	2.000e+01	8.987e-01	1.000e+01	3.062e-02	2.900e+00	1.263e+00	t
AX11-1a	300	555	30	1.00	-1.00	-	69.6	1.100e+01	6.178e-01	6.000e+00	8.052e-02	6.600e+00	1.889e+00	t
AX11-1a	300	560	30	1.00	-1.00	-	72.1	1.200e+01	7.304e-01	6.000e+00	6.442e-02	5.323e+00	1.774e+00	t
AX11-1a	300	562	30	1.00	-1.00	-	67.2	1.300e+01	7.328e-01	7.000e+00	6.219e-02	4.676e+00	1.733e+00	t
AX11-1a	300	564	30	1.00	-1.00	-	68.4	1.400e+01	7.930e-01	7.000e+00	5.449e-02	4.168e+00	1.652e+00	t
AX11-1a	300	566	30	1.00	-1.00	-	67.7	1.500e+01	7.936e-01	8.000e+00	4.836e-02	3.841e+00	1.619e+00	t
AX11-1a	300	570	30	1.00	-1.00	-	67.9	1.600e+01	8.520e-01	8.000e+00	4.300e-02	3.548e+00	1.539e+00	t
AX11-1a	300	575	30	1.00	-1.00	-	67.5	1.700e+01	8.562e-01	9.000e+00	3.901e-02	3.334e+00	1.503e+00	t
AX11-1a	300	580	30	1.00	-1.00	-	67.8	1.800e+01	8.765e-01	9.000e+00	3.584e-02	3.168e+00	1.417e+00	t
AX11-1a	300	585	30	1.00	-1.00	-	67.6	1.900e+01	8.788e-01	1.000e+01	3.323e-02	3.034e+00	1.383e+00	t
AX11-1a	400	560	30	1.00	-1.00	-	72.2	1.100e+01	6.781e-01	6.000e+00	7.258e-02	5.226e+00	2.364e+00	t
AX11-1a	400	562	30	1.00	-1.00	-	66.9	1.200e+01	6.804e-01	7.000e+00	6.932e-02	4.593e+00	2.242e+00	t
AX11-1a	400	564	30	1.00	-1.00	-	68.3	1.300e+01	7.406e-01	7.000e+00	6.048e-02	4.099e+00	2.089e+00	t
AX11-1a	400	566	30	1.00	-1.00	-	67.5	1.400e+01	7.413e-01	8.000e+00	5.344e-02	3.785e+00	2.018e+00	t
AX11-1a	400	570	30	1.00	-1.00	-	67.7	1.500e+01	7.997e-01	8.000e+00	4.737e-02	3.507e+00	1.891e+00	t
AX11-1a	400	575	30	1.00	-1.00	-	67.4	1.600e+01	8.038e-01	9.000e+00	4.284e-02	3.303e+00	1.826e+00	t
AX11-1a	400	580	30	1.00	-1.00	-	67.6	1.700e+01	8.241e-01	9.000e+00	3.928e-02	3.150e+00	1.713e+00	t
AX11-1a	400	585	30	1.00	-1.00	-	67.4	1.800e+01	8.264e-01	1.000e+01	3.636e-02	3.023e+00	1.661e+00	t
AX11-1a	425	560	30	1.00	-1.00	-	73.3	1.000e+01	6.696e-01	6.000e+00	8.113e-02	5.282e+00	2.541e+00	t
AX11-1a	425	562	30	1.00	-1.00	-	67.3	1.100e+01	6.720e-01	7.000e+00	7.766e-02	4.642e+00	2.419e+00	t
AX11-1a	425	564	30	1.00	-1.00	-	68.8	1.200e+01	7.321e-01	7.000e+00	6.732e-02	4.144e+00	2.259e+00	t
AX11-1a	425	566	30	1.00	-1.00	-	67.9	1.300e+01	7.328e-01	8.000e+00	5.931e-02	3.830e+00	2.187e+00	t
AX11-1a	425	570	30	1.00	-1.00	-	68.1	1.400e+01	7.912e-01	8.000e+00	5.237e-02	3.554e+00	2.043e+00	t
AX11-1a	425	575	30	1.00	-1.00	-	67.7	1.500e+01	7.953e-01	9.000e+00	4.725e-02	3.354e+00	1.969e+00	t
AX11-1a	425	580	30	1.00	-1.00	-	67.9	1.600e+01	8.156e-01	9.000e+00	4.322e-02	3.205e+00	1.843e+00	t
AX11-1a	425	585	30	1.00	-1.00	-	67.7	1.700e+01	8.180e-01	1.000e+01	3.994e-02	3.080e+00	1.787e+00	t
AX11-1a	450	560	30	1.00	-1.00	-	73.7	9.000e+00	6.058e-01	6.000e+00	9.406e-02	5.062e+00	2.880e+00	t
AX11-1a	450	562	30	1.00	-1.00	-	67.1	1.000e+01	6.082e-01	7.000e+00	8.898e-02	4.453e+00	2.728e+00	t
AX11-1a	450	564	30	1.00	-1.00	-	68.7	1.100e+01	6.684e-01	7.000e+00	7.667e-02	3.980e+00	2.539e+00	t
AX11-1a	450	566	30	1.00	-1.00	-	67.7	1.200e+01	6.690e-01	8.000e+00	6.719e-02	3.686e+00	2.458e+00	t
AX11-1a	450	570	30	1.00	-1.00	-	68.0	1.300e+01	7.274e-01	8.000e+00	5.906e-02	3.437e+00	2.276e+00	t
AX11-1a	450	575	30	1.00	-1.00	-	67.5	1.400e+01	7.315e-01	9.000e+00	5.309e-02	3.254e+00	2.181e+00	t
AX11-1a	450	580	30	1.00	-1.00	-	67.8	1.500e+01	7.518e-01	9.000e+00	4.844e-02	3.123e+00	2.031e+00	t
AX11-1a	450	585	30	1.00	-1.00	-	67.6	1.600e+01	7.542e-01	1.000e+01	4.466e-02	3.010e+00	1.963e+00	t
AX11-1a	475	564	30	1.00	-1.00	-	67.5	1.000e+01	6.186e-01	7.000e+00	8.724e-02	1.518e+00	1.580e+00	t
AX11-1a	475	566	30	1.00	-1.00	-	66.6	1.100e+01	6.193e-01	8.000e+00	7.590e-02	1.403e+00	1.616e+00	t
AX11-1a	475	570	30	1.00	-1.00	-	67.0	1.200e+01	6.777e-01	8.000e+00	6.643e-02	1.331e+00	1.545e+00	t
AX11-1a	475	575	30	1.00	-1.00	-	66.6	1.300e+01	6.818e-01	9.000e+00	5.942e-02	1.274e+00	1.526e+00	t
AX11-1a	475	580	30	1.00	-1.00	-	66.9	1.400e+01	7.021e-01	9.000e+00	5.410e-02	1.258e+00	1.434e+00	t
AX11-1a	475	585	30	1.00	-1.00	-	66.7	1.500e+01	7.044e-01	1.000e+01	4.972e-02	1.225e+00	1.412e+00	t
AX11-1a	500	570	30	1.00	-1.00	-	66.0	1.100e+01	6.234e-01	8.000e+00	7.816e-02	1.151e+00	1.448e+00	t
AX11-1a	500	575	30	1.00	-1.00	-	65.6	1.200e+01	6.275e-01	9.000e+00	6.943e-02	1.110e+00	1.440e+00	t
AX11-1a	500	580	30	1.00	-1.00	-	66.0	1.300e+01	6.478e-01	9.000e+00	6.298e-02	1.108e+00	1.350e+00	t
AX11-1a	500	585	30	1.00	-1.00	-	65.9	1.400e+01	6.502e-01	1.000e+01	5.764e-02	1.082e+00	1.338e+00	t
AX11-1a	520	580	30	1.00	-1.00	-	67.8	1.200e+01	6.106e-01	9.000e+00	7.596e-02	1.271e+00	1.463e+00	t
AX11-1a	520	585	30	1.00	-1.00	-	67.5	1.300e+01	6.130e-01	1.000e+01	6.919e-02	1.238e+00	1.454e+00	t
AX11-2a	0	555	30	1.00	-1.00	-	68.2	1.400e+01	6.887e-01	6.000e+00	5.477e-02	7.177e+00	3.740e+00	t
AX11-2a	0	560	30	1.00	-1.00	-	70.9	1.500e+01	7.937e-01	6.000e+00	4.782e-02	6.324e+00	2.327e+00	t
AX11-2a	0	562	30	1.00	-1.00	-	68.5	1.600e+01	7.964e-01	7.000e+00	4.343e-02	5.787e+00	1.568e+00	t
AX11-2a	0	564	30	1.00	-1.00	-	69.6	1.700e+01	8.485e-01	7.000e+00	3.901e-02	5.312e+00	1.080e+00	t
AX11-2a	0	566	30	1.00	-1.00	-	69.1	1.800e+01	8.527e-01	8.000e+00	3.508e-02	4.998e+00	7.538e-01	t
AX11-2a	0	570	30	1.00	-1.00	-	69.4	1.900e+01	9.143e-01	8.000e+00	3.166e-02	4.664e+00	6.419e-01	t
AX11-2a	0	575	30	1.00	-1.00	-	68.9	2.000e+01	9.194e-01	9.000e+00	2.912e-02	4.396e+00	6.228e-01	t
AX11-2a	0	580	30	1.00	-1.00	-	69.1	2.100e+01	9.420e-01	9.000e+00	2.691e-02	4.168e+00	6.614e-01	t
AX11-2a	0	585	30	1.00	-1.00	-	69.0	2.200e+01	9.470e-01	1.000e+01	2.504e-02	3.985e+00	6.684e-01	t
AX11-2a	100	555	30	1.00	-1.00	-	68.9	1.300e+01	6.696e-01	6.000e+00	5.935e-02	7.222e+00	3.631e+00	t
AX11-2a	100	560	30	1.00	-1.00	-	71.7	1.400e+01	7.746e-01	6.000e+00	5.123e-02	6.332e+00	2.232e+00	t
AX11-2a	100	562	30	1.00	-1.00	-	69.0	1.500e+01	7.773e-01	7.000e+00	4.667e-02	5.786e+00	1.501e+00	t
AX11-2a	100	564	30	1.00	-1.00	-	70.1	1.600e+01	8.294e-01	7.000e+00	4.173e-02	5.302e+00	1.076e+00	t
AX11-2a	100	566	30	1.00	-1.00	-	69.5	1.700e+01	8.335e-01	8.000e+00	3.748e-02	4.986e+00	8.391e-01	t
AX11-2a	100	570	30	1.00	-1.00	-	69.8	1.800e+01	8.951e-01	8.000e+00	3.374e-02	4.648e+00	7.989e-01	t
AX11-2a	100	575	30	1.00	-1.00	-	69.3	1.900e+01	9.003e-01	9.000e+00	3.102e-02	4.381e+00	7.985e-01	t
AX11-2a	100	580	30	1.00	-1.00	-	69.4	2.000e+01	9.229e-01	9.000e+00	2.861e-02	4.153e+00	8.435e-01	t
AX11-2a	100	585	30	1.00	-1.00	-	69.3	2.100e+01	9.279e-01	1.000e+01	2.660e-02	3.972e+00	8.501e-01	t
AX11-2a	200	555	30	1.00	-1.00	-	69.1	1.200e+01	6.557e-01	6.000e+00	6.591e-02	6.705e+00	3.068e+00	t
AX11-2a	200	560	30	1.00	-1.00	-	72.0	1.300e+01	7.607e-01	6.000e+00	5.628e-02	5.824e+00	1.849e+00	t
AX11-2a	200	562	30	1.00	-1.00	-	69.2	1.400e+01	7.634e-01	7.000e+00	5.112e-02	5.307e+00	1.269e+00	t
AX11-2a	200	564	30	1.00	-1.00	-	70.3	1.500e+01	8.155e-01	7.000e+00	4.551e-02	4.847e+00	1.044e+00	t
AX11-2a	200	566	30	1.00	-1.00	-	69.6	1.600e+01	8.197e-01	8.000e+00	4.078e-02	4.554e+00	1.018e+00	t
AX11-2a	200	570	30	1.00	-1.00	-	69.9	1.700e+01	8.813e-01	8.000e+00	3.660e-02	4.236e+00	1.085e+00	t
AX11-2a	200	575	30	1.00	-1.00	-	69.4	1.800e+01	8.864e-01	9.000e+00	3.359e-02	3.991e+00	1.105e+00	t
AX11-2a	200	580	30	1.00	-1.00	-	69.6	1.900e+01	9.090e-01	9.000e+00	3.093e-02	3.781e+00	1.151e+00	t
AX11-2a	200	585	30	1.00	-1.00	-	69.5	2.000e+01	9.140e-01	1.000e+01	2.872e-02	3.618e+00	1.155e+00	t
AX11-2a	300	555	30	1.00	-1.00	-	69.7	1.100e+01	6.250e-01	6.000e+00	7.466e-02	5.431e+00	2.201e+00	t
AX11-2a	300	560	30	1.00	-1.00	-	72.8	1.200e+01	7.300e-01	6.000e+00	6.269e-02	4.659e+00	1.411e+00	t
AX11-2a	300	562	30	1.00	-1.00	-	69.5	1.300e+01	7.327e-01	7.000e+00	5.683e-02	4.233e+00	1.200e+00	t
AX11-2a	300	564	30	1.00	-1.00	-	70.7	1.400e+01	7.848e-01	7.000e+00	5.028e-02	3.847e+00	1.268e+00	t
AX11-2a	300	566	30	1.00	-1.00	-	70.0	1.500e+01	7.889e-01	8.000e+00	4.493e-02	3.612e+00	1.444e+00	t
AX11-2a	300	570	30	1.00	-1.00	-	70.3	1.600e+01	8.506e-01	8.000e+00	4.016e-02	3.350e+00	1.557e+00	t
AX11-2a	300	575	30	1.00	-1.00	-	69.7	1.700e+01	8.557e-01	9.000e+00	3.679e-02	3.155e+00	1.567e+00	t
AX11-2a	300	580	30	1.00	-1.00	-	69.8	1.800e+01	8.783e-01	9.000e+00	3.380e-02	2.990e+00	1.592e+00	t
AX11-2a	300	585	30	1.00	-1.00	-	69.7	1.900e+01	8.833e-01	1.000e+01	3.133e-02	2.864e+00	1.581e+00	t
AX11-2a	400	560	30	1.00	-1.00	-	73.3	1.100e+01	6.546e-01	6.000e+00	7.146e-02	3.944e+00	1.506e+00	t
AX11-2a	400	562	30	1.00	-1.00	-	69.6	1.200e+01	6.573e-01	7.000e+00	6.432e-02	3.559e+00	1.568e+00	t
AX11-2a	400	564	30	1.00	-1.00	-	70.9	1.300e+01	7.094e-01	7.000e+00	5.653e-02	3.212e+00	1.725e+00	t
AX11-2a	400	566	30	1.00	-1.00	-	70.1	1.400e+01	7.135e-01	8.000e+00	5.031e-02	3.009e+00	1.957e+00	t
