START TIME: 01/08/2020 11:58:07.935 AM
FINISH TIME: 01/08/2020 12:30:36.865 PM
#DATA: 1
##DATA TABLE Moment (m) [A·m²] vs Field (µ0H) [T]
Step,Iteration,Segment,Field (µ0H) [T],Moment (m) [A·m²],Time Stamp [s],Field Status,Moment (m) Status
1,0,0,-7.7576667096534483E-06,1.803603432378674E-07,0,GOOD,GOOD
1,0,0,-0.00050219897551056201,1.7554362313627125E-07,19.26,GOOD,GOOD
1,0,0,-0.0010229612087298812,1.699656773855839E-07,38.52,GOOD,GOOD
1,0,0,-0.001576142023682135,1.6432472244099434E-07,57.79,GOOD,GOOD
1,0,0,-0.0021455492182510874,1.5847026777779606E-07,77.05,GOOD,GOOD
1,0,0,-0.0027508279211228238,1.5223619553362626E-07,96.31,GOOD,GOOD
1,0,0,-0.0033809075121720112,1.4540977190815891E-07,115.57,GOOD,GOOD
1,0,0,-0.0040381480958080543,1.3823736721085348E-07,134.83,GOOD,GOOD
1,0,0,-0.0047315150825049009,1.3049440540102864E-07,154.09,GOOD,GOOD
1,0,0,-0.0054568931753489905,1.2308883033209797E-07,173.35,GOOD,GOOD
1,0,0,-0.0062131205177772065,1.1409677242479537E-07,192.61,GOOD,GOOD
1,0,0,-0.0070020722035044414,1.0577438893757233E-07,211.87,GOOD,GOOD
1,0,0,-0.0078326334666943588,9.6220086427639464E-08,231.13,GOOD,GOOD
1,0,0,-0.0087001764971302905,8.7031595107486848E-08,250.39,GOOD,GOOD
1,0,0,-0.009611436220426494,7.7868921611198552E-08,269.65,GOOD,GOOD
1,0,0,-0.010564624883355841,6.7481010369257082E-08,288.91,GOOD,GOOD
1,0,0,-0.011563156928145944,5.7593486521945938E-08,308.17,GOOD,GOOD
1,0,0,-0.012609469802691581,4.8138660927611267E-08,327.43,GOOD,GOOD
1,0,0,-0.013699074845660231,3.8115476145224004E-08,346.69,GOOD,GOOD
1,0,0,-0.014840976893935926,2.7924554658679254E-08,365.95,GOOD,GOOD
1,0,0,-0.0160416124551611,1.8096148146486265E-08,385.21,GOOD,GOOD
1,0,0,-0.017299953561438527,7.6790533050150034E-09,404.47,GOOD,GOOD
1,0,0,-0.018618443096816675,-2.3580770795395214E-09,423.73,GOOD,GOOD
1,0,0,-0.019992144546642259,-1.2007749426992623E-08,442.99,GOOD,GOOD
1,0,0,-0.021430149893923545,-2.1522540084644501E-08,462.25,GOOD,GOOD
1,0,0,-0.022939628808061052,-3.0616841356578379E-08,481.51,GOOD,GOOD
1,0,0,-0.024521441269743094,-4.0148662948322691E-08,500.77,GOOD,GOOD
1,0,0,-0.026173623019234617,-4.846075624222328E-08,520.03,GOOD,GOOD
1,0,0,-0.027912756080570745,-5.6558843521465905E-08,539.29,GOOD,GOOD
1,0,0,-0.029726483822662027,-6.5714913650948293E-08,558.55,GOOD,GOOD
1,0,0,-0.031623361388682082,-7.3013476783714984E-08,577.81,GOOD,GOOD
1,0,0,-0.033613593443569373,-8.0535058754344698E-08,597.07,GOOD,GOOD
1,0,0,-0.035697551589487425,-8.7606465193278668E-08,616.33,GOOD,GOOD
1,0,0,-0.037878631035720381,-9.4195185541101985E-08,635.59,GOOD,GOOD
1,0,0,-0.040160851452535722,-1.0079745482845785E-07,654.85,GOOD,GOOD
1,0,0,-0.042552207297344713,-1.0714032857570749E-07,674.11,GOOD,GOOD
1,0,0,-0.045059597565840603,-1.1286301620322324E-07,693.37,GOOD,GOOD
1,0,0,-0.047683611370561867,-1.1854950405985308E-07,712.63,GOOD,GOOD
1,0,0,-0.050421337615750225,-1.2341483221583225E-07,731.89,GOOD,GOOD
1,0,0,-0.053296083969898031,-1.2786857232949296E-07,751.15,GOOD,GOOD
1,0,0,-0.056311631737957099,-1.3304199478320784E-07,770.41,GOOD,GOOD
1,0,0,-0.059462030934855421,-1.3738939512621597E-07,789.67,GOOD,GOOD
1,0,0,-0.062762157191623355,-1.4108198365831505E-07,808.93,GOOD,GOOD
1,0,0,-0.06621753254595332,-1.4482909102660506E-07,828.19,GOOD,GOOD
1,0,0,-0.069839589671202407,-1.4791083211107144E-07,847.45,GOOD,GOOD
1,0,0,-0.07361956909351719,-1.5126708961646815E-07,866.71,GOOD,GOOD
1,0,0,-0.077591327318264916,-1.5402762902297946E-07,885.97,GOOD,GOOD
1,0,0,-0.081742880511983362,-1.5626626679172317E-07,905.23,GOOD,GOOD
1,0,0,-0.086092471269192658,-1.5843681447337433E-07,924.49,GOOD,GOOD
1,0,0,-0.090645715317165962,-1.609162115771217E-07,943.75,GOOD,GOOD
1,0,0,-0.095419484856780007,-1.6247083144317549E-07,963.01,GOOD,GOOD
1,0,0,-0.10040830501007837,-1.6383959460027184E-07,982.27,GOOD,GOOD
1,0,0,-0.10563571581945697,-1.6543403550699823E-07,1001.53,GOOD,GOOD
1,0,0,-0.1111149003025439,-1.6688580976758896E-07,1020.79,GOOD,GOOD
1,0,0,-0.11684426411064947,-1.6815362137923625E-07,1040.05,GOOD,GOOD
1,0,0,-0.12284872962764394,-1.6904800135634461E-07,1059.31,GOOD,GOOD
1,0,0,-0.12913361098332521,-1.6988865981117341E-07,1078.57,GOOD,GOOD
1,0,0,-0.13571651066873464,-1.7097403711608442E-07,1097.83,GOOD,GOOD
1,0,0,-0.14260649799792036,-1.7144517222587767E-07,1117.09,GOOD,GOOD
1,0,0,-0.14982184691656406,-1.7216815465489955E-07,1136.36,GOOD,GOOD
1,0,0,-0.1573762659162615,-1.7279302488667373E-07,1155.62,GOOD,GOOD
1,0,0,-0.16528923084393082,-1.7291452259335309E-07,1174.88,GOOD,GOOD
1,0,0,-0.17357416411882076,-1.7331851213248114E-07,1194.13,GOOD,GOOD
1,0,0,-0.18224923443172314,-1.7368917942961072E-07,1213.39,GOOD,GOOD
1,0,0,-0.1913287765568365,-1.7373350299360878E-07,1232.65,GOOD,GOOD
1,0,0,-0.20083685303393423,-1.7383205327188945E-07,1251.91,GOOD,GOOD
1,0,0,-0.21079482787009973,-1.742571402983533E-07,1271.21,GOOD,GOOD
1,0,0,-0.22121880253070253,-1.7463224992152224E-07,1290.54,GOOD,GOOD
1,0,0,-0.23213054440799855,-1.7469396828238118E-07,1309.92,GOOD,GOOD
1,0,0,-0.24356287708619689,-1.7470781513738159E-07,1329.34,GOOD,GOOD
1,0,0,-0.2555304249205041,-1.7466124456176068E-07,1348.82,GOOD,GOOD
1,0,0,-0.26806497470993307,-1.7538611976452976E-07,1368.34,GOOD,GOOD
1,0,0,-0.28118676406824999,-1.7552415483190481E-07,1387.92,GOOD,GOOD
1,0,0,-0.29493092277702077,-1.7560166746641239E-07,1407.56,GOOD,GOOD
1,0,0,-0.3093163991932022,-1.7534474245894159E-07,1427.24,GOOD,GOOD
1,0,0,-0.32438159109195025,-1.7549049616682578E-07,1446.98,GOOD,GOOD
1,0,0,-0.34015560890236751,-1.7540853111980336E-07,1466.8,GOOD,GOOD
1,0,0,-0.35667349825912303,-1.7549506537236568E-07,1486.68,GOOD,GOOD
1,0,0,-0.37396659493652901,-1.7535648581753694E-07,1506.62,GOOD,GOOD
1,0,0,-0.39208091431734338,-1.7552885414333117E-07,1526.64,GOOD,GOOD
1,0,0,-0.41103996477407345,-1.7550500730359417E-07,1546.74,GOOD,GOOD
1,0,0,-0.43089610780605819,-1.7489888305979355E-07,1566.92,GOOD,GOOD
1,0,0,-0.45168255875155944,-1.7508926510187426E-07,1587.18,GOOD,GOOD
1,0,0,-0.47345981070589821,-1.7534199455359055E-07,1607.52,GOOD,GOOD
1,0,0,-0.49625337169473022,-1.7523151852408281E-07,1627.96,GOOD,GOOD
1,0,0,-0.52012113177960517,-1.7496453312021156E-07,1648.5,GOOD,GOOD
1,0,0,-0.5451133176905254,-1.752232441520044E-07,1669.14,GOOD,GOOD
1,0,0,-0.57128670326028619,-1.7543287634504827E-07,1689.88,GOOD,GOOD
1,0,0,-0.59868233997735454,-1.7525491911499262E-07,1710.72,GOOD,GOOD
1,0,0,-0.62738139407598148,-1.7496572439620481E-07,1731.68,GOOD,GOOD
1,0,0,-0.65742907228902081,-1.7499806283704429E-07,1752.76,GOOD,GOOD
1,0,0,-0.68888307515195324,-1.749268408832432E-07,1773.96,GOOD,GOOD
1,0,0,-0.7218249479766673,-1.7479686000050885E-07,1795.3,GOOD,GOOD
1,0,0,-0.75631812868527326,-1.7470909349363693E-07,1816.78,GOOD,GOOD
1,0,0,-0.79243039387468439,-1.7460846868139187E-07,1838.4,GOOD,GOOD
1,0,0,-0.83025216117347356,-1.7434778642429621E-07,1860.18,GOOD,GOOD
1,0,0,-0.86985215513431668,-1.7436005238237191E-07,1882.11,GOOD,GOOD
1,0,0,-0.9113129521693043,-1.739966784966676E-07,1904.21,GOOD,GOOD
1,0,0,-0.95472738564120663,-1.7402142973202672E-07,1926.47,GOOD,GOOD
1,0,0,-1.0001911148972575,-1.7376939319223351E-07,1948.93,GOOD,GOOD
