[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1578587330.556000 1/9/2020, 10:28:50 AM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082

INFO, NAME, MC4-2r
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: FC-ZFC LTSIRM and RTSIRM LTD 10K.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1578587330.556,,0.000000e+000,1.000603e+001,1.744603e-003,0.000000e+000,3,9.886630e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.169724e-003,0.000000e+000,0,,0,
1578587411.506,,0.000000e+000,1.554395e+001,1.711269e-003,0.000000e+000,3,9.881991e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.133711e-001,0.000000e+000,0,,0,
1578587485.246,,0.000000e+000,2.161885e+001,1.576600e-003,0.000000e+000,3,9.889544e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,8.464108e-001,0.000000e+000,0,,0,
1578587533.866,,0.000000e+000,2.563717e+001,1.506307e-003,0.000000e+000,3,9.894035e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.806900e-001,0.000000e+000,0,,0,
1578587592.756,,0.000000e+000,3.044376e+001,1.435678e-003,0.000000e+000,3,9.890059e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,8.592510e-001,0.000000e+000,0,,0,
1578587653.996,,0.000000e+000,3.554743e+001,1.366019e-003,0.000000e+000,3,9.893413e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.080009e-001,0.000000e+000,0,,0,
1578587715.146,,0.000000e+000,4.051663e+001,1.298327e-003,0.000000e+000,3,9.902954e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,8.180885e-001,0.000000e+000,0,,0,
1578587775.086,,0.000000e+000,4.554865e+001,1.243569e-003,0.000000e+000,3,9.895728e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,8.629303e-001,0.000000e+000,0,,0,
1578587835.106,,0.000000e+000,5.049962e+001,1.201533e-003,0.000000e+000,3,9.882351e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,9.349785e-001,0.000000e+000,0,,0,
1578587896.036,,0.000000e+000,5.554172e+001,1.168556e-003,0.000000e+000,3,9.896004e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,8.982887e-001,0.000000e+000,0,,0,
