specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,correction,s_tensor,aniso_type,NLT_beta
AX12-1a,AX12-1,AX12,3.58e-07,3.3918240647859665e-08,-2.0914275772174407e-07,-8.11211295349375e-08,2.7900299144546775e-07,2.085650987310168e-10,1.161797435191548e-08,-3.186575310900317e-08,2.295764195989736e-09,3.126667359352025e-09,3e-05,ZI,793.0,1,,,
AX12-1a,AX12-1,AX12,3.4e-07,3.0541152776201767e-08,-2.07768681094482e-07,-6.630744427126963e-08,2.6083615161720185e-07,-6.058097282423172e-09,1.0609740410703454e-08,-2.7990978522257485e-08,2.180334711275168e-09,2.998541434221657e-09,3e-05,IZ,803.0,1,,,
AX12-1a,AX12-1,AX12,3.12e-07,8.709923695584861e-08,-1.949313878224904e-07,-6.108779403680561e-08,2.3582628238030353e-07,5.269669906519335e-10,1.3337488410795927e-08,-8.607038275140707e-08,2.0007777350525075e-09,2.563848869284653e-09,3e-05,ZI,813.0,1,,,
AX12-1a,AX12-1,AX12,2.33e-07,1.1189532737993736e-07,-1.64538943479272e-07,-3.738233078530504e-08,1.6068135369041107e-07,-1.3775603536428227e-08,1.2004412640547583e-08,-1.1039334723535638e-07,1.4941705521385712e-09,1.9158778988934742e-09,3e-05,IZ,823.0,1,,,
AX12-1a,AX12-1,AX12,2.08e-07,1.7036037293412853e-07,-1.4503129971219668e-07,-3.241833633466963e-08,1.4552997482678e-07,-6.622129202357818e-09,1.9683642104067756e-08,-1.6908979361452188e-07,1.3338518233683383e-09,1.6596511967691747e-09,3e-05,ZI,828.0,1,,,
AX12-1a,AX12-1,AX12,1.3900000000000001e-07,1.9705073083132476e-07,-1.031908133599209e-07,-2.4964485089199716e-08,8.971861859362915e-08,-2.881303680526271e-08,2.2660349313791767e-08,-1.9361122901369825e-07,8.913721319624954e-10,1.398288151708178e-09,3e-05,IZ,833.0,1,,,
AX12-1a,AX12-1,AX12,1.3900000000000001e-07,2.551450760473882e-07,-1.0395584037553058e-07,-2.077242667702545e-08,8.990377935195389e-08,-3.97260693950554e-09,3.154511787251969e-08,-2.531563425311334e-07,8.913721319624954e-10,1.5408890146407043e-09,3e-05,ZI,835.0,1,,,
AX12-1a,AX12-1,AX12,8.44e-08,2.5585200194356104e-07,-6.465627448659296e-08,-1.3507399481388132e-08,5.254023533221509e-08,-2.4733626474658075e-08,2.991351636704036e-08,-2.5289064070957403e-07,5.412360283283065e-10,1.5110614346369085e-09,3e-05,IZ,837.0,1,,,
AX12-1a,AX12-1,AX12,8.57e-08,2.974877772581929e-07,-6.579075139574181e-08,-1.3504901769106086e-08,5.32323647698512e-08,-3.072145064484888e-08,3.936526836563178e-08,-2.9326702121922623e-07,5.495726022243587e-10,1.7555536500173256e-09,3e-05,ZI,839.0,1,,,
AX12-1a,AX12-1,AX12,3e-08,3.2034034027757877e-07,-2.475466270670185e-08,-4.49868465904587e-09,1.633917105045081e-08,-2.771601708683082e-08,2.807994316582825e-08,-3.1790135702415823e-07,1.9238247452427954e-10,1.9780914509100796e-09,3e-05,IZ,843.0,1,,,
AX12-1a,AX12-1,AX12,2.87e-08,3.531893339118405e-07,-2.1963368707688498e-08,-4.98995494214937e-09,1.7787658212520517e-08,-1.940879745539924e-08,3.766372297419193e-08,-3.50638628993082e-07,1.8404590062822745e-10,2.168919274543248e-09,3e-05,ZI,848.0,1,,,
AX12-1a,AX12-1,AX12,1.63e-08,3.569211774897314e-07,-1.3932178565780735e-08,-2.181720940887123e-09,8.174625015699155e-09,-2.7796169243107608e-08,3.172703808762531e-08,-3.544199415527451e-07,1.045278111581919e-10,2.2468948891811147e-09,3e-05,IZ,853.0,1,,,
AX12-1a,AX12-1,AX12,1.57e-08,3.8389066918558664e-07,-1.3039871971933266e-08,-2.463909387915889e-09,8.389331885420273e-09,-4.1169398403827084e-08,3.916634466798351e-08,-3.796618547710228e-07,1.0068016166770632e-10,2.4197019123499956e-09,3e-05,ZI,858.0,1,,,
AX12-1a,AX12-1,AX12,4.19e-07,1.712772491112005e-08,-2.54478764697393e-07,-5.455552001713926e-08,3.283675586195269e-07,5.285900705567132e-09,-1.629144530480677e-08,8.381075334743882e-11,2.6869418941891046e-09,4.360669422550338e-09,3e-05,P,373.0,1,,,
AX12-1a,AX12-1,AX12,4.09e-07,2.0015267891694394e-08,-2.4727190955495577e-07,-4.4491238872949e-08,3.227353906973885e-07,6.003778783585653e-09,-1.8755026275632895e-08,-3.5797455907339174e-09,2.6228144026810116e-09,4.082783626015267e-09,3e-05,P,573.0,1,,,
AX12-1a,AX12-1,AX12,3.86e-07,1.688550396721886e-08,-2.3155303168879384e-07,-3.999615348606471e-08,3.062343893524168e-07,-4.4919196848372895e-09,1.1104554761871974e-08,-1.1900914473792406e-08,2.475321172212397e-09,3.9010890667423365e-09,3e-05,P,698.0,1,,,
AX12-1a,AX12-1,AX12,3.73e-07,2.3339439468859725e-08,-2.254968306057579e-07,-5.7478421378015444e-08,2.915071362122194e-07,-6.050959580525483e-09,1.7377846438950323e-08,-1.4357081041063868e-08,2.391955433251876e-09,2.9669652737744458e-09,3e-05,P,748.0,1,,,
AX12-1a,AX12-1,AX12,3.58e-07,3.043677928293387e-08,-2.0914275772174407e-07,-8.11211295349375e-08,2.7900299144546775e-07,-2.8868682170009387e-09,9.928514518377331e-09,-2.8626702996923567e-08,2.295764195989736e-09,3.11018333814252e-09,3e-05,P,793.0,1,,,
AX12-1a,AX12-1,AX12,3.12e-07,1.0071396350586614e-07,-1.949313878224904e-07,-6.108779403680561e-08,2.3582628238030353e-07,-5.1964381415965205e-09,6.469500263544331e-09,-1.003715350188563e-07,2.0007777350525075e-09,2.0392542299573634e-09,3e-05,P,813.0,1,,,
AX12-1a,AX12-1,AX12,2.08e-07,2.0592678981602933e-07,-1.4503129971219668e-07,-3.241833633466963e-08,1.4552997482678e-07,-1.5702920858355646e-08,1.4710775330016124e-08,-2.0479954621444143e-07,1.3338518233683383e-09,1.4193551453791295e-09,3e-05,P,828.0,1,,,
AX12-1a,AX12-1,AX12,1.3900000000000001e-07,2.673293874796229e-07,-1.0395584037553058e-07,-2.077242667702545e-08,8.990377935195389e-08,-1.9716243131540515e-08,2.6742083893690267e-08,-2.6525672869134e-07,8.913721319624954e-10,1.9580260740471124e-09,3e-05,P,835.0,1,,,
AX12-1a,AX12-1,AX12,8.57e-08,3.3168225517346175e-07,-6.579075139574181e-08,-1.3504901769106086e-08,5.32323647698512e-08,-2.501606167107648e-08,4.013505910905232e-08,-3.2829330192030293e-07,5.495726022243587e-10,2.026428731655745e-09,3e-05,P,839.0,1,,,
AX12-1a,AX12-1,AX12,2.87e-08,3.717860669737995e-07,-2.1963368707688498e-08,-4.98995494214937e-09,1.7787658212520517e-08,-1.6812215052693663e-08,4.722522557985652e-08,-3.6839110614915797e-07,1.8404590062822745e-10,3.1123209211927897e-09,3e-05,P,848.0,1,,,
AX12-2a,AX12-2,AX12,5.5e-07,0.0,-2.5047517915733625e-07,-2.410376506954322e-07,4.262194687872987e-07,0.0,0.0,0.0,3.5270120329451256e-09,0.0,3e-05,ZI,273.0,1,,,
AX12-2a,AX12-2,AX12,5.49e-07,2.3797393679145403e-08,-2.5539365775329614e-07,-2.3157682762134673e-07,4.2725548854078545e-07,1.9711235956849696e-08,-1.3333445331369743e-08,4.856510063258271e-11,4.694132378392422e-09,6.620392525974903e-09,3e-05,ZI,373.0,1,,,
AX12-2a,AX12-2,AX12,5.35e-07,5.54849451841222e-08,-1.8994935136879844e-07,-2.672847029623889e-07,4.2273293162099434e-07,-4.459295786491208e-08,3.2742393728678416e-08,-4.240625408995875e-09,4.574427727577315e-09,6.463174562429505e-09,3e-05,IZ,473.0,1,,,
AX12-2a,AX12-2,AX12,5.3e-07,1.1203251637875724e-08,-2.3169280259310833e-07,-2.2768388299185143e-07,4.1878215655911595e-07,7.497409331502944e-09,-5.289601156508078e-09,-6.428205051375232e-09,4.53167606657192e-09,6.372585017842132e-09,3e-05,ZI,573.0,1,,,
AX12-2a,AX12-2,AX12,5.079999999999999e-07,3.4803783258276094e-08,-2.010913997525393e-07,-2.413573943506001e-07,3.9921530173310405e-07,-2.5631353708310153e-08,2.2413776340106005e-08,-7.208305372572591e-09,4.343568758148179e-09,6.112578609706103e-09,3e-05,IZ,673.0,1,,,
AX12-2a,AX12-2,AX12,5.05e-07,1.7011635773962422e-08,-2.0246692804661793e-07,-2.395872549247574e-07,3.957651959495491e-07,5.157251139372899e-09,-5.816490270049302e-09,-1.5131654018309327e-08,4.317917761544942e-09,6.0403180208232324e-09,3e-05,ZI,698.0,1,,,
AX12-2a,AX12-2,AX12,4.9e-07,1.3347828912852959e-08,-1.957344166953974e-07,-2.408511457485691e-07,3.79181702765988e-07,4.856177147838387e-09,-9.712359370957528e-09,-7.76222620418776e-09,4.189662778528755e-09,5.90696777693969e-09,3e-05,IZ,723.0,1,,,
AX12-2a,AX12-2,AX12,4.870000000000001e-07,3.0710255120704114e-08,-1.877482295072053e-07,-2.455644902966735e-07,3.7632125029321e-07,-1.8246910102742647e-08,1.4360614042544724e-08,-2.0098328428061597e-08,4.164011781925519e-09,5.79882117847735e-09,3e-05,ZI,748.0,1,,,
AX12-2a,AX12-2,AX12,4.71e-07,2.0785473143701028e-08,-1.86363213627119e-07,-2.393940890129222e-07,3.6027797983258137e-07,-1.1170303171457654e-08,6.4705610163742035e-09,-1.6290858203256763e-08,4.027206466708253e-09,5.629216905746748e-09,3e-05,IZ,773.0,1,,,
AX12-2a,AX12-2,AX12,4.66e-07,3.4383315853036725e-08,-1.6454724124766208e-07,-2.4954899010688057e-07,3.574989607459296e-07,4.556730117159624e-09,1.2923124716776072e-09,-3.40555215517925e-08,3.9844548057028575e-09,5.468203171633559e-09,3e-05,ZI,793.0,1,,,
AX12-2a,AX12-2,AX12,4.41e-07,3.267612229219448e-08,-1.710563985029006e-07,-2.3116945509101941e-07,3.3433724226316463e-07,-1.493251843615414e-08,8.729206196544069e-09,-2.7722731113412732e-08,3.77069650067588e-09,5.218960563242495e-09,3e-05,IZ,803.0,1,,,
AX12-2a,AX12-2,AX12,3.87e-07,1.1079744114904497e-07,-1.44094722002963e-07,-2.0655493998855797e-07,2.938379959385988e-07,-7.32183629849717e-09,3.175488402169139e-08,-1.0589660532407553e-07,3.308978561817609e-09,4.1763187145841565e-09,3e-05,ZI,813.0,1,,,
AX12-2a,AX12-2,AX12,2.61e-07,1.2646533944566752e-07,-1.1409799546988506e-07,-1.379207841210673e-07,1.8994868974853192e-07,-1.5091331788552508e-08,2.719213875605729e-08,-1.2258189660723585e-07,2.2316367044816436e-09,2.725531552906073e-09,3e-05,IZ,823.0,1,,,
AX12-2a,AX12-2,AX12,2.21e-07,1.8458384937399524e-07,-9.404439125347573e-08,-1.1449151570490735e-07,1.6397666085561122e-07,-5.300903559381226e-10,2.155343146675118e-08,-1.8332039178974162e-07,1.88962341643848e-09,2.209843240928701e-09,3e-05,ZI,828.0,1,,,
AX12-2a,AX12-2,AX12,1.33e-07,2.004854402526376e-07,-6.624532427876771e-08,-6.220850021591191e-08,9.711158279056006e-08,-1.5924115421008007e-08,3.5976084850810096e-09,-1.998196474687622e-07,1.1371941827435195e-09,1.6760614085626537e-09,3e-05,IZ,833.0,1,,,
AX12-2a,AX12-2,AX12,1.33e-07,2.6413437874649995e-07,-6.139777948880966e-08,-6.607187970397781e-08,9.774364115494467e-08,-5.872285442128482e-09,3.1499762351057405e-08,-2.621836212872813e-07,1.1371941827435195e-09,1.9204967375076346e-09,3e-05,ZI,835.0,1,,,
AX12-2a,AX12-2,AX12,7.59e-08,2.6123196774239977e-07,-3.754427273065887e-08,-3.715315434284779e-08,5.450578600022603e-08,-1.2577375847779667e-08,1.5980941057072204e-08,-2.6043916777297587e-07,6.489702140619032e-10,1.9333927151854885e-09,3e-05,IZ,837.0,1,,,
AX12-2a,AX12-2,AX12,7.63e-08,3.014742105620385e-07,-3.292082330821102e-08,-4.079922357113827e-08,5.543764739508547e-08,-3.1965562380192746e-08,1.3390141146643398e-08,-2.994755525511144e-07,6.523903469423348e-10,2.267655298755472e-09,3e-05,ZI,839.0,1,,,
AX12-2a,AX12-2,AX12,3.33e-08,3.239371105159476e-07,-1.7959350813705484e-08,-1.7525796384432698e-08,2.189059568494339e-08,-1.6777478603058036e-08,2.0015763277726648e-08,-3.228825436618635e-07,2.847260622959338e-10,2.60634953467835e-09,3e-05,IZ,843.0,1,,,
AX12-2a,AX12-2,AX12,3.27e-08,3.604035300666222e-07,-1.6474528311026622e-08,-1.711956791120186e-08,2.2467761603304633e-08,-1.8279416984859493e-08,3.5754469877496664e-08,-3.5815944114731286e-07,2.7959586297528637e-10,2.903505613574727e-09,3e-05,ZI,848.0,1,,,
AX12-2a,AX12-2,AX12,2.3500000000000002e-08,3.681520271957893e-07,-1.3485311012432441e-08,-1.1805497372916411e-08,1.51995598184958e-08,-1.9450859891784472e-08,3.7538054292549774e-08,-3.657163841801033e-07,2.0093280672535871e-10,3.024948146290611e-09,3e-05,IZ,853.0,1,,,
AX12-2a,AX12-2,AX12,2.33e-08,3.9890888288647465e-07,-1.343164621581726e-08,-1.1390864358898078e-08,1.5255460959614016e-08,-3.3456539434613606e-08,9.671552641698913e-09,-3.9738572934152295e-07,1.9922274028514287e-10,3.297900815934144e-09,3e-05,ZI,858.0,1,,,
AX12-2a,AX12-2,AX12,5.49e-07,5.262865382423327e-08,-2.5539365775329614e-07,-2.3157682762134673e-07,4.2725548854078545e-07,4.0202007778530856e-08,-3.395510902621791e-08,-7.901550123757093e-10,4.694132378392422e-09,5.65390716796355e-09,3e-05,P,373.0,1,,,
AX12-2a,AX12-2,AX12,5.3e-07,2.5371301627897116e-08,-2.3169280259310833e-07,-2.2768388299185143e-07,4.1878215655911595e-07,-1.8827721997309015e-08,1.596299361935607e-08,-5.865378538012565e-09,4.53167606657192e-09,5.3546455409257825e-09,3e-05,P,573.0,1,,,
AX12-2a,AX12-2,AX12,5.05e-07,1.1000041287130043e-08,-2.0246692804661793e-07,-2.395872549247574e-07,3.957651959495491e-07,-3.816169356312181e-09,1.2533562118260907e-09,-1.0240452039279634e-08,4.317917761544942e-09,3.0781195923884726e-09,3e-05,P,698.0,1,,,
AX12-2a,AX12-2,AX12,4.870000000000001e-07,4.7432666595210586e-08,-1.877482295072053e-07,-2.455644902966735e-07,3.7632125029321e-07,-3.683481497627299e-08,2.5891558202542064e-08,-1.492251586832857e-08,4.164011781925519e-09,3.8989514836920665e-09,3e-05,P,748.0,1,,,
AX12-2a,AX12-2,AX12,4.66e-07,3.673275076878654e-08,-1.6454724124766208e-07,-2.4954899010688057e-07,3.574989607459296e-07,-1.5866990620105266e-08,1.2505865635939216e-08,-3.067795482751603e-08,3.9844548057028575e-09,3.890401151490987e-09,3e-05,P,793.0,1,,,
AX12-2a,AX12-2,AX12,3.87e-07,1.128180567017437e-07,-1.44094722002963e-07,-2.0655493998855797e-07,2.938379959385988e-07,6.101246016372494e-09,2.950141216985112e-10,-1.1265257068382219e-07,3.308978561817609e-09,1.9623012401476516e-09,3e-05,P,813.0,1,,,
AX12-2a,AX12-2,AX12,2.21e-07,2.2095097856436493e-07,-9.404439125347573e-08,-1.1449151570490735e-07,1.6397666085561122e-07,-1.0723049822357883e-08,3.0896200934525414e-08,-2.1851722105790908e-07,1.88962341643848e-09,1.2397981691564684e-09,3e-05,P,828.0,1,,,
AX12-2a,AX12-2,AX12,1.33e-07,2.803380497299463e-07,-6.139777948880966e-08,-6.607187970397781e-08,9.774364115494467e-08,-1.933084157114636e-08,2.9502013745068907e-08,-2.781103591661534e-07,1.1371941827435195e-09,1.9580260740471124e-09,3e-05,P,835.0,1,,,
AX12-2a,AX12-2,AX12,7.63e-08,3.3966372421670504e-07,-3.292082330821102e-08,-4.079922357113827e-08,5.543764739508547e-08,-2.0661552744545593e-08,2.3334016606100514e-08,-3.3823079318118336e-07,6.523903469423348e-10,2.7190056399431517e-09,3e-05,P,839.0,1,,,
AX12-2a,AX12-2,AX12,3.27e-08,3.874696413829905e-07,-1.6474528311026622e-08,-1.711956791120186e-08,2.2467761603304633e-08,-1.1559007213482968e-08,3.6821538043758035e-08,-3.855428467522047e-07,2.7959586297528637e-10,3.1807235788014235e-09,3e-05,P,848.0,1,,,
AX12-4a,AX12-4,AX12,4.83e-07,0.0,-3.122553730024797e-07,-1.723742267044648e-07,3.256880532029384e-07,0.0,0.0,0.0,3.097357839840901e-09,0.0,3e-05,ZI,273.0,1,,,
AX12-4a,AX12-4,AX12,4.81e-07,1.677988119191035e-08,-3.1369930419334954e-07,-1.6539488035464946e-07,3.249588898631326e-07,9.751858298013406e-09,-1.3643847903753384e-08,5.577516735412709e-10,4.112709788719044e-09,5.810207109109905e-09,3e-05,ZI,373.0,1,,,
AX12-4a,AX12-4,AX12,4.6700000000000004e-07,2.1802377117200597e-08,-2.7857948707110253e-07,-1.9074735579363038e-07,3.226420859728929e-07,-1.5768623569649327e-08,1.2483803560050525e-08,-8.41717335887778e-09,3.993005137903937e-09,5.640919262852096e-09,3e-05,IZ,473.0,1,,,
AX12-4a,AX12-4,AX12,4.61e-07,1.0681577911575402e-08,-2.8848322414269964e-07,-1.7128880377187944e-07,3.1616226069952045e-07,-5.350372290160821e-10,1.0423303143755231e-08,-2.272574183168651e-09,3.941703144697462e-09,5.544262471519763e-09,3e-05,ZI,573.0,1,,,
AX12-4a,AX12-4,AX12,4.42e-07,1.0215663017809882e-08,-2.715822273289737e-07,-1.743526912264519e-07,3.0200700796691324e-07,1.9349278316540557e-09,-2.0995572071265626e-09,-9.80855161141246e-09,3.77924683287696e-09,5.302509040633888e-09,3e-05,IZ,673.0,1,,,
AX12-4a,AX12-4,AX12,4.37e-07,1.889765768427212e-08,-2.6502671461083795e-07,-1.7675084696991463e-07,2.9914708529083696e-07,-4.7760075222821976e-09,5.528832974294852e-09,-1.7428230662961256e-08,3.736495171871564e-09,5.218120004272666e-09,3e-05,ZI,698.0,1,,,
AX12-4a,AX12-4,AX12,4.24e-07,1.6684859820249532e-08,-2.670845883226831e-07,-1.6624551459117188e-07,2.842608864385308e-07,4.044361004138784e-09,-1.1846107972521754e-08,-1.1031655233596422e-08,3.6253408532575354e-09,5.0968658627376016e-09,3e-05,IZ,723.0,1,,,
AX12-4a,AX12-4,AX12,4.19e-07,3.170888119491593e-08,-2.5332676225425135e-07,-1.7936534575576748e-07,2.814509269263329e-07,-1.114879118612305e-08,1.6658899685907952e-08,-2.4569059057610935e-08,3.58258919225214e-09,4.9707516381001505e-09,3e-05,ZI,748.0,1,,,
AX12-4a,AX12-4,AX12,4.01e-07,4.15881285745415e-08,-2.6767556568983335e-07,-1.4412844241569285e-07,2.6149145993598733e-07,1.692561360552825e-08,-3.210157554711237e-08,-2.0312185746541153e-08,3.4286832126327164e-09,4.782846732280203e-09,3e-05,IZ,773.0,1,,,
AX12-4a,AX12-4,AX12,3.96e-07,4.322120949756247e-08,-2.491220464084943e-07,-1.617817485705788e-07,2.618794986681661e-07,1.1173430697365044e-08,-7.319530748771459e-09,-4.11053751533927e-08,3.385931551627321e-09,4.6106194738552215e-09,3e-05,ZI,793.0,1,,,
AX12-4a,AX12-4,AX12,3.7e-07,3.595146569436235e-08,-2.3667047515191778e-07,-1.5135708336582035e-07,2.4078646038836487e-07,2.638335238376423e-10,-8.702246043868946e-09,-3.4881358792864987e-08,3.1636229143992648e-09,4.366566840437996e-09,3e-05,IZ,803.0,1,,,
AX12-4a,AX12-4,AX12,3.4e-07,9.62424140116344e-08,-2.0906441220795798e-07,-1.5078200953425257e-07,2.2171345730233336e-07,-3.1752364311000298e-09,1.5049091552091662e-08,-9.500549969265053e-08,2.9071129483668915e-09,3.7769247623471146e-09,3e-05,ZI,813.0,1,,,
AX12-4a,AX12-4,AX12,2.43e-07,1.1077598029306912e-07,-1.5823720150660056e-07,-1.1538855198989335e-07,1.4385920244821035e-07,-1.2350519757641695e-08,-5.42743667006677e-10,-1.1008400383760787e-07,2.0777307248622197e-09,2.740511523114847e-09,3e-05,IZ,823.0,1,,,
AX12-4a,AX12-4,AX12,2.1100000000000002e-07,1.6548495922910683e-07,-1.342277592248316e-07,-9.539070331320747e-08,1.319262004868338e-07,-8.469879373212926e-09,3.42835066316343e-09,-1.6523250069581578e-07,1.804120094427689e-09,2.3330032269049497e-09,3e-05,ZI,828.0,1,,,
AX12-4a,AX12-4,AX12,1.37e-07,1.8566086768118853e-07,-9.250186415959836e-08,-5.870346805448855e-08,8.22575708696461e-08,-2.4751593685471446e-08,-1.3713743480854386e-08,-1.8349182444431265e-07,1.1713955115478358e-09,1.8734790518578987e-09,3e-05,IZ,833.0,1,,,
AX12-4a,AX12-4,AX12,1.37e-07,2.271542895363181e-07,-9.036175177246434e-08,-6.117950533614583e-08,8.283007873614535e-08,-6.800084416997257e-09,-7.869817567255501e-09,-2.269160551352179e-07,1.1713955115478358e-09,1.982091677264085e-09,3e-05,ZI,835.0,1,,,
AX12-4a,AX12-4,AX12,8.55e-08,2.2895303140108723e-07,-5.749873669533296e-08,-3.907610110694508e-08,4.9771513948448246e-08,-1.2803193156358804e-08,-1.8876337662993587e-08,-2.2781407487067354e-07,7.310534031922625e-10,1.8597758758171348e-09,3e-05,IZ,837.0,1,,,
AX12-4a,AX12-4,AX12,8.61e-08,2.5329105567737175e-07,-5.584405473588547e-08,-4.192890231390208e-08,5.0364855816399244e-08,-2.3597479765617815e-08,-1.5788750991445212e-08,-2.5169472218741263e-07,7.361836025129099e-10,2.0518875149142994e-09,3e-05,ZI,839.0,1,,,
AX12-4a,AX12-4,AX12,4.52e-08,2.7146478929184613e-07,-3.219467173021816e-08,-2.2126784848608605e-08,2.2736501587686623e-08,-1.750262588676387e-08,-1.0642545200917911e-08,-2.7069083128909414e-07,3.8647501548877504e-10,2.214322106376672e-09,3e-05,IZ,843.0,1,,,
AX12-4a,AX12-4,AX12,4.55e-08,2.9276068191828696e-07,-3.002185814770715e-08,-2.3624872777735918e-08,2.4714437472755514e-08,-1.3908184768966397e-08,-7.71012230714528e-09,-2.9232846814448564e-07,3.890401151490987e-10,2.3664386352118428e-09,3e-05,ZI,848.0,1,,,
AX12-4a,AX12-4,AX12,3.34e-08,2.988246088602907e-07,-2.4325294939987907e-08,-1.537781311056942e-08,1.695178132288752e-08,-2.3678335155316226e-08,-1.0577652857137091e-08,-2.976971557889194e-07,2.855810955160417e-10,2.462014076857768e-09,3e-05,IZ,853.0,1,,,
AX12-4a,AX12-4,AX12,3.14e-08,3.191017990325444e-07,-2.1525788407703257e-08,-1.4960812679027003e-08,1.728509523866886e-08,-2.607051754086929e-08,-2.2359458340614023e-08,-3.1724807467291576e-07,2.6848043111388357e-10,2.6301405579334875e-09,3e-05,ZI,858.0,1,,,
AX12-4a,AX12-4,AX12,4.81e-07,1.3540808687335266e-08,-3.1369930419334954e-07,-1.6539488035464946e-07,3.249588898631326e-07,8.033811580421861e-09,-1.0837174253845065e-08,1.1691986953001294e-09,4.112709788719044e-09,4.927128930871828e-09,3e-05,P,373.0,1,,,
AX12-4a,AX12-4,AX12,4.61e-07,2.8967836958272013e-08,-2.8848322414269964e-07,-1.7128880377187944e-07,3.1616226069952045e-07,1.5085866224907097e-08,-2.3489531290836306e-08,-7.732666941105075e-09,3.941703144697462e-09,6.479014225367683e-09,3e-05,P,573.0,1,,,
AX12-4a,AX12-4,AX12,4.37e-07,1.445356298413879e-08,-2.6502671461083795e-07,-1.7675084696991463e-07,2.9914708529083696e-07,-3.231924275505519e-09,1.7156888701039766e-09,-1.3982723630068159e-08,3.736495171871564e-09,3.5141865346435073e-09,3e-05,P,698.0,1,,,
AX12-4a,AX12-4,AX12,4.19e-07,2.0927710100573662e-08,-2.5332676225425135e-07,-1.7936534575576748e-07,2.814509269263329e-07,3.9329836771345765e-09,-5.474889875874239e-09,-1.981227574752824e-08,3.58258919225214e-09,3.2747772330132924e-09,3e-05,P,748.0,1,,,
AX12-4a,AX12-4,AX12,3.96e-07,3.994080016370467e-08,-2.491220464084943e-07,-1.617817485705788e-07,2.618794986681661e-07,8.154739707460215e-09,-1.249285234413177e-08,-3.704991738625451e-08,3.385931551627321e-09,3.3987570499289397e-09,3e-05,P,793.0,1,,,
AX12-4a,AX12-4,AX12,3.4e-07,1.0032371255006123e-07,-2.0906441220795798e-07,-1.5078200953425257e-07,2.2171345730233336e-07,-7.0670639766888206e-09,-2.8117570286263897e-09,-1.00034983525708e-07,2.9071129483668915e-09,1.8703851689860515e-09,3e-05,P,813.0,1,,,
AX12-4a,AX12-4,AX12,2.1100000000000002e-07,1.9186531663821867e-07,-1.342277592248316e-07,-9.539070331320747e-08,1.319262004868338e-07,1.536130589446216e-10,-1.4246206070852384e-08,-1.9133562591503665e-07,1.804120094427689e-09,1.026039864129491e-09,3e-05,P,828.0,1,,,
AX12-4a,AX12-4,AX12,1.37e-07,2.3505443450253472e-07,-9.036175177246434e-08,-6.117950533614583e-08,8.283007873614535e-08,-2.4804766461742294e-08,3.288461570339459e-09,-2.3371884126142934e-07,1.1713955115478358e-09,2.180334711275169e-09,3e-05,P,835.0,1,,,
AX12-4a,AX12-4,AX12,8.61e-08,2.801443903576743e-07,-5.584405473588547e-08,-4.192890231390208e-08,5.0364855816399244e-08,-2.486383747240614e-08,2.7757528365124067e-09,-2.7902502438170193e-07,7.361836025129099e-10,2.2316367044816436e-09,3e-05,P,839.0,1,,,
AX12-4a,AX12-4,AX12,4.55e-08,3.0706872125690973e-07,-3.002185814770715e-08,-2.3624872777735918e-08,2.4714437472755514e-08,-1.3800730770491793e-08,-1.879794231125457e-08,-3.061819341003268e-07,3.890401151490987e-10,2.5052473349161744e-09,3e-05,P,848.0,1,,,
AX13-2a,AX13-2,AX13,4.14e-07,0.0,-1.4867239864231253e-07,2.660179349213772e-07,-2.802266514486215e-07,0.0,0.0,0.0,4.4247969140584305e-09,0.0,3e-05,ZI,273.0,1,,,
AX13-2a,AX13-2,AX13,4.1300000000000006e-07,3.021591321088143e-09,-1.5425504115901232e-07,2.6083103003920594e-07,-2.8060925866000636e-07,-1.058306023260591e-09,-2.3462129885664234e-09,-1.5828098701637399e-09,2.648465399284249e-09,3.745495687143659e-09,3e-05,ZI,373.0,1,,,
AX13-2a,AX13-2,AX13,4.11e-07,7.540228133816545e-09,-1.5756622124880402e-07,2.57124703979369e-07,-2.792503760514833e-07,5.5180737595492225e-09,1.0018283749924798e-09,-5.040063710037082e-09,2.63563990098263e-09,3.736437696370382e-09,3e-05,IZ,473.0,1,,,
AX13-2a,AX13-2,AX13,4.06e-07,3.3625617623337197e-09,-1.6555188671427806e-07,2.482345821006387e-07,-2.753328259664367e-07,-2.7143964393932203e-09,-6.382652809009444e-10,-1.8792261722620557e-09,2.6035761552285837e-09,3.6910928474735542e-09,3e-05,ZI,573.0,1,,,
AX13-2a,AX13-2,AX13,3.94e-07,2.2665303285216556e-08,-1.7683744602211634e-07,2.3045904652445913e-07,-2.6618254180057014e-07,1.6186866636331733e-08,1.3180345675787974e-08,-8.830617723307715e-09,2.5266231654188715e-09,3.6050659761109526e-09,3e-05,IZ,673.0,1,,,
AX13-2a,AX13-2,AX13,3.89e-07,2.9184720737306605e-08,-1.8543240008244525e-07,2.2177466220180846e-07,-2.6029180587359584e-07,2.222206992967534e-08,1.6588013230792374e-08,-9.097546351091068e-09,2.494559419664825e-09,3.5551508607565962e-09,3e-05,ZI,698.0,1,,,
