tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_int_n	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_mad	specimen_int_dang	specimen_scat
AX11-6a	500	585	30	1.00	-1.00	-	70.4	1.400e+01	6.244e-01	1.000e+01	7.366e-02	2.047e+00	3.228e+00	t
AX11-9a	0	560	30	1.00	-1.00	-	76.5	1.500e+01	6.704e-01	6.000e+00	6.550e-02	6.011e+00	8.062e-01	t
AX11-9a	0	562	30	1.00	-1.00	-	73.4	1.600e+01	6.741e-01	7.000e+00	5.865e-02	5.445e+00	6.514e-01	t
AX11-9a	0	564	30	1.00	-1.00	-	74.0	1.700e+01	7.172e-01	7.000e+00	5.161e-02	4.934e+00	8.205e-01	t
AX11-9a	0	566	30	1.00	-1.00	-	72.9	1.800e+01	7.297e-01	8.000e+00	4.677e-02	4.614e+00	9.423e-01	t
AX11-9a	0	570	30	1.00	-1.00	-	73.0	1.900e+01	7.982e-01	8.000e+00	4.181e-02	4.256e+00	1.079e+00	t
AX11-9a	0	575	30	1.00	-1.00	-	71.6	2.000e+01	8.045e-01	9.000e+00	3.929e-02	3.990e+00	1.110e+00	t
AX11-9a	0	580	30	1.00	-1.00	-	71.9	2.100e+01	8.472e-01	9.000e+00	3.599e-02	3.743e+00	1.120e+00	t
AX11-9a	0	585	30	1.00	-1.00	-	71.7	2.200e+01	8.514e-01	1.000e+01	3.326e-02	3.553e+00	1.114e+00	t
AX11-9a	100	560	30	1.00	-1.00	-	76.6	1.400e+01	6.624e-01	6.000e+00	7.167e-02	5.897e+00	1.261e+00	t
AX11-9a	100	562	30	1.00	-1.00	-	73.3	1.500e+01	6.661e-01	7.000e+00	6.385e-02	5.344e+00	1.132e+00	t
AX11-9a	100	564	30	1.00	-1.00	-	73.9	1.600e+01	7.092e-01	7.000e+00	5.601e-02	4.834e+00	1.242e+00	t
AX11-9a	100	566	30	1.00	-1.00	-	72.9	1.700e+01	7.217e-01	8.000e+00	5.062e-02	4.521e+00	1.342e+00	t
AX11-9a	100	570	30	1.00	-1.00	-	72.9	1.800e+01	7.903e-01	8.000e+00	4.513e-02	4.163e+00	1.443e+00	t
AX11-9a	100	575	30	1.00	-1.00	-	71.5	1.900e+01	7.965e-01	9.000e+00	4.229e-02	3.903e+00	1.448e+00	t
AX11-9a	100	580	30	1.00	-1.00	-	71.8	2.000e+01	8.392e-01	9.000e+00	3.866e-02	3.663e+00	1.430e+00	t
AX11-9a	100	585	30	1.00	-1.00	-	71.7	2.100e+01	8.434e-01	1.000e+01	3.568e-02	3.479e+00	1.404e+00	t
AX11-9a	200	560	30	1.00	-1.00	-	76.0	1.300e+01	6.155e-01	6.000e+00	7.907e-02	5.280e+00	2.216e+00	t
AX11-9a	200	562	30	1.00	-1.00	-	72.6	1.400e+01	6.192e-01	7.000e+00	6.974e-02	4.826e+00	1.959e+00	t
AX11-9a	200	564	30	1.00	-1.00	-	73.3	1.500e+01	6.623e-01	7.000e+00	6.098e-02	4.358e+00	1.968e+00	t
AX11-9a	200	566	30	1.00	-1.00	-	72.2	1.600e+01	6.748e-01	8.000e+00	5.486e-02	4.087e+00	1.998e+00	t
AX11-9a	200	570	30	1.00	-1.00	-	72.4	1.700e+01	7.433e-01	8.000e+00	4.876e-02	3.761e+00	2.026e+00	t
AX11-9a	200	575	30	1.00	-1.00	-	70.9	1.800e+01	7.496e-01	9.000e+00	4.547e-02	3.530e+00	1.987e+00	t
AX11-9a	200	580	30	1.00	-1.00	-	71.3	1.900e+01	7.923e-01	9.000e+00	4.150e-02	3.320e+00	1.922e+00	t
AX11-9a	200	585	30	1.00	-1.00	-	71.1	2.000e+01	7.965e-01	1.000e+01	3.822e-02	3.161e+00	1.859e+00	t
AX11-9a	300	564	30	1.00	-1.00	-	71.2	1.400e+01	6.406e-01	7.000e+00	6.141e-02	4.221e+00	2.182e+00	t
AX11-9a	300	566	30	1.00	-1.00	-	70.2	1.500e+01	6.531e-01	8.000e+00	5.496e-02	3.945e+00	2.268e+00	t
AX11-9a	300	570	30	1.00	-1.00	-	70.6	1.600e+01	7.216e-01	8.000e+00	4.875e-02	3.621e+00	2.286e+00	t
AX11-9a	300	575	30	1.00	-1.00	-	69.2	1.700e+01	7.279e-01	9.000e+00	4.528e-02	3.406e+00	2.214e+00	t
AX11-9a	300	580	30	1.00	-1.00	-	69.7	1.800e+01	7.706e-01	9.000e+00	4.135e-02	3.207e+00	2.125e+00	t
AX11-9a	300	585	30	1.00	-1.00	-	69.6	1.900e+01	7.748e-01	1.000e+01	3.799e-02	3.057e+00	2.052e+00	t
AX11-9a	400	570	30	1.00	-1.00	-	68.7	1.500e+01	6.496e-01	8.000e+00	5.005e-02	3.772e+00	2.522e+00	t
AX11-9a	400	575	30	1.00	-1.00	-	67.5	1.600e+01	6.559e-01	9.000e+00	4.619e-02	3.552e+00	2.419e+00	t
AX11-9a	400	580	30	1.00	-1.00	-	68.1	1.700e+01	6.986e-01	9.000e+00	4.224e-02	3.346e+00	2.304e+00	t
AX11-9a	400	585	30	1.00	-1.00	-	68.1	1.800e+01	7.028e-01	1.000e+01	3.872e-02	3.189e+00	2.219e+00	t
AX11-9a	425	570	30	1.00	-1.00	-	69.5	1.400e+01	6.434e-01	8.000e+00	5.535e-02	3.625e+00	2.621e+00	t
AX11-9a	425	575	30	1.00	-1.00	-	68.1	1.500e+01	6.496e-01	9.000e+00	5.105e-02	3.427e+00	2.492e+00	t
AX11-9a	425	580	30	1.00	-1.00	-	68.6	1.600e+01	6.923e-01	9.000e+00	4.649e-02	3.236e+00	2.360e+00	t
AX11-9a	425	585	30	1.00	-1.00	-	68.7	1.700e+01	6.965e-01	1.000e+01	4.250e-02	3.086e+00	2.272e+00	t
AX11-9a	450	570	30	1.00	-1.00	-	68.1	1.300e+01	6.035e-01	8.000e+00	6.011e-02	3.040e+00	2.992e+00	t
AX11-9a	450	575	30	1.00	-1.00	-	66.7	1.400e+01	6.098e-01	9.000e+00	5.502e-02	2.927e+00	2.790e+00	t
AX11-9a	450	580	30	1.00	-1.00	-	67.4	1.500e+01	6.525e-01	9.000e+00	5.011e-02	2.802e+00	2.601e+00	t
AX11-9a	450	585	30	1.00	-1.00	-	67.5	1.600e+01	6.567e-01	1.000e+01	4.570e-02	2.688e+00	2.493e+00	t
AX11-9a	475	580	30	1.00	-1.00	-	69.0	1.400e+01	6.272e-01	9.000e+00	5.589e-02	2.772e+00	2.630e+00	t
AX11-9a	475	585	30	1.00	-1.00	-	69.0	1.500e+01	6.315e-01	1.000e+01	5.072e-02	2.663e+00	2.512e+00	t
AX12-14a	475	585	30	1.00	-1.00	-	30.3	1.600e+01	7.544e-01	1.000e+01	6.428e-02	1.738e+00	5.505e-01	t
AX12-14a	500	585	30	1.00	-1.00	-	29.8	1.500e+01	7.339e-01	1.000e+01	6.750e-02	1.788e+00	5.787e-01	t
AX12-6a	425	564	30	1.00	-1.00	-	37.2	1.200e+01	6.873e-01	7.000e+00	7.987e-02	3.645e+00	2.047e+00	t
AX12-6a	450	564	30	1.00	-1.00	-	36.1	1.100e+01	6.519e-01	7.000e+00	8.276e-02	3.695e+00	1.877e+00	t
AX12-6a	475	564	30	1.00	-1.00	-	35.9	1.000e+01	6.446e-01	7.000e+00	9.337e-02	3.860e+00	1.866e+00	t
AX12-8a	400	562	30	1.00	-1.00	-	42.4	1.300e+01	7.956e-01	7.000e+00	6.357e-02	1.549e+00	2.313e+00	t
AX12-8a	450	562	30	1.00	-1.00	-	41.7	1.200e+01	7.759e-01	7.000e+00	6.747e-02	1.516e+00	2.425e+00	t
AX12-8a	475	559	30	1.00	-1.00	-	39.6	1.000e+01	6.452e-01	7.000e+00	8.193e-02	1.425e+00	2.917e+00	t
AX12-8a	475	562	30	1.00	-1.00	-	40.4	1.100e+01	7.331e-01	7.000e+00	6.794e-02	1.438e+00	2.557e+00	t
AX12-8a	475	565	30	1.00	-1.00	-	38.3	1.200e+01	7.529e-01	8.000e+00	6.382e-02	1.457e+00	2.288e+00	t
AX12-8a	475	570	30	1.00	-1.00	-	37.2	1.300e+01	7.868e-01	8.000e+00	5.816e-02	1.439e+00	2.122e+00	t
AX12-8a	500	559	30	1.00	-1.00	-	38.8	9.000e+00	6.351e-01	7.000e+00	9.053e-02	1.456e+00	2.971e+00	t
AX12-8a	500	562	30	1.00	-1.00	-	39.8	1.000e+01	7.230e-01	7.000e+00	7.493e-02	1.465e+00	2.616e+00	t
AX12-8a	500	565	30	1.00	-1.00	-	37.7	1.100e+01	7.428e-01	8.000e+00	6.966e-02	1.485e+00	2.349e+00	t
AX12-8a	500	570	30	1.00	-1.00	-	36.5	1.200e+01	7.767e-01	8.000e+00	6.300e-02	1.466e+00	2.193e+00	t
AX12-8a	510	562	30	1.00	-1.00	-	38.6	9.000e+00	6.862e-01	7.000e+00	8.143e-02	1.445e+00	2.637e+00	t
AX12-8a	510	565	30	1.00	-1.00	-	36.5	1.000e+01	7.060e-01	8.000e+00	7.481e-02	1.468e+00	2.381e+00	t
AX12-8a	510	570	30	1.00	-1.00	-	35.4	1.100e+01	7.400e-01	8.000e+00	6.701e-02	1.448e+00	2.242e+00	t
AX12-8a	520	562	30	1.00	-1.00	-	38.3	8.000e+00	6.643e-01	7.000e+00	9.886e-02	1.443e+00	2.792e+00	t
AX12-8a	520	565	30	1.00	-1.00	-	36.1	9.000e+00	6.842e-01	8.000e+00	8.907e-02	1.491e+00	2.521e+00	t
AX12-8a	520	570	30	1.00	-1.00	-	34.9	1.000e+01	7.181e-01	8.000e+00	7.869e-02	1.483e+00	2.383e+00	t
AX13-6a	0	560	30	1.00	-1.00	-	74.9	1.500e+01	8.362e-01	6.000e+00	3.918e-02	6.208e+00	7.052e-01	t
AX13-6a	0	562	30	1.00	-1.00	-	74.6	1.600e+01	8.376e-01	7.000e+00	3.350e-02	5.514e+00	7.155e-01	t
AX13-6a	0	564	30	1.00	-1.00	-	73.9	1.700e+01	8.793e-01	7.000e+00	2.955e-02	4.993e+00	7.150e-01	t
AX13-6a	0	566	30	1.00	-1.00	-	73.7	1.800e+01	8.829e-01	8.000e+00	2.659e-02	4.638e+00	6.886e-01	t
AX13-6a	0	570	30	1.00	-1.00	-	73.6	1.900e+01	9.256e-01	8.000e+00	2.407e-02	4.335e+00	6.133e-01	t
AX13-6a	0	575	30	1.00	-1.00	-	73.6	2.000e+01	9.295e-01	9.000e+00	2.212e-02	4.102e+00	5.901e-01	t
AX13-6a	0	580	30	1.00	-1.00	-	73.5	2.100e+01	9.533e-01	9.000e+00	2.047e-02	3.904e+00	5.483e-01	t
AX13-6a	0	585	30	1.00	-1.00	-	73.4	2.200e+01	9.576e-01	1.000e+01	1.914e-02	3.743e+00	5.420e-01	t
AX13-6a	100	560	30	1.00	-1.00	-	75.1	1.400e+01	8.257e-01	6.000e+00	4.197e-02	5.123e+00	7.509e-01	t
AX13-6a	100	562	30	1.00	-1.00	-	74.8	1.500e+01	8.271e-01	7.000e+00	3.581e-02	4.555e+00	7.365e-01	t
AX13-6a	100	564	30	1.00	-1.00	-	74.1	1.600e+01	8.688e-01	7.000e+00	3.155e-02	4.135e+00	6.691e-01	t
AX13-6a	100	566	30	1.00	-1.00	-	73.8	1.700e+01	8.724e-01	8.000e+00	2.835e-02	3.844e+00	6.473e-01	t
AX13-6a	100	570	30	1.00	-1.00	-	73.7	1.800e+01	9.151e-01	8.000e+00	2.564e-02	3.600e+00	5.496e-01	t
AX13-6a	100	575	30	1.00	-1.00	-	73.7	1.900e+01	9.190e-01	9.000e+00	2.354e-02	3.411e+00	5.152e-01	t
AX13-6a	100	580	30	1.00	-1.00	-	73.6	2.000e+01	9.428e-01	9.000e+00	2.177e-02	3.249e+00	4.783e-01	t
AX13-6a	100	585	30	1.00	-1.00	-	73.5	2.100e+01	9.471e-01	1.000e+01	2.034e-02	3.117e+00	4.737e-01	t
AX13-6a	200	555	30	1.00	-1.00	-	76.8	1.200e+01	6.977e-01	6.000e+00	5.560e-02	3.816e+00	1.526e+00	t
AX13-6a	200	560	30	1.00	-1.00	-	74.7	1.300e+01	7.760e-01	6.000e+00	4.505e-02	3.231e+00	1.196e+00	t
AX13-6a	200	562	30	1.00	-1.00	-	74.4	1.400e+01	7.774e-01	7.000e+00	3.832e-02	2.898e+00	1.054e+00	t
AX13-6a	200	564	30	1.00	-1.00	-	73.7	1.500e+01	8.191e-01	7.000e+00	3.364e-02	2.668e+00	8.598e-01	t
AX13-6a	200	566	30	1.00	-1.00	-	73.5	1.600e+01	8.227e-01	8.000e+00	3.018e-02	2.490e+00	8.029e-01	t
AX13-6a	200	570	30	1.00	-1.00	-	73.4	1.700e+01	8.654e-01	8.000e+00	2.724e-02	2.350e+00	6.681e-01	t
AX13-6a	200	575	30	1.00	-1.00	-	73.4	1.800e+01	8.693e-01	9.000e+00	2.498e-02	2.237e+00	5.983e-01	t
AX13-6a	200	580	30	1.00	-1.00	-	73.3	1.900e+01	8.931e-01	9.000e+00	2.308e-02	2.136e+00	5.517e-01	t
AX13-6a	200	585	30	1.00	-1.00	-	73.2	2.000e+01	8.974e-01	1.000e+01	2.154e-02	2.055e+00	5.271e-01	t
AX13-6a	300	550	30	1.00	-1.00	-	76.6	1.000e+01	6.111e-01	5.000e+00	6.855e-02	3.973e+00	2.945e+00	t
AX13-6a	300	555	30	1.00	-1.00	-	75.0	1.100e+01	6.809e-01	6.000e+00	5.113e-02	3.452e+00	1.889e+00	t
AX13-6a	300	560	30	1.00	-1.00	-	73.2	1.200e+01	7.593e-01	6.000e+00	4.126e-02	2.972e+00	1.433e+00	t
AX13-6a	300	562	30	1.00	-1.00	-	73.1	1.300e+01	7.607e-01	7.000e+00	3.498e-02	2.689e+00	1.234e+00	t
AX13-6a	300	564	30	1.00	-1.00	-	72.4	1.400e+01	8.024e-01	7.000e+00	3.064e-02	2.501e+00	9.880e-01	t
AX13-6a	300	566	30	1.00	-1.00	-	72.3	1.500e+01	8.060e-01	8.000e+00	2.743e-02	2.343e+00	9.122e-01	t
AX13-6a	300	570	30	1.00	-1.00	-	72.3	1.600e+01	8.487e-01	8.000e+00	2.472e-02	2.222e+00	7.614e-01	t
AX13-6a	300	575	30	1.00	-1.00	-	72.3	1.700e+01	8.526e-01	9.000e+00	2.264e-02	2.122e+00	6.758e-01	t
AX13-6a	300	580	30	1.00	-1.00	-	72.2	1.800e+01	8.764e-01	9.000e+00	2.089e-02	2.030e+00	6.224e-01	t
AX13-6a	300	585	30	1.00	-1.00	-	72.2	1.900e+01	8.807e-01	1.000e+01	1.947e-02	1.957e+00	5.868e-01	t
AX13-6a	400	555	30	1.00	-1.00	-	74.2	1.000e+01	6.364e-01	6.000e+00	5.578e-02	3.470e+00	2.155e+00	t
AX13-6a	400	560	30	1.00	-1.00	-	72.5	1.100e+01	7.147e-01	6.000e+00	4.448e-02	3.018e+00	1.606e+00	t
AX13-6a	400	562	30	1.00	-1.00	-	72.4	1.200e+01	7.161e-01	7.000e+00	3.754e-02	2.746e+00	1.368e+00	t
AX13-6a	400	564	30	1.00	-1.00	-	71.9	1.300e+01	7.578e-01	7.000e+00	3.273e-02	2.569e+00	1.086e+00	t
AX13-6a	400	566	30	1.00	-1.00	-	71.7	1.400e+01	7.614e-01	8.000e+00	2.922e-02	2.412e+00	9.977e-01	t
AX13-6a	400	570	30	1.00	-1.00	-	71.7	1.500e+01	8.041e-01	8.000e+00	2.627e-02	2.293e+00	8.340e-01	t
AX13-6a	400	575	30	1.00	-1.00	-	71.8	1.600e+01	8.080e-01	9.000e+00	2.403e-02	2.194e+00	7.375e-01	t
AX13-6a	400	580	30	1.00	-1.00	-	71.8	1.700e+01	8.318e-01	9.000e+00	2.214e-02	2.102e+00	6.790e-01	t
AX13-6a	400	585	30	1.00	-1.00	-	71.7	1.800e+01	8.361e-01	1.000e+01	2.061e-02	2.029e+00	6.364e-01	t
AX13-6a	425	555	30	1.00	-1.00	-	73.2	9.000e+00	6.046e-01	6.000e+00	6.014e-02	3.124e+00	1.811e+00	t
AX13-6a	425	560	30	1.00	-1.00	-	71.7	1.000e+01	6.829e-01	6.000e+00	4.741e-02	2.711e+00	1.342e+00	t
AX13-6a	425	562	30	1.00	-1.00	-	71.6	1.100e+01	6.844e-01	7.000e+00	3.985e-02	2.469e+00	1.149e+00	t
AX13-6a	425	564	30	1.00	-1.00	-	71.1	1.200e+01	7.260e-01	7.000e+00	3.456e-02	2.314e+00	8.991e-01	t
AX13-6a	425	566	30	1.00	-1.00	-	71.0	1.300e+01	7.297e-01	8.000e+00	3.077e-02	2.174e+00	8.338e-01	t
AX13-6a	425	570	30	1.00	-1.00	-	71.0	1.400e+01	7.723e-01	8.000e+00	2.761e-02	2.069e+00	6.809e-01	t
AX13-6a	425	575	30	1.00	-1.00	-	71.1	1.500e+01	7.763e-01	9.000e+00	2.523e-02	1.981e+00	5.987e-01	t
AX13-6a	425	580	30	1.00	-1.00	-	71.1	1.600e+01	8.001e-01	9.000e+00	2.321e-02	1.898e+00	5.514e-01	t
AX13-6a	425	585	30	1.00	-1.00	-	71.1	1.700e+01	8.043e-01	1.000e+01	2.157e-02	1.832e+00	5.239e-01	t
AX13-6a	450	560	30	1.00	-1.00	-	72.8	9.000e+00	6.630e-01	6.000e+00	5.281e-02	2.847e+00	1.564e+00	t
AX13-6a	450	562	30	1.00	-1.00	-	72.6	1.000e+01	6.644e-01	7.000e+00	4.410e-02	2.608e+00	1.336e+00	t
AX13-6a	450	564	30	1.00	-1.00	-	71.9	1.100e+01	7.061e-01	7.000e+00	3.819e-02	2.459e+00	1.049e+00	t
AX13-6a	450	566	30	1.00	-1.00	-	71.8	1.200e+01	7.097e-01	8.000e+00	3.390e-02	2.317e+00	9.710e-01	t
AX13-6a	450	570	30	1.00	-1.00	-	71.8	1.300e+01	7.524e-01	8.000e+00	3.032e-02	2.212e+00	7.975e-01	t
AX13-6a	450	575	30	1.00	-1.00	-	71.8	1.400e+01	7.563e-01	9.000e+00	2.761e-02	2.123e+00	7.024e-01	t
AX13-6a	450	580	30	1.00	-1.00	-	71.8	1.500e+01	7.801e-01	9.000e+00	2.534e-02	2.036e+00	6.472e-01	t
AX13-6a	450	585	30	1.00	-1.00	-	71.7	1.600e+01	7.844e-01	1.000e+01	2.352e-02	1.968e+00	6.132e-01	t
AX13-6a	475	560	30	1.00	-1.00	-	71.9	8.000e+00	6.383e-01	6.000e+00	6.096e-02	2.973e+00	1.881e+00	t
AX13-6a	475	562	30	1.00	-1.00	-	71.8	9.000e+00	6.398e-01	7.000e+00	5.048e-02	2.742e+00	1.621e+00	t
AX13-6a	475	564	30	1.00	-1.00	-	71.2	1.000e+01	6.814e-01	7.000e+00	4.332e-02	2.607e+00	1.296e+00	t
AX13-6a	475	566	30	1.00	-1.00	-	71.0	1.100e+01	6.851e-01	8.000e+00	3.827e-02	2.466e+00	1.204e+00	t
AX13-6a	475	570	30	1.00	-1.00	-	71.1	1.200e+01	7.278e-01	8.000e+00	3.409e-02	2.367e+00	9.979e-01	t
AX13-6a	475	575	30	1.00	-1.00	-	71.1	1.300e+01	7.317e-01	9.000e+00	3.097e-02	2.278e+00	8.879e-01	t
AX13-6a	475	580	30	1.00	-1.00	-	71.2	1.400e+01	7.555e-01	9.000e+00	2.834e-02	2.190e+00	8.194e-01	t
AX13-6a	475	585	30	1.00	-1.00	-	71.1	1.500e+01	7.598e-01	1.000e+01	2.624e-02	2.120e+00	7.797e-01	t
AX13-6a	500	564	30	1.00	-1.00	-	67.7	9.000e+00	6.268e-01	7.000e+00	2.958e-02	2.428e+00	1.317e+00	t
AX13-6a	500	566	30	1.00	-1.00	-	67.7	1.000e+01	6.304e-01	8.000e+00	2.596e-02	2.297e+00	1.250e+00	t
AX13-6a	500	570	30	1.00	-1.00	-	68.0	1.100e+01	6.731e-01	8.000e+00	2.323e-02	2.218e+00	1.036e+00	t
AX13-6a	500	575	30	1.00	-1.00	-	68.2	1.200e+01	6.770e-01	9.000e+00	2.122e-02	2.137e+00	9.471e-01	t
AX13-6a	500	580	30	1.00	-1.00	-	68.3	1.300e+01	7.008e-01	9.000e+00	1.947e-02	2.057e+00	8.771e-01	t
AX13-6a	500	585	30	1.00	-1.00	-	68.4	1.400e+01	7.051e-01	1.000e+01	1.797e-02	1.989e+00	8.609e-01	t
AX13-6a	520	570	30	1.00	-1.00	-	65.6	1.000e+01	6.272e-01	8.000e+00	1.696e-02	2.622e+00	1.027e+00	t
AX13-6a	520	575	30	1.00	-1.00	-	66.0	1.100e+01	6.311e-01	9.000e+00	1.619e-02	2.520e+00	9.289e-01	t
AX13-6a	520	580	30	1.00	-1.00	-	66.3	1.200e+01	6.549e-01	9.000e+00	1.528e-02	2.418e+00	8.541e-01	t
AX13-6a	520	585	30	1.00	-1.00	-	66.4	1.300e+01	6.592e-01	1.000e+01	1.418e-02	2.335e+00	8.445e-01	t
AX13-7a	475	580	30	1.00	-1.00	-	72.5	1.400e+01	6.038e-01	9.000e+00	2.947e-02	3.729e+00	2.130e+00	t
AX13-7a	475	585	30	1.00	-1.00	-	72.6	1.500e+01	6.079e-01	1.000e+01	2.734e-02	3.622e+00	2.088e+00	t
AX13-8a	425	555	30	1.00	-1.00	-	85.6	9.000e+00	7.091e-01	6.000e+00	3.596e-02	5.913e+00	2.700e+00	t
AX13-8a	425	560	30	1.00	-1.00	-	85.2	1.000e+01	7.691e-01	6.000e+00	2.821e-02	4.987e+00	2.472e+00	t
AX13-8a	425	562	30	1.00	-1.00	-	85.6	1.100e+01	7.704e-01	7.000e+00	2.419e-02	4.480e+00	2.488e+00	t
AX13-8a	425	564	30	1.00	-1.00	-	85.4	1.200e+01	8.061e-01	7.000e+00	2.106e-02	4.163e+00	2.196e+00	t
AX13-8a	425	566	30	1.00	-1.00	-	85.5	1.300e+01	8.093e-01	8.000e+00	1.890e-02	3.920e+00	2.120e+00	t
AX13-8a	425	570	30	1.00	-1.00	-	85.6	1.400e+01	8.410e-01	8.000e+00	1.709e-02	3.740e+00	1.940e+00	t
AX13-8a	425	575	30	1.00	-1.00	-	85.8	1.500e+01	8.434e-01	9.000e+00	1.578e-02	3.602e+00	1.810e+00	t
AX13-8a	425	580	30	1.00	-1.00	-	85.8	1.600e+01	8.537e-01	9.000e+00	1.462e-02	3.491e+00	1.692e+00	t
AX13-8a	425	585	30	1.00	-1.00	-	85.8	1.700e+01	8.556e-01	1.000e+01	1.366e-02	3.406e+00	1.576e+00	t
AX13-8a	450	550	30	1.00	-1.00	-	84.4	7.000e+00	6.075e-01	5.000e+00	5.332e-02	7.413e+00	3.109e+00	t
AX13-8a	450	555	30	1.00	-1.00	-	84.4	8.000e+00	6.767e-01	6.000e+00	3.753e-02	5.850e+00	2.278e+00	t
AX13-8a	450	560	30	1.00	-1.00	-	84.1	9.000e+00	7.368e-01	6.000e+00	2.909e-02	4.916e+00	2.195e+00	t
AX13-8a	450	562	30	1.00	-1.00	-	84.7	1.000e+01	7.380e-01	7.000e+00	2.502e-02	4.421e+00	2.290e+00	t
AX13-8a	450	564	30	1.00	-1.00	-	84.5	1.100e+01	7.738e-01	7.000e+00	2.165e-02	4.105e+00	2.029e+00	t
AX13-8a	450	566	30	1.00	-1.00	-	84.7	1.200e+01	7.769e-01	8.000e+00	1.944e-02	3.868e+00	1.984e+00	t
AX13-8a	450	570	30	1.00	-1.00	-	84.8	1.300e+01	8.087e-01	8.000e+00	1.757e-02	3.691e+00	1.819e+00	t
AX13-8a	450	575	30	1.00	-1.00	-	85.0	1.400e+01	8.110e-01	9.000e+00	1.625e-02	3.556e+00	1.703e+00	t
AX13-8a	450	580	30	1.00	-1.00	-	85.1	1.500e+01	8.213e-01	9.000e+00	1.503e-02	3.448e+00	1.597e+00	t
AX13-8a	450	585	30	1.00	-1.00	-	85.1	1.600e+01	8.233e-01	1.000e+01	1.403e-02	3.365e+00	1.487e+00	t
AX13-8a	475	555	30	1.00	-1.00	-	86.3	7.000e+00	6.591e-01	6.000e+00	3.886e-02	6.324e+00	2.424e+00	t
AX13-8a	475	560	30	1.00	-1.00	-	85.7	8.000e+00	7.191e-01	6.000e+00	2.993e-02	5.310e+00	2.361e+00	t
AX13-8a	475	562	30	1.00	-1.00	-	86.2	9.000e+00	7.204e-01	7.000e+00	2.543e-02	4.785e+00	2.487e+00	t
AX13-8a	475	564	30	1.00	-1.00	-	85.8	1.000e+01	7.562e-01	7.000e+00	2.204e-02	4.453e+00	2.204e+00	t
AX13-8a	475	566	30	1.00	-1.00	-	86.0	1.100e+01	7.593e-01	8.000e+00	1.966e-02	4.205e+00	2.163e+00	t
AX13-8a	475	570	30	1.00	-1.00	-	86.1	1.200e+01	7.910e-01	8.000e+00	1.766e-02	4.019e+00	1.983e+00	t
AX13-8a	475	575	30	1.00	-1.00	-	86.2	1.300e+01	7.934e-01	9.000e+00	1.626e-02	3.877e+00	1.859e+00	t
AX13-8a	475	580	30	1.00	-1.00	-	86.2	1.400e+01	8.037e-01	9.000e+00	1.500e-02	3.762e+00	1.751e+00	t
AX13-8a	475	585	30	1.00	-1.00	-	86.2	1.500e+01	8.057e-01	1.000e+01	1.398e-02	3.676e+00	1.634e+00	t
AX13-8a	500	560	30	1.00	-1.00	-	84.5	7.000e+00	6.452e-01	6.000e+00	3.468e-02	5.837e+00	2.204e+00	t
AX13-8a	500	562	30	1.00	-1.00	-	85.1	8.000e+00	6.464e-01	7.000e+00	2.943e-02	5.267e+00	2.421e+00	t
AX13-8a	500	564	30	1.00	-1.00	-	84.8	9.000e+00	6.822e-01	7.000e+00	2.517e-02	4.892e+00	2.142e+00	t
AX13-8a	500	566	30	1.00	-1.00	-	85.0	1.000e+01	6.854e-01	8.000e+00	2.241e-02	4.622e+00	2.127e+00	t
AX13-8a	500	570	30	1.00	-1.00	-	85.2	1.100e+01	7.171e-01	8.000e+00	2.007e-02	4.413e+00	1.943e+00	t
AX13-8a	500	575	30	1.00	-1.00	-	85.4	1.200e+01	7.194e-01	9.000e+00	1.849e-02	4.254e+00	1.824e+00	t
AX13-8a	500	580	30	1.00	-1.00	-	85.4	1.300e+01	7.297e-01	9.000e+00	1.700e-02	4.125e+00	1.725e+00	t
AX13-8a	500	585	30	1.00	-1.00	-	85.4	1.400e+01	7.317e-01	1.000e+01	1.580e-02	4.029e+00	1.609e+00	t
AX13-8a	520	566	30	1.00	-1.00	-	87.5	9.000e+00	6.012e-01	8.000e+00	2.170e-02	4.284e+00	3.620e+00	t
AX13-8a	520	570	30	1.00	-1.00	-	87.5	1.000e+01	6.329e-01	8.000e+00	1.921e-02	4.181e+00	3.303e+00	t
AX13-8a	520	575	30	1.00	-1.00	-	87.7	1.100e+01	6.353e-01	9.000e+00	1.754e-02	4.089e+00	3.097e+00	t
AX13-8a	520	580	30	1.00	-1.00	-	87.6	1.200e+01	6.456e-01	9.000e+00	1.608e-02	4.012e+00	2.924e+00	t
AX13-8a	520	585	30	1.00	-1.00	-	87.6	1.300e+01	6.475e-01	1.000e+01	1.491e-02	3.962e+00	2.743e+00	t
AX13-9a	0	562	30	1.00	-1.00	-	78.3	1.600e+01	8.956e-01	7.000e+00	3.612e-02	6.563e+00	1.232e+00	t
AX13-9a	0	564	30	1.00	-1.00	-	77.5	1.700e+01	9.379e-01	7.000e+00	3.192e-02	5.958e+00	1.070e+00	t
AX13-9a	0	566	30	1.00	-1.00	-	77.6	1.800e+01	9.408e-01	8.000e+00	2.871e-02	5.536e+00	1.029e+00	t
AX13-9a	0	570	30	1.00	-1.00	-	77.6	1.900e+01	9.698e-01	8.000e+00	2.607e-02	5.194e+00	8.860e-01	t
