Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,Comments,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
2235,Nuusap410858,70.3,-54,60.1,T+,1,6.6,&nbsp;,1.1,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2236,Nuusap410865,70.3,-54,60.1,T+,2,13.4,0.7,2.4,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2237,Nuusap410866,70.3,-54,60.1,T+,2,14.6,1.7,2.1,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2238,Nuusap410870,70.3,-54,60.1,T+,1,16.5,&nbsp;,3.4,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2239,Nuusap410871,70.3,-54,60.1,T+,1,5.6,&nbsp;,1,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2240,Qunnileer410747,70.3,-54,60.1,T+,3,15.2,0.6,2.2,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2241,Qunnileer410750,70.3,-54,60.1,T+,2,13.7,1.8,1.9,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2242,Qunnileer410754,70.3,-54,60.1,T+,2,10.4,0.2,1.6,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2243,Qunnileer410756,70.3,-54,60.1,T+,3,13.9,0.8,2.1,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2244,Qunnileer410773,70.3,-54,60.1,T+,1,20.5,&nbsp;,4.3,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2245,Sorluut410873,70.3,-54,60.1,T+,1,52.6,&nbsp;,8.3,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2246,Sorluut410874,70.3,-54,60.1,T+,1,60.5,&nbsp;,9.9,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2247,Sorluut410875,70.3,-54,60.1,T+,1,30.8,&nbsp;,5.5,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2248,Sorluut410877,70.3,-54,60.1,T+,2,39.7,0.8,5.7,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2249,Sorluut410879,70.3,-54,60.1,T+,2,34.3,2.3,4.6,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2250,Sorluut410883,70.3,-54,60.1,T+,2,29.6,0.9,4.7,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2251,Sorluut410892,70.3,-54,60.1,T+,1,28.6,&nbsp;,4.6,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2252,Sorluut410893,70.3,-54,60.1,T+,2,25.7,0.2,4.7,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2253,Sorluut410896,70.3,-54,60.1,T+,2,27.2,2.9,4.2,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2254,Sorluut410897,70.3,-54,60.1,T+,3,24.2,0.4,3.4,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2255,Sorluut410898,70.3,-54,60.1,T+,3,62.8,5.5,9.3,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2256,Sorluut410904,70.3,-54,60.1,T+,2,45.3,1.3,7.8,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2257,Sorluut410905,70.3,-54,60.1,T+,2,55.2,4.8,10,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2258,Sorluut410906,70.3,-54,60.1,T+,2,61.3,0.7,11.2,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2259,Sorluut410907,70.3,-54,60.1,T+,3,39.4,5.1,6.6,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2260,Sorluut410914,70.3,-54,60.1,T+,3,62,2.3,11.4,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2261,Sorluut410915,70.3,-54,60.1,T+,2,61.7,8.4,10.1,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2262,Sorluut410917,70.3,-54,60.1,T+,1,61.4,&nbsp;,9.2,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
1084,Disco-2-09,70.2,-53.4,64.7,S,3,21.4,5.2,3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1085,Disco-2-10,70.2,-53.4,64.7,S,8,63.4,10.7,9.3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1086,Disco-2-11,70.2,-53.4,64.7,S,2,15.6,1.8,2.7,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1087,Disco-2-12,70.2,-53.4,64.7,S,1,29.8,&nbsp;,5.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1088,Disco-2-13,70.2,-53.4,64.7,S,5,36.3,14.3,5.1,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1089,Disco-2-14,70.2,-53.4,64.7,S,5,20.2,4,3.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1090,Disco-2-15,70.2,-53.4,64.7,S,6,10.2,2.7,2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1091,Disco-2-16,70.2,-53.4,64.7,S,7,17.8,5.6,2.6,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1092,Disco-2-17,70.2,-53.4,64.7,S,8,70.6,17.5,10.7,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1093,Disco-2-18,70.2,-53.4,64.7,S,7,40.6,16.4,6,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1094,Disco-2-19,70.2,-53.4,64.7,S,7,24.3,11.9,3.7,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1095,Disco-2-20,70.2,-53.4,64.7,S,5,21.7,9.6,3.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1096,Disco-3-21,70.2,-53.4,64.7,S,8,36.8,14.1,5.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1097,Disco-3-22,70.2,-53.4,64.7,S,4,59.8,10.2,8,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1098,Disco-3-23,70.2,-53.4,64.7,S,2,24,9.3,3.3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1099,Disco-3-24,70.2,-53.4,64.7,S,2,26,8.5,4.3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1100,Disco-3-25,70.2,-53.4,64.7,S,1,36,&nbsp;,5.9,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1101,Disco-3-26,70.2,-53.4,64.7,S,2,25.1,4.1,3.9,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1102,Disco-3-27,70.2,-53.4,64.7,S,2,51.8,4.2,7.1,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1103,Disco-3-28,70.2,-53.4,64.7,S,4,74.6,8.8,14.9,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1104,Disco-3-29,70.2,-53.4,64.7,S,1,35.5,&nbsp;,5.1,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1105,Disco-3-32,70.2,-53.4,64.7,S,3,22.6,6.2,3.1,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1106,Disco-3-33,70.2,-53.4,64.7,S,3,25.4,1.6,3.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1107,Disco-3-34,70.2,-53.4,64.7,S,2,78.2,12.7,11.8,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1108,Disco-3-35,70.2,-53.4,64.7,S,1,36.8,&nbsp;,5.6,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1109,Disco-5-39,70.2,-53.5,64.7,S,11,51.1,9.9,7.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1110,Disco-5-40,70.2,-53.5,64.7,S,5,76.6,76.5,10.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1111,Disco-5-41,70.2,-53.5,64.7,S,7,76.1,13.8,12.7,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1112,Disco-5-42,70.2,-53.5,64.7,S,4,57.6,35.8,9.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1113,Disco-5-43,70.2,-53.5,64.7,S,8,19.8,5.7,3.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1114,Disco-5-44,70.2,-53.5,64.7,S,9,29.8,18.6,4.3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1115,Disco-5-45,70.2,-53.5,64.7,S,6,19.8,3.9,2.6,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1116,Disco-5-46,70.2,-53.5,64.7,S,6,24.7,4.4,4.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1117,Disco-5-49,70.2,-53.5,64.7,S,1,12.8,&nbsp;,1.8,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1118,Disco-5-52,70.2,-53.5,64.7,S,1,53.5,&nbsp;,7.5,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1119,Disco-5-53,70.2,-53.5,64.7,S,1,93.7,&nbsp;,14.3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1120,Disco-5-54,70.2,-53.5,64.7,S,3,22,8.1,3,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1121,Disco-6-60,70.3,-53.9,64.7,S,1,14.6,&nbsp;,2.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
410,Suiko433C08,44.8,170,64.7,S,1,14,&nbsp;,2.5,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
411,Suiko433C11A,44.8,170,64.7,T-,1,50,&nbsp;,11.4,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
412,Suiko433C20,44.8,170,64.7,S,1,33,&nbsp;,7,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
413,Suiko433C25,44.8,170,64.7,S,1,51,&nbsp;,9.9,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
414,Suiko433C48,44.8,170,64.7,ST,1,39,&nbsp;,8,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
415,Suiko433C52,44.8,170,64.7,T-,1,133,&nbsp;,33.6,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
416,Suiko433C64,44.8,170,64.7,T-,1,73,&nbsp;,11.3,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
639,Decan1,19,73.3,65,W,1,30.2,&nbsp;,6.8,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
640,Decan2,22.5,78.4,65,W,1,21,&nbsp;,4.7,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
641,Decan3,22.5,78.4,65,W,1,10.1,&nbsp;,2.3,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
642,DecanJI,16,74.1,65,W,1,12.6,&nbsp;,2.8,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
643,DecanMIX,17.9,73.6,65,W,1,22.7,&nbsp;,5.1,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
644,DecanMVII,17.9,73.6,65,W,1,40.7,&nbsp;,9.2,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
645,DecanMXIX,17.9,73.6,65,W,1,18.9,&nbsp;,4.3,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
646,DecanMXXII,17.9,73.6,65,W,1,21.8,&nbsp;,4.9,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
647,DecanNII,16.4,74.4,65,W,1,22.3,&nbsp;,5,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
648,DecanNIV,16.4,74.4,65,W,1,29.4,&nbsp;,6.6,VADMcalculatedusingapal-latof-19,"Radhakrishnamurty,C.,Likhite,S.D.,Sahasrabudhe,P.W.",1977,Phys.EarthPlanet.Interiors,13,289-300,&nbsp;,,60
388,DeccanAmboliS2,17.9,75.7,65,T-,1,44.8,&nbsp;,8.4,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
389,MA002,17.9,75.7,65,T-,2,53.1,2,12.4,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
390,MAG,17.9,75.7,65,T-,1,41.4,&nbsp;,7.7,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
391,MAI,17.9,75.7,65,T-,2,39.2,0.4,6.5,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
392,MAJ,17.9,75.7,65,T-,2,39.9,1.5,8.1,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
393,MAM,17.9,75.7,65,T-,2,38,1.1,6.3,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
394,MAW,17.9,75.7,65,T-,2,38.2,1.5,9.4,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
395,MAZ5,17.9,75.7,65,T-,2,18.4,1.6,2.8,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
396,MAZ6,17.9,75.7,65,T-,2,17.9,0.3,2.9,&nbsp;,"Kono,M.",1974,J.Geophys.Res.,79,1135-1141,&nbsp;,,40
335,13.Andes,-10,-75,65,ONR,1,27.2,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
1064,Deccan-BO3,19.3,74,67,S,2,25.5,5.7,3.9,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1065,Deccan-IG01,19.7,73.4,67,S,2,16,1,2.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1066,Deccan-IG05,19.7,73.5,67,S,1,16.6,&nbsp;,3.8,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1067,Deccan-IG09,19.7,73.5,67,S,1,17.8,&nbsp;,4.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1068,Deccan-IG11,19.7,73.5,67,S,1,15.1,&nbsp;,3.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1069,Deccan-IG24,19.8,73.6,67,S,2,55.6,18.1,8.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1070,Deccan-KH1,18.8,73.4,67,S,2,24.1,5.9,5.2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1071,Deccan-MD45,19.3,73.9,67,S,2,12.1,1.4,2,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1072,Deccan-PUNE1,18.5,73.9,67,S,2,21.3,2.1,3.6,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1073,Deccan-PUNE2,18.5,73.9,67,S,2,9.2,2.4,2.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1074,Deccan-RN01,22.5,75.8,67,S,2,18.7,4.2,3.4,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1075,Deccan-RN03,22.4,75.6,67,S,1,31.9,&nbsp;,7.1,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1076,Deccan-RN04,22.3,75.5,67,S,2,15.1,5.7,2.8,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1077,Deccan-RN08,22.6,74.1,67,S,2,21.2,3,4.9,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1078,Deccan-RN09,22.6,74.1,67,S,2,25.4,0.1,3.5,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1079,Deccan-RN10,22.6,74.1,67,S,2,21.6,4.7,3.1,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1080,Deccan-RN16,22.2,75.6,67,S,1,45.5,&nbsp;,11.7,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1081,Deccan-RN17,22.2,75.6,67,S,2,13.7,0.3,3.5,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1082,Deccan-RN18,22.1,74.9,67,S,2,45.5,6.2,6.7,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
1083,Deccan-TRM11,19.9,73.5,67,S,1,25.7,&nbsp;,6.5,&nbsp;,"Shaw,J.,Sherwood,G.J.,Mussett,A.E.,Rolph,T.C.,Subbarao,K.V.,Sharma,P.V.",1991,J.Geomag.Geoelect.,43,395-408,&nbsp;,,81
