Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,P,Ndir,INC,DEC,k,a95,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
8173,DSP-4,-32,-65,130,T+,5,46.1,2.5,8.6,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
8174,DSP-7,-32,-65,130,T+,3,35.1,1.9,6.4,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
8175,DSP-8,-32,-65,130,T+,2,53,&nbsp;,9.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
8176,DSP-9,-32,-65,130,T+,3,25.4,2.6,4.6,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
8171,DSP-2,-32,-65,130,T+,2,42.3,&nbsp;,8.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ruiz,R.C.,Goguitchaichvili,A.,Geuna,S.E.,Alva-Valdivia,L.M.,Sole,J.,Morales,J.",2006,EarthPlanetsSpace,58,1333-1339,&nbsp;,,615
8647,DY-73,-24.03,-50.47,130,MSPDp,7,14.9,0.6,3.3,N,9,-37.8,349.4,382,2.6,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8648,DY-78,-24,-50.49,130,MSPDp,7,5.7,0.2,1.3,N,9,-36.3,344.6,115,4.8,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8649,DY-88,-23.95,-50.54,130,MSPDp,7,20.1,0.6,4.2,N,21,-42.7,353.8,331,1.8,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8650,DY-91,-23.94,-50.56,130,MSPDp,7,15.8,0.3,3.6,N,6,-31.4,5.9,847,2.3,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8651,DY-99,-23.86,-50.62,130,MSPDp,7,11.6,0.3,2.7,N,10,-29.1,350.5,304,2.8,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8652,DY-106,-23.83,-50.62,130,MSPDp,7,26.4,0.7,6,N,10,-33.4,352.2,110,4.6,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8653,DY-108,-23.8,-50.7,130,MSPDp,7,14.7,0.7,3.5,N,9,-28,339.2,41,8.1,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8654,DY-205,-24.56,-50.5,130,MSPDp,7,15.1,0.5,3.1,R,9,45.4,161.9,826,1.8,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8655,DY-268,-25.19,-48.81,130,MSPDp,7,11,0.6,1.9,N,16,-58,354.4,90,3.9,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8656,DY-269,-25.22,-48.87,130,MSPDp,7,6.7,0.9,1.4,R,6,45,171.2,197,4.5,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
8657,DY-288,-25.09,-49.46,130,MSPDp,7,6,0.3,1.3,R,3,37.3,180.4,4454,1.9,"Brandt,D.,Hartmann,G.A.,Yokoyama,E.,Catelani,E.L.,Trindade,R.I.F.",2009,EarthPlanetsSpace,61,41-49,&nbsp;,,650
9276,M1-03,44.5,102.5,130,WT+,4,36.2,13.9,5.37,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9277,M1-05,44.5,102.5,130,T+,1,42.5,&nbsp;,6.31,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9278,M1-06,44.5,102.5,130,T+,1,35.3,&nbsp;,5.24,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9279,M1-08,44.5,102.5,130,WT+,2,42.7,&nbsp;,6.34,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9280,M1-09,44.5,102.5,130,T+,2,31.7,&nbsp;,4.7,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9281,M1-13,44.5,102.5,130,WT+,2,32.5,&nbsp;,4.82,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9282,M1-17,44.5,102.5,130,T+,2,40.2,&nbsp;,5.96,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9283,M1-18,44.5,102.5,130,WT+,2,48.1,&nbsp;,7.14,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9284,M2-03,44.5,102.5,130,WT+,2,33.3,&nbsp;,5.13,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9285,M2-08,44.5,102.5,130,WT+,3,42,4.4,6.47,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9286,M2-13,44.5,102.5,130,T+,1,51.7,&nbsp;,7.96,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9287,M1-11,44.5,102.5,130,WT+,4,122,18,18.1,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9288,M1-14,44.5,102.5,130,WT+,6,116.4,8.3,17.27,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9289,M1-16,44.5,102.5,130,T+,2,122.1,&nbsp;,18.12,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9290,M1-20,44.5,102.5,130,T+,2,118.2,&nbsp;,17.54,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9291,M1-21,44.5,102.5,130,WT+,3,88,9.3,13.06,N,&nbsp;,71,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9292,M2-04,44.5,102.5,130,T+,2,82.1,&nbsp;,12.65,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9293,M2-06,44.5,102.5,130,T+,1,101,&nbsp;,15.56,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9294,M2-10,44.5,102.5,130,WT+,2,81,&nbsp;,12.48,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9295,M2-11,44.5,102.5,130,T+,1,101.9,&nbsp;,15.7,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9296,M2-14,44.5,102.5,130,T+,1,101.1,&nbsp;,15.58,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
9297,M2-17,44.5,102.5,130,WT+,3,73.5,5.9,11.32,N,&nbsp;,68,&nbsp;,&nbsp;,&nbsp;,"ShcherbakovaV.V.,KovalenkoD.V.,ShcherbakovV.P.,andZhidkovG.V.",2011,"Izvestiya,Phys.oftheSolidEarth",47,775-791,&nbsp;,,681
8931,PG02,-24.2,-50.5,131,T+,4,18.2,1.3,4.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"CejudoRuiz,R.,Goguitchaichvili,A.,Morales,J.,Trindade,R.I.F.,AlvaValdivia,L.M.,Urrutia-Fucugauchi,J.",2009,GeofisicaInternacional,48,243-252,&nbsp;,,661
8932,PG10,-24.2,-50.5,131,T+,3,11.3,2.2,2.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"CejudoRuiz,R.,Goguitchaichvili,A.,Morales,J.,Trindade,R.I.F.,AlvaValdivia,L.M.,Urrutia-Fucugauchi,J.",2009,GeofisicaInternacional,48,243-252,&nbsp;,,661
8933,PG23,-24.2,-50.5,131,T+,3,25.6,4.3,5.7,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"CejudoRuiz,R.,Goguitchaichvili,A.,Morales,J.,Trindade,R.I.F.,AlvaValdivia,L.M.,Urrutia-Fucugauchi,J.",2009,GeofisicaInternacional,48,243-252,&nbsp;,,661
9134,3SG,-26.4,-54.2,132,T+,4,30.1,3.3,6.8,N,8,-35,23.3,87.7,5.9,"Mena,M.,Goguitchaichvili,A.,Solano,M.C.,Vilas,J.F.",2011,StudiaGeoph.Geod.,55,279-309,&nbsp;,,677
9135,8SG,-26.4,-54.2,132,T+,3,44,2.2,9.6,N,9,-38.2,10.2,52.5,7.2,"Mena,M.,Goguitchaichvili,A.,Solano,M.C.,Vilas,J.F.",2011,StudiaGeoph.Geod.,55,279-309,&nbsp;,,677
9136,9SG,-26.4,-54.2,132,T+,2,25.2,2.2,4.8,N,8,-51,13.5,169.9,4.3,"Mena,M.,Goguitchaichvili,A.,Solano,M.C.,Vilas,J.F.",2011,StudiaGeoph.Geod.,55,279-309,&nbsp;,,677
9137,15SG,-26.4,-54.2,132,T+,3,42.3,3.1,9.9,N,5,-29,356.8,83.2,3,"Mena,M.,Goguitchaichvili,A.,Solano,M.C.,Vilas,J.F.",2011,StudiaGeoph.Geod.,55,279-309,&nbsp;,,677
9138,24SG,-26.4,-54.2,132,T+,3,34.9,2.5,7.3,N,7,-42.4,358.7,266,3.7,"Mena,M.,Goguitchaichvili,A.,Solano,M.C.,Vilas,J.F.",2011,StudiaGeoph.Geod.,55,279-309,&nbsp;,,677
8744,AR04,-31,-57,132.2,T+,7,41.5,3.8,8.2,N,7,-48,8.6,1287.1,1.7,"Goguitchaichvili,A.,CejudoRuiz,R.,SanchezBettucci,L.,AguilarReyes,B.,Alva-Valdivia,L.M.,Urrutia-Fucugauchi,J.,Morales,J.,CalvoRathert,M.",2008,"Geochem.,Geophys.,Geosyst,",9,10.1029/2008GC002102,&nbsp;,,655
8745,AR05,-31,-57,132.2,T+,5,38.6,6.1,7.7,N,5,-47.7,5.4,1087.6,2.3,"Goguitchaichvili,A.,CejudoRuiz,R.,SanchezBettucci,L.,AguilarReyes,B.,Alva-Valdivia,L.M.,Urrutia-Fucugauchi,J.,Morales,J.,CalvoRathert,M.",2008,"Geochem.,Geophys.,Geosyst,",9,10.1029/2008GC002102,&nbsp;,,655
8746,AR08,-31,-57,132.2,T+,4,39.7,2.5,8.2,N,4,-43.8,8.1,226.2,6.1,"Goguitchaichvili,A.,CejudoRuiz,R.,SanchezBettucci,L.,AguilarReyes,B.,Alva-Valdivia,L.M.,Urrutia-Fucugauchi,J.,Morales,J.,CalvoRathert,M.",2008,"Geochem.,Geophys.,Geosyst,",9,10.1029/2008GC002102,&nbsp;,,655
8747,AR15,-31,-57,132.2,T+,4,16.3,2.3,3.4,R,4,42.6,174.1,78.5,10.4,"Goguitchaichvili,A.,CejudoRuiz,R.,SanchezBettucci,L.,AguilarReyes,B.,Alva-Valdivia,L.M.,Urrutia-Fucugauchi,J.,Morales,J.,CalvoRathert,M.",2008,"Geochem.,Geophys.,Geosyst,",9,10.1029/2008GC002102,&nbsp;,,655
8748,AR22,-31,-57,132.2,T+,7,20.9,3.4,4.6,N,7,-37.2,8.1,182,4.5,"Goguitchaichvili,A.,CejudoRuiz,R.,SanchezBettucci,L.,AguilarReyes,B.,Alva-Valdivia,L.M.,Urrutia-Fucugauchi,J.,Morales,J.,CalvoRathert,M.",2008,"Geochem.,Geophys.,Geosyst,",9,10.1029/2008GC002102,&nbsp;,,655
2954,CON03,-27.1,-51.8,132.5,T+,4,33.4,3.5,6.4,O,4,-51.2,7.7,441,4.4,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2955,CON05,-27.1,-51.8,132.5,T+,5,45.6,4.5,10.5,O,5,-31.4,10,1068,2.3,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2956,CON06,-27.1,-51.8,132.5,T+,3,43.6,2.7,8.8,O,3,-46,3.9,1033,3.8,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2957,CON07,-27.1,-51.8,132.5,T+,4,46.7,7,9.6,O,4,-44.8,7.6,623,3.7,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2958,CON14,-27.1,-51.8,132.5,T+,3,27.3,6.4,5.6,O,3,-44.7,350.2,1212,3.5,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2959,SC01,-25.4,-53.6,132.5,T+,4,24.6,4.8,5.1,O,4,-44.4,3.9,362,4.8,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2960,SC04,-25.4,-53.6,132.5,T+,3,19.4,2.7,4,O,3,-42.3,7.7,176,9.3,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2961,SC08,-25.4,-53.6,132.5,T+,4,43.5,5.9,9.5,O,4,-38.6,0.7,399,4.6,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2962,SC10,-25.4,-53.6,132.5,T+,5,35.3,5.7,7.4,O,5,-43.5,2.6,310,4.4,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
2963,SC15,-25.4,-53.6,132.5,T+,6,22.1,1.9,5.3,O,6,-26.7,10.5,584,2.8,"Goguitchaichvili,A.,Alva-Valdivia,L.,Urrutia,J.,Morales,J.,FerreiraLopes,O.",2002,Geophys.Res.Lett.,29,"10,1029/2002GL015242",&nbsp;,,195
1859,ParanaCV02,-29.45,-51.5,133,T+,6,25.1,3.2,4.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Kosterov,A.A,Perrin,M.,Glen,J.M.,Coe,R.S.",1998,J.Geophys.Res.,103,9739-9753,&nbsp;,,136
1860,ParanaCV12,-29.45,-51.5,133,T+,5,28.2,1.4,6.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Kosterov,A.A,Perrin,M.,Glen,J.M.,Coe,R.S.",1998,J.Geophys.Res.,103,9739-9753,&nbsp;,,136
1861,ParanaJS03,-29.2,-54.45,133,T+,3,37.7,4.2,7.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Kosterov,A.A,Perrin,M.,Glen,J.M.,Coe,R.S.",1998,J.Geophys.Res.,103,9739-9753,&nbsp;,,136
1862,ParanaJS09,-29.2,-54.45,133,T+,4,8.8,1.6,1.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Kosterov,A.A,Perrin,M.,Glen,J.M.,Coe,R.S.",1998,J.Geophys.Res.,103,9739-9753,&nbsp;,,136
1863,ParanaJS12,-29.2,-54.45,133,T+,5,23.3,2.1,5.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Kosterov,A.A,Perrin,M.,Glen,J.M.,Coe,R.S.",1998,J.Geophys.Res.,103,9739-9753,&nbsp;,,136
1864,ParanaSM1B,-29.55,-53.45,133,T+,4,22.4,5.4,5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Kosterov,A.A,Perrin,M.,Glen,J.M.,Coe,R.S.",1998,J.Geophys.Res.,103,9739-9753,&nbsp;,,136
2982,Sihetun19,41.6,120.7,133.1,T+,2,20.5,0.1,3.5,N,8,60.3,4.1,74,6.5,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
2981,Sihetun18,41.6,120.7,133.6,T+,2,19.4,0.8,3.5,N,7,56.1,359.3,71,7.2,"Zhu,R.,Hoffman,K.A.,Pan,Y.,Shi,R.,Li,D.",2003,Phys.EarthPlanet.Interiors,136,187-199,&nbsp;,,197
822,92,50,-63,138,T-,1,10.5,&nbsp;,1.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Schwarz,E.J.,Symons,D.T.A.",1969,Phys.EarthPlanet.Interiors,2,18-Nov,&nbsp;,,65
9323,U1349-9R,36.12,158.46,141,T+,3,19.9,2.8,4.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Camps,P.,Ooga,M.,Fanjat,G.,Sager,W.W.",2013,GeophysicalJournalInternational,192,986-999,&nbsp;,,683
9324,U1349-10R,36.12,158.46,141,T+,5,19.4,1.1,5.1,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Camps,P.,Ooga,M.,Fanjat,G.,Sager,W.W.",2013,GeophysicalJournalInternational,192,986-999,&nbsp;,,683
9325,U1349-13R,36.12,158.46,141,T+,1,18.8,&nbsp;,4.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Camps,P.,Ooga,M.,Fanjat,G.,Sager,W.W.",2013,GeophysicalJournalInternational,192,986-999,&nbsp;,,683
8554,Kafan-1,39.5,46.78,143,T+,31,10.1,2.4,2.7,O,10,44.3,5.6,69,5.3,"ShcherbakovaV.V.,PerrinM.,ShcherbakovV.P.,PavlovV.E.,Ayvaz&#39;yanA.,ZhidkovG.V.",2009,EarthPlanetsSpace,61,23-39,&nbsp;,,641
8555,Kafan-2,39.5,46.78,143,T+,14,7,1.3,1.7,O,12,25.7,6.5,122,3.6,"ShcherbakovaV.V.,PerrinM.,ShcherbakovV.P.,PavlovV.E.,Ayvaz&#39;yanA.,ZhidkovG.V.",2009,EarthPlanetsSpace,61,23-39,&nbsp;,,641
8556,Kafan-3,39.5,46.78,143,T+,12,17.4,1,3.5,O,6,45.5,23,71,6.6,"ShcherbakovaV.V.,PerrinM.,ShcherbakovV.P.,PavlovV.E.,Ayvaz&#39;yanA.,ZhidkovG.V.",2009,EarthPlanetsSpace,61,23-39,&nbsp;,,641
155,ShampandinregionB5,41,45,143.5,T-,26,15,2.5,3.6,R,15,-29,183,&nbsp;,4.5,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1980,"Izv.,EarthPhys.(Eng.Trans.)",16,848-857,&nbsp;,,15
156,ShampandinregionB6,41,45,143.5,T-,30,21,16.4,4.4,N,20,38.5,350.5,&nbsp;,2,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1980,"Izv.,EarthPhys.(Eng.Trans.)",16,848-857,&nbsp;,,15
157,ShampandinregionB7,41,45,143.5,T-,38,16,3.1,3.5,N,23,40,43,&nbsp;,6,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1980,"Izv.,EarthPhys.(Eng.Trans.)",16,848-857,&nbsp;,,15
193,Kafan11,39,46,143.5,T-,11,14,6.6,2.8,O,9,-48,189,&nbsp;,7,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
194,Kafan12,39,46,143.5,T-,3,17,1.7,3.4,O,8,-48,218,&nbsp;,8,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
195,Kafan13,39,46,143.5,T-,6,16,2.4,3.6,O,9,-36,204,&nbsp;,7,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
196,Kafan14,39,46,143.5,T-,11,16,3.3,3.5,O,12,-38,198,&nbsp;,5,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
197,Kafan15,39,46,143.5,T-,13,14,3.6,2.9,O,8,-44,225,&nbsp;,10,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
198,Kafan16,39,46,143.5,T-,11,8,3.3,2,T,8,-25,257,&nbsp;,5,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
199,Kafan17,39,46,143.5,T-,6,9,2.4,2,O,7,41,&nbsp;,&nbsp;,7,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
200,Kafan18,39,46,143.5,T-,18,15,4.2,3.4,O,17,38,24.5,&nbsp;,3.5,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
201,Kafan19,39,46,143.5,T-,4,17,12,3.6,O,4,42,36,&nbsp;,4,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
202,Kafan20,39,46,143.5,T-,6,10,2.4,2.1,O,4,36,54,&nbsp;,7,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
203,Kafan21,39,46,143.5,T-,8,23,2.8,4.8,O,8,44,44,&nbsp;,4,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
204,Kafan22,39,46,143.5,T-,7,5,2.6,1,T,4,40,74,&nbsp;,25,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
205,Kafan23,39,46,143.5,T-,11,10,3.3,2,O,4,50,28,&nbsp;,9,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
206,Kafan24,39,46,143.5,T-,21,16,4.6,3.1,O,14,39,32,&nbsp;,5,"Bol&#39;shakov,A.S.,Solodovnikov,G.M.",1983,"Izv.,EarthPhys.(Eng.Trans.)",19,976-982,&nbsp;,,17
