 Data , IDENT, SLAT, SLONG, AGE , DAGE, AgeMtd  , P, Country , Continent , IntM, Ndir, INC , DEC , k, a95 , Nint, F, DF  , DFPc, VDM , GROUP, TYPE, FORM, ROCKMAG , COMMENTS  , LOCATION NAME , Ref 
8546,mc40  ,-78.39,164.2,1.18,0.02,K-Ar  ,N ,Antarctica  ,Antarctica  ,T+,7,-83.2,192.8,139,5.1,1,39.4,&nbsp;,&nbsp;,5.2,Volcanic  ,&nbsp;,Lava flow ,&nbsp;,&nbsp;,"McMurdo Sound, Antarctica ",639
8951,mc142 ,-77.85,166.68,1.23,0.02,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,84.7,311.9,585,2,3,15.6,2.7,17,2,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
2533,6,40.3,44.4,1.25,0.05,Estimated ,R ,Armenia,Europe,T-,25,-51,185,71,3,29,47,5.4,11,9,Volcanic  ,Andesite  ,Pyroclastic ,&nbsp;,VDMc  ,&nbsp;,172
8936,mc109 ,-78.28,163.54,1.26,0.04,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,75.4,174.6,477.4,3.1,3,34.8,1.2,3,4.9,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
889,Reunion 01  ,-21,55.5,1.3,0.7,Stratigraphy,N ,La Reunion  ,Indian Ocean,ST,&nbsp;,-21.3,11,&nbsp;,&nbsp;,1,36.3,&nbsp;,&nbsp;,8.9,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
890,Reunion 02  ,-21,55.5,1.3,0.7,Estimated ,N ,La Reunion  ,Indian Ocean,ST,&nbsp;,-18.8,1.3,&nbsp;,&nbsp;,3,40.2,2.6,6,10,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
891,Reunion 03  ,-21,55.5,1.3,0.7,Estimated ,N ,La Reunion  ,Indian Ocean,ST,&nbsp;,-13.9,0,&nbsp;,&nbsp;,2,23.7,0.6,3,6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
892,Reunion 04  ,-21,55.5,1.3,0.7,Estimated ,R ,La Reunion  ,Indian Ocean,ST,&nbsp;,46.3,181.8,&nbsp;,&nbsp;,1,29.6,&nbsp;,&nbsp;,6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
893,Reunion 05  ,-21,55.5,1.3,0.7,Estimated ,R ,La Reunion  ,Indian Ocean,ST,&nbsp;,27,186.8,&nbsp;,&nbsp;,2,19.4,1.5,8,4.6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
894,Reunion 06  ,-21,55.5,1.3,0.7,Estimated ,N ,La Reunion  ,Indian Ocean,ST,&nbsp;,-15.5,355.6,&nbsp;,&nbsp;,2,20.2,1.3,6,5.1,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
895,Reunion 07  ,-21,55.5,1.3,0.7,Estimated ,N ,La Reunion  ,Indian Ocean,ST,&nbsp;,-22.6,7.6,&nbsp;,&nbsp;,2,21.2,1.9,9,5.2,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
896,Reunion 08  ,-21,55.5,1.3,0.7,Estimated ,R ,La Reunion  ,Indian Ocean,ST,&nbsp;,52.5,189.3,&nbsp;,&nbsp;,3,20.4,1.3,6,3.8,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
8527,mc15  ,-77.48,169.23,1.33,0.05,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,8,83.9,173.4,570,2.3,3,29.7,2.3,7,3.9,Volcanic  ,&nbsp;,Lava flow ,&nbsp;,"VADM=(3,90+-0,3)x10^22 Am^2","McMurdo Sound, Antarctica ",639
2835,Tammar 703  ,21.65,-45.1,1.34,&nbsp;,Estimated ,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,15.5,&nbsp;,&nbsp;,3.4,Volcanic  ,Basalt,Pillow,&nbsp;,VADM  ,&nbsp;,191
1053,359,48,19,1.35,0.32,K-Ar  ,O ,Slovakia  ,Europe,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,37.6,10.3,27,&nbsp;,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,77
2532,5,39.8,45.4,1.35,0.05,Estimated ,R ,Armenia,Europe,T-,13,-55,177,32,8,13,49,7.2,14,8.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
8960,mc164 ,-77.51,169.33,1.36,0.01,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,86.1,199.9,1912.3,1.1,3,81.3,0.1,0,10.6,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
8953,mc146 ,-78.22,162.96,1.37,0.42,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,62,236.3,117.8,5.6,2,17.2,0.7,4,2.9,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
150,Tsovak,40.7,45.2,1.4,0.3,Stratigraphy,R ,Armenia,Europe,T-,&nbsp;,-62,174.5,&nbsp;,&nbsp;,30,45,5.5,12,7.4,&nbsp;,&nbsp;,Baked contact,&nbsp;,"age in Petrova et al., 1979",&nbsp;,11
2531,4,40.3,44.2,1.4,0.05,Estimated ,R ,Armenia,Europe,T-,37,-52,189,42,4,32,50,5.7,11,9.5,Volcanic  ,Andesite  ,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
2834,Tammar 702  ,21.64,-45.09,1.41,&nbsp;,Estimated ,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,18.8,&nbsp;,&nbsp;,4.1,Volcanic  ,Basalt,Pillow,&nbsp;,VADM  ,&nbsp;,191
8961,mc165 ,-77.51,169.33,1.45,0.06,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,81.8,141.9,174.1,4.2,4,26.3,1.7,6,3.5,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
1048,352,48,19,1.47,0.31,K-Ar  ,O ,Slovakia  ,Europe,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,16.4,6.1,37,&nbsp;,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,77
2530,3,40.8,44.2,1.5,0.05,Estimated ,R ,Armenia,Europe,T-,9,-51,204,190,4,10,49,3.2,6,9.4,Volcanic  ,Ignimbrite  ,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
6672,MR32  ,-17.5,-149.77,1.5,0.04,K-Ar  ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,7,68,185.7,&nbsp;,3.6,7,13.3,2.4,18,2.1,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"Dating: Uto et al., submitted ",&nbsp;,513
8957,mc155 ,-77.7,162.25,1.5,0.05,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,77.7,226.2,221.3,3.7,3,28.9,4.6,15,4,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
6673,MR16  ,-17.59,-149.84,1.51,0.04,K-Ar  ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,7,32.8,174.1,&nbsp;,3,3,9.5,1,10,2.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"Dating: Uto et al., submitted ",&nbsp;,513
6674,MR23  ,-17.5,-149.77,1.55,0.06,K-Ar  ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,7,61.4,181.8,&nbsp;,6,6,13,2.1,16,2.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"Dating: Uto et al., submitted ",&nbsp;,513
9010,L-K11 ,20.79,-155.98,1.55,0.25,Ar-Ar ,R ,Hawaii,Pacific Ocean,T+,7,-5.2,166.2,69,7.3,3,13.7,1.2,8,3.6,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
6709,MR02  ,-17.59,-149.84,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,5,29.5,172.6,&nbsp;,3.9,1,7.6,&nbsp;,&nbsp;,1.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,513
6710,MR04  ,-17.59,-149.84,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,5,37.9,172.3,&nbsp;,0.9,1,11.4,&nbsp;,&nbsp;,2.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,513
6711,MR09  ,-17.59,-149.84,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,5,34.1,163.6,&nbsp;,4.6,1,26.6,&nbsp;,&nbsp;,6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,513
6712,MR12  ,-17.59,-149.84,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,5,29.3,174.9,&nbsp;,3.3,1,20.6,&nbsp;,&nbsp;,4.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,513
6713,MR14  ,-17.59,-149.84,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,5,25.4,174.1,&nbsp;,4.8,1,27.6,&nbsp;,&nbsp;,6.7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,513
6714,MR22  ,-17.5,-149.77,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,5,56.4,168,&nbsp;,4.4,1,13.1,&nbsp;,&nbsp;,2.4,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,513
6724,MR14  ,-17.59,-149.84,1.56,&nbsp;,Estimated ,R ,French Polynesia,Pacific Ocean,T+,5,25.4,174.1,177.5,4.7,1,23.7,&nbsp;,&nbsp;,5.7,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,513
6675,MR01  ,-17.59,-149.84,1.58,0.04,K-Ar  ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,7,31,170.4,&nbsp;,2.4,5,15,1,6,3.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"Dating: Uto et al., submitted ",&nbsp;,513
2529,2,40.3,44.2,1.6,0.05,Estimated ,R ,Armenia,Europe,T-,10,-50,213,120,4,9,52,3,5,10.1,Volcanic  ,Ignimbrite  ,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
2777,Bertakana 3 ,41.4,43.35,1.6,&nbsp;,Estimated ,T ,Georgia,Europe,T-,2,-13,137,&nbsp;,&nbsp;,1,18.5,&nbsp;,&nbsp;,4.7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,187
9009,L-K3  ,20.79,-155.98,1.6,&nbsp;,Estimated ,R ,Hawaii,Pacific Ocean,T+,6,-60.6,174.6,162,5.3,4,19.2,1.4,7,3.3,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9011,L-K12 ,20.79,-155.98,1.6,&nbsp;,Estimated ,T ,Hawaii,Pacific Ocean,T+,6,13.9,122.3,1314,1.8,1,6.9,&nbsp;,&nbsp;,1.7,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9012,L-K16 ,20.79,-155.98,1.6,&nbsp;,Estimated ,T ,Hawaii,Pacific Ocean,T+,6,17.9,122.3,146,5.6,3,13.9,1.1,8,3.4,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9013,L-K17 ,20.79,-155.98,1.6,&nbsp;,Estimated ,T ,Hawaii,Pacific Ocean,T+,6,-24.8,246.3,500,3,1,6.4,&nbsp;,&nbsp;,1.5,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9014,L-K24 ,20.79,-155.98,1.6,&nbsp;,Estimated ,R ,Hawaii,Pacific Ocean,T+,6,-52.2,214.4,869,2.3,4,4.6,1.8,38,0.9,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9015,M-LP1 ,20.79,-156.56,1.6,&nbsp;,Estimated ,R ,Hawaii,Pacific Ocean,T+,3,-33.7,165,594,5.1,5,18.2,0.6,3,4.1,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9016,M-PGA1,20.64,-156.2,1.6,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,8,30,346.8,79,6.3,5,30,2.8,9,7,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9017,M-PGA5,20.64,-156.2,1.6,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,8,27.5,350.8,75,6.4,6,27.5,2.6,9,6.3,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9018,M-PGB2,20.64,-156.2,1.6,&nbsp;,Estimated ,R ,Hawaii,Pacific Ocean,T+,11,-44.6,199.8,165,3.6,2,8,1.7,21,1.7,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9019,M-PGB3,20.64,-156.2,1.6,&nbsp;,Estimated ,R ,Hawaii,Pacific Ocean,T+,19,-44.7,190,129,3,2,7.3,0.2,2,1.5,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9020,M-PGB5,20.64,-156.2,1.6,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,6,25,356.6,92,7,5,42.1,5.9,13,9.7,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
9021,M-PGB7,20.64,-156.2,1.6,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,5,33.5,343,132,6.7,2,63.4,1,1,14.3,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,Rock magnetism varies laterally and horizontally. VDMc,"Lanai and Maui, Hawaiian Islands  ",665
6676,MR06  ,-17.59,-149.84,1.62,0.08,K-Ar  ,R ,French Polynesia,Pacific Ocean,LTD-DHT-S ,7,30.5,173.5,&nbsp;,4.8,5,8.7,0.6,7,2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"Dating: Uto et al., submitted ",&nbsp;,513
8954,mc147 ,-78.2,162.96,1.63,0.34,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,&nbsp;,67.4,220.2,830.9,2.7,4,22.8,2.5,10,3.5,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
2775,Apnia 1,41.36,43.27,1.69,&nbsp;,K-Ar  ,N ,Georgia,Europe,T-,7,53,335,45,16.8,1,33.4,&nbsp;,&nbsp;,6.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,187
867,Iceland GH14,65.2,-15.2,1.7,0.1,Estimated ,R ,Iceland,Atlantic Ocean  ,ST,&nbsp;,-76.9,155.8,&nbsp;,&nbsp;,2,100.9,2.1,2,14,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
868,Iceland GH15,65.2,-15.2,1.7,0.1,Estimated ,N ,Iceland,Atlantic Ocean  ,ST,&nbsp;,83.1,343.7,&nbsp;,&nbsp;,2,47.4,0.8,2,6.3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,67
2528,1,40.3,44.2,1.7,0.05,Estimated ,R ,Armenia,Europe,T-,27,-51,186,33,5,21,51,4.6,8,9.8,Volcanic  ,Andesite  ,Pyroclastic ,&nbsp;,VDMc  ,&nbsp;,172
6454,0423x05cp02 ,9,-105,1.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,7.5,&nbsp;,&nbsp;,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6455,0423x061p03 ,9,-105,1.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,7.7,&nbsp;,&nbsp;,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6456,0423x081p01 ,9,-105,1.7,0.2,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,22,&nbsp;,&nbsp;,5.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
1049,355,48,19,1.74,0.35,K-Ar  ,O ,Slovakia  ,Europe,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,99.2,10.3,10,&nbsp;,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,77
8943,mc120 ,-78.24,163.09,1.76,0.05,Ar-Ar ,N ,Antarctica  ,Antarctica  ,T+,&nbsp;,-70.6,73.6,509.6,2.3,5,24.3,0.7,2,3.6,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
1,Joshua Hotaka Yama  ,36.8,139.2,1.8,0.2,Ar-Ar ,R ,Japan ,Asia  ,T-,9,-38.8,184.4,&nbsp;,7.2,9,10.5,0.5,5,2.3,Volcanic  ,&nbsp;,Lava Flow ,Near magnetite grains with Tc around 5608C  ,Matuyama reversed epoch ,&nbsp;,1
8344,Joshua Hotaka Yama  ,36.8,139.2,1.8,0.2,K-Ar  ,R ,Japan ,Asia  ,T-,9,-38.8,184.4,42,7.2,9,10.5,0.5,4,2.3,Volcanic  ,&nbsp;,Lava flow ,Near magnetite grains with Tc around 560&#176;C ,Matuyama reversed epoch ,Joshua Hotaka Yama  ,629
874,Mauritius 01,-20.2,57.3,1.85,1.65,Estimated ,N ,Mauritius Island,Indian Ocean,ST,&nbsp;,-40,14.1,&nbsp;,&nbsp;,4,28.3,1.3,5,6.1,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,67
875,Mauritius 02,-20.2,57.3,1.85,1.65,Estimated ,T ,Mauritius Island,Indian Ocean,ST,&nbsp;,-65.1,277.1,&nbsp;,&nbsp;,2,16.4,0.9,5,2.6,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,67
876,Mauritius 03,-20.2,57.3,1.85,1.65,Estimated ,N ,Mauritius Island,Indian Ocean,ST,&nbsp;,-46.2,354.3,&nbsp;,&nbsp;,2,34.2,1.7,5,6.9,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,67
877,Mauritius 04,-20.2,57.3,1.85,1.65,Estimated ,N ,Mauritius Island,Indian Ocean,ST,&nbsp;,-44.1,350.3,&nbsp;,&nbsp;,3,19.7,0.9,5,4.1,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,67
878,Mauritius 05,-20.2,57.3,1.85,1.65,Estimated ,R ,Mauritius Island,Indian Ocean,ST,&nbsp;,36,169.1,&nbsp;,&nbsp;,2,23.6,1.3,6,5.3,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,67
6360,ASH-10,53.53,168.1,1.89,0.09,Ar-Ar ,R ,Aleutian Islands,Pacific Ocean,T+,6,-81.3,196.3,14.5,18.2,7,21.6,&nbsp;,&nbsp;,2.9,&nbsp;,&nbsp;,&nbsp;,&nbsp;,Dating: This Study  ,&nbsp;,508
6361,ASH-9 ,53.53,168.1,1.89,0.09,Ar-Ar ,R ,Aleutian Islands,Pacific Ocean,T+,6,-81.3,196.3,14.5,18.2,8,27,&nbsp;,&nbsp;,3.6,&nbsp;,&nbsp;,&nbsp;,&nbsp;,Dating: This Study  ,&nbsp;,508
289,F69,21.4,-158.1,1.9,0.1,K-Ar  ,T ,Hawaii,Pacific Ocean,T+,&nbsp;,-23.5,170.5,&nbsp;,&nbsp;,2,21,8,38,5.1,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,28
290,F71,21.4,-158.1,1.9,0.1,K-Ar  ,T ,Hawaii,Pacific Ocean,T+,&nbsp;,-48.6,173.5,&nbsp;,&nbsp;,2,50,3,6,9.8,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,28
291,F72,21.4,-158.1,1.9,0.1,K-Ar  ,T ,Hawaii,Pacific Ocean,T+,&nbsp;,-79.4,189.3,&nbsp;,&nbsp;,3,41,3,7,5.6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,28
8533,mc50  ,-78.25,163.22,1.9,0.1,Ar-Ar ,R ,Antarctica  ,Antarctica  ,T+,8,71.4,191.4,469,2.6,3,37.2,4.7,12,5.5,Volcanic  ,&nbsp;,Lava flow ,&nbsp;,"VADM=(4,88+-0,62)x10^22 Am^2  ","McMurdo Sound, Antarctica ",639
8952,mc145 ,-78.24,162.89,1.9,0.12,Ar-Ar ,N ,Antarctica  ,Antarctica  ,T+,&nbsp;,2.7,28.6,378,3.5,4,6.9,0.2,2,1.8,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
8944,mc123 ,-78.25,163.73,1.93,0.05,Ar-Ar ,N ,Antarctica  ,Antarctica  ,T+,&nbsp;,-82.1,76.1,317.2,3.1,4,30,2.3,7,4,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
8945,mc127 ,-78.25,163.73,1.94,0.07,Ar-Ar ,N ,Antarctica  ,Antarctica  ,T+,&nbsp;,-67.2,326.2,666.9,2.1,2,38.5,1.5,3,6,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
8937,mc111 ,-78.22,162.79,1.99,0.04,Ar-Ar ,N ,Antarctica  ,Antarctica  ,T+,&nbsp;,-67.6,47.9,1243.3,1.7,2,27.9,0.4,1,4.3,Volcanic  ,Basalt,Lava flow ,Magnetite and Hematite mix,VDMc  ,"Erebus Volcanic Province, Ross Island, Antartica",663
9128,DM8,41.34,44.34,1.99,0.19,Radiometric age ,N ,Georgia,Europe,T+,8,79.8,3.3,62.8,7,6,41.2,9.3,22,5.6,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Djavakheti Highland, Southern Georgia ",676
9129,DM9,41.34,44.34,1.99,0.19,Radiometric age ,N ,Georgia,Europe,T+,8,71.9,14.5,122.9,5,5,33.3,8,24,4.9,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Djavakheti Highland, Southern Georgia ",676
9130,DM11  ,41.34,44.34,1.99,0.19,Radiometric age ,N ,Georgia,Europe,T+,8,75,14.9,135.9,4.8,2,27.5,13.4,48,3.9,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Djavakheti Highland, Southern Georgia ",676
9131,DM13  ,41.34,44.34,1.99,0.19,Radiometric age ,N ,Georgia,Europe,T+,7,75.5,19.4,282.7,3.6,5,61.8,4.2,6,8.7,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Djavakheti Highland, Southern Georgia ",676
9132,DM14  ,41.34,44.34,1.99,0.19,Radiometric age ,N ,Georgia,Europe,T+,8,67.8,358.4,89.3,5.9,2,57.9,5.7,9,8.9,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Djavakheti Highland, Southern Georgia ",676
9133,DM15  ,41.34,44.34,1.99,0.19,Radiometric age ,N ,Georgia,Europe,T+,7,72.7,10.2,101.7,6,1,43.5,&nbsp;,&nbsp;,6.3,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Djavakheti Highland, Southern Georgia ",676
284,Warner,41.9,-121.6,2,1,Stratigraphy,N ,U.S.A.,North America,T-,&nbsp;,65,325,&nbsp;,&nbsp;,3,36,5,14,5.8,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,27
334,12. West Elk Mtn,20,-100,2,1,Estimated ,O ,Mexico,North America,ONR,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,42.1,&nbsp;,&nbsp;,&nbsp;,Volcanic  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,36
2181,483-21-1p6a ,22.9,-108.7,2,&nbsp;,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,35,&nbsp;,&nbsp;,7.5,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM  ,&nbsp;,146
2182,483-21-1p6b ,22.9,-108.7,2,&nbsp;,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,38,&nbsp;,&nbsp;,8.1,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM  ,&nbsp;,146
2183,483-21-2p8b ,22.9,-108.7,2,&nbsp;,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,59,&nbsp;,&nbsp;,12.6,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; Superceded by PINT data 6486,&nbsp;,146
2184,483-21-3p1a ,22.9,-108.7,2,&nbsp;,Geomagnetic polarity timescale,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,23,&nbsp;,&nbsp;,4.9,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; Superceded by PINT data 6487,&nbsp;,146
